# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle
[ -26.3949469  -111.18616146   59.45985592];[1.570796326794898, -4.367047147278909e-43, -1.5707963295753067, -1.5865042761607735]
[  45.24474924 -103.91519344   -0.72474347];[1.570796326794898, -0.8014266973443357, 1.6349104626391853, 1.6352310329776667]
[ 3.14168574e+01 -1.03759203e+02  1.45344835e-02];[1.570796326794898, -0.7850710504597552, 1.5694878750429764, 0.7680546354468334]
[ 1.50863640e+01 -1.01433381e+02 -3.09894252e-04];[1.570796326794898, -0.7854048391716867, 1.570823029891879, -0.015674584396874483]
[-2.79959647e-01 -9.64768590e+01  6.50588697e-06];[1.570796326794898, -0.7853980271571565, 1.570795781833736, -0.8011068078668474]
[-1.15090625e+01 -9.03154001e+01  2.74049064e-08];[1.570796326794898, -0.7853981661778625, 1.570796337916549, -1.5865042761607735]
[  44.90060104 -112.75885831   10.28997048];[1.570796326794898, -0.7853981633407042, 0.7693696292235858, 1.6352310329776667]
[  31.66341255 -111.86173994   10.28610549];[1.570796326794898, -0.7853981633986079, 0.7857252763397699, 0.7680546354468334]
[  15.16697285 -109.07496416   10.60724341];[1.570796326794898, -0.7853981633974255, 0.7853914876231144, -0.015674584396874483]
[  -0.28291184 -103.22226791   10.86714105];[1.570796326794898, -0.7853981633974477, 0.785398299637739, -0.8011068078668474]
[-11.30484929 -96.29262418  11.12217145];[1.570796326794898, -0.7853981633974477, 0.7853981606170329, -1.5865042761607735]
[  45.83891113 -121.54013536   26.17488605];[1.570796326794898, -0.7853981633974477, -0.016028533890144313, 1.6352310329776667]
[  32.73446307 -120.74289145   26.17030324];[1.570796326794898, -0.7853981633974477, 0.0003271129365335749, 0.7680546354468334]
[  15.45716183 -116.95949258   26.66637279];[1.570796326794898, -0.7853981633974477, -6.67577421497126e-06, -0.015674584396874483]
[  -0.27935256 -109.51371627   26.88932084];[1.570796326794898, -0.7853981633974477, 1.3624029010144874e-07, -0.8011068078668474]
[ -11.08357379 -101.40049125   27.13891406];[1.570796326794898, -0.7853981633974477, -2.7804140837030133e-09, -1.5865042761607735]
[  47.55280935 -127.10897216   46.13591587];[1.570796326794898, -0.7853981633974477, -0.8014266972875926, 1.6352310329776667]
[  34.07997762 -126.74792131   45.646253  ];[1.570796326794898, -0.7853981633974477, -0.7850710504609159, 0.7680546354468334]
[  15.58150915 -121.5436889    45.62724457];[1.570796326794898, -0.7853981633974477, -0.7854048391716649, -0.015674584396874483]
[  -0.27061998 -112.42614718   45.09653606];[1.570796326794898, -0.7853981633974477, -0.7853980271571569, -0.8011068078668474]
[ -10.73374883 -103.34566019   45.04111477];[1.570796326794898, -0.7853981633974477, -0.785398166177863, -1.5865042761607735]
[  49.23577147 -126.48224225   61.53356418];[1.570796326794898, -0.7853981633974477, -1.586824860685042, 1.6352310329776667]
[  34.89714831 -127.28239775   60.04626691];[1.570796326794898, -0.7853981633974477, -1.5704692138583596, 0.7680546354468334]
[  15.47922245 -122.03771395   59.15521186];[1.570796326794898, -0.7853981633974477, -1.5708030025691087, -0.015674584396874483]
[  -0.26907416 -112.65082408   58.2223825 ];[1.570796326794898, -0.7853981633974477, -1.5707961905546117, -0.8011068078668474]
[ -10.35793543 -103.3893883    58.31349168];[1.570796326794898, -0.7853981633974477, -1.5707963295753067, -1.5865042761607735]
[ 59.63081883 -94.54231708  -0.69052166];[1.570796326794898, -1.586824860741781, 1.6349104626391853, 1.6352310329776667]
[ 4.45031403e+01 -9.58160742e+01  1.40298317e-02];[1.570796326794898, -1.5704692138572005, 1.5694878750429764, 0.7680546354468334]
[ 2.68991018e+01 -9.44833548e+01 -3.03756674e-04];[1.570796326794898, -1.5708030025691375, 1.570823029891879, -0.015674584396874483]
[ 1.10434612e+01 -9.03222404e+01  6.63486684e-06];[1.570796326794898, -1.5707961905546073, 1.570795781833736, -0.8011068078668474]
[-1.82675949e-01 -8.51070859e+01  1.32805429e-07];[1.570796326794898, -1.5707963295753133, 1.570796337916549, -1.5865042761607735]
[  59.40953475 -103.09613406   10.50405914];[1.570796326794898, -1.5707963267381495, 0.7693696292235858, 1.6352310329776667]
[  44.60132674 -103.48550436   10.57287234];[1.570796326794898, -1.5707963267960587, 0.7857252763397699, 0.7680546354468334]
[  26.75437947 -101.44608399   10.91359739];[1.570796326794898, -1.5707963267948708, 0.7853914876231144, -0.015674584396874483]
[ 10.83388958 -96.29541002  11.12422136];[1.570796326794898, -1.570796326794893, 0.785398299637739, -0.8011068078668474]
[ -0.18469873 -90.33290211  11.3277702 ];[1.570796326794898, -1.570796326794893, 0.7853981606170329, -1.5865042761607735]
[  60.42134373 -110.97268784   26.68356953];[1.570796326794898, -1.570796326794893, -0.016028533890144313, 1.6352310329776667]
[  45.44991282 -111.240315     26.78486939];[1.570796326794898, -1.570796326794893, 0.0003271129365335749, 0.7680546354468334]
[  26.74564867 -108.00170162   27.14500048];[1.570796326794898, -1.570796326794893, -6.67577421497126e-06, -0.015674584396874483]
[  10.62029642 -101.3967664    27.14139727];[1.570796326794898, -1.570796326794893, 1.3624029010144874e-07, -0.8011068078668474]
[ -0.18015077 -94.45189307  27.27755148];[1.570796326794898, -1.570796326794893, -2.7804140837030133e-09, -1.5865042761607735]
[  61.85601757 -114.94214982   47.12696864];[1.570796326794898, -1.570796326794893, -0.8014266972875926, 1.6352310329776667]
[  46.07630339 -115.57245261   46.54733017];[1.570796326794898, -1.570796326794893, -0.7850710504609159, 0.7680546354468334]
[  26.3831927  -111.12842564   45.9053246 ];[1.570796326794898, -1.570796326794893, -0.7854048391716649, -0.015674584396874483]
[  10.28892877 -103.33615023   45.04153627];[1.570796326794898, -1.570796326794893, -0.7853980271571569, -0.8011068078668474]
[ -0.1700084  -95.67949977  44.94122152];[1.570796326794898, -1.570796326794893, -0.785398166177863, -1.5865042761607735]
[  63.28275555 -113.01328748   62.60348968];[1.570796326794898, -1.570796326794893, -1.586824860685042, 1.6352310329776667]
[  46.19526352 -115.25122184   61.00862384];[1.570796326794898, -1.570796326794893, -1.5704692138583596, 0.7680546354468334]
[  25.84311114 -111.23738843   59.4706167 ];[1.570796326794898, -1.570796326794893, -1.5708030025691087, -0.015674584396874483]
[   9.91779287 -103.38440767   58.31367614];[1.570796326794898, -1.570796326794893, -1.5707961905546117, -0.8011068078668474]
[ -0.16585335 -95.57811571  58.45471578];[1.570796326794898, -1.570796326794893, -1.5707963295753067, -1.5865042761607735]
[ 8.30977165e-03 -1.28323591e+02 -1.02945098e+01];[0.7693696294505644, 1.6349104625824444, 1.6349104626391853, 1.6352310329776667]
[ -10.10169637 -125.9046784    -9.5426506 ];[0.7857252763351393, 1.5694878750441337, 1.5694878750429764, 0.7680546354468334]
[ -26.78917597 -120.70380256   -9.79602971];[0.7853914876232079, 1.5708230298918484, 1.570823029891879, -0.015674584396874483]
[ -44.16772582 -112.90738463   -9.95454499];[0.7853982996377381, 1.5707957818337386, 1.570795781833736, -0.8011068078668474]
[ -58.5321338  -103.28360379  -10.20093296];[0.785398160617032, 1.5707963379165517, 1.570796337916549, -1.5865042761607735]
[   1.3427547  -137.71468979    0.26903231];[0.7853981634541903, 1.5707963265679186, 0.7693696292235858, 1.6352310329776667]
[-9.69731122e+00 -1.34930186e+02 -5.56449507e-03];[0.7853981633962922, 1.5707963267995333, 0.7857252763397699, 0.7680546354468334]
[-2.65100357e+01 -1.30093881e+02  1.15748667e-04];[0.7853981633974746, 1.5707963267948037, 0.7853914876231144, -0.015674584396874483]
[-4.41639952e+01 -1.22273890e+02 -2.51135204e-06];[0.7853981633974468, 1.5707963267949037, 0.785398299637739, -0.8011068078668474]
[-5.84449113e+01 -1.12583616e+02 -2.08003100e-07];[0.7853981633974468, 1.5707963267948926, 0.7853981606170329, -1.5865042761607735]
[   0.98030172 -148.25949298   15.17914136];[0.7853981633974468, 1.5707963267948926, -0.016028533890144313, 1.6352310329776667]
[  -9.56497676 -146.01653937   15.02400854];[0.7853981633974468, 1.5707963267948926, 0.0003271129365335749, 0.7680546354468334]
[ -27.06202763 -141.07871293   15.26841791];[0.7853981633974468, 1.5707963267948926, -6.67577421497126e-06, -0.015674584396874483]
[ -45.27756478 -132.51593441   15.50031754];[0.7853981633974468, 1.5707963267948926, 1.3624029010144874e-07, -0.8011068078668474]
[ -59.36480117 -121.9469926    15.86236605];[0.7853981633974468, 1.5707963267948926, -2.7804140837030133e-09, -1.5865042761607735]
[   0.75362223 -156.79524922   33.76238292];[0.7853981633974468, 1.5707963267948926, -0.8014266972875926, 1.6352310329776667]
[  -8.96737169 -154.91506741   33.69881581];[0.7853981633974468, 1.5707963267948926, -0.7850710504609159, 0.7680546354468334]
[ -28.0906054  -149.37136826   34.00795125];[0.7853981633974468, 1.5707963267948926, -0.7854048391716649, -0.015674584396874483]
[ -46.67552327 -139.20743388   34.55102649];[0.7853981633974468, 1.5707963267948926, -0.7853980271571569, -0.8011068078668474]
[ -60.24588599 -127.09252649   35.3379281 ];[0.7853981633974468, 1.5707963267948926, -0.785398166177863, -1.5865042761607735]
[   1.06380033 -158.49332972   48.27559829];[0.7853981633974468, 1.5707963267948926, -1.586824860685042, 1.6352310329776667]
[  -9.15464739 -157.12336671   47.80517013];[0.7853981633974468, 1.5707963267948926, -1.5704692138583596, 0.7680546354468334]
[ -29.03701943 -150.86413921   47.56037935];[0.7853981633974468, 1.5707963267948926, -1.5708030025691087, -0.015674584396874483]
[ -47.99197017 -139.59224631   47.67807154];[0.7853981633974468, 1.5707963267948926, -1.5707961905546117, -0.8011068078668474]
[ -61.49533384 -126.54822819   48.52522321];[0.7853981633974468, 1.5707963267948926, -1.5707963295753067, -1.5865042761607735]
[  11.38662544 -124.80801298  -10.3732528 ];[0.7853981633974468, 0.7693696294505608, 1.6349104626391853, 1.6352310329776667]
[  -0.48428795 -122.61161993   -9.94388007];[0.7853981633974468, 0.7857252763351412, 1.5694878750429764, 0.7680546354468334]
[ -16.20048717 -118.37899148  -10.12522009];[0.7853981633974468, 0.7853914876232098, 1.570823029891879, -0.015674584396874483]
[ -32.39519297 -111.67689197  -10.28946505];[0.7853981633974468, 0.78539829963774, 1.570795781833736, -0.8011068078668474]
[ -45.23697075 -103.28899468  -10.56967397];[0.7853981633974468, 0.7853981606170339, 1.570796337916549, -1.5865042761607735]
[  10.36883613 -134.733656      0.27063741];[0.7853981633974468, 0.7853981634541922, 0.7693696292235858, 1.6352310329776667]
[-4.59854060e-01 -1.32204363e+02 -5.54003517e-03];[0.7853981633974468, 0.7853981633962885, 0.7857252763397699, 0.7680546354468334]
[-1.63026975e+01 -1.28121430e+02  1.14707804e-04];[0.7853981633974468, 0.7853981633974709, 0.7853914876231144, -0.015674584396874483]
[-3.26732978e+01 -1.21144844e+02 -2.08441766e-06];[0.7853981633974468, 0.7853981633974487, 0.785398299637739, -0.8011068078668474]
[-4.52934153e+01 -1.12404720e+02 -3.41285661e-07];[0.7853981633974468, 0.7853981633974487, 0.7853981606170329, -1.5865042761607735]
[   9.89428175 -145.7595809    15.52709849];[0.7853981633974468, 0.7853981633974487, -0.016028533890144313, 1.6352310329776667]
[  -0.43383342 -143.69234039   15.26816021];[0.7853981633974468, 0.7853981633974487, 0.0003271129365335749, 0.7680546354468334]
[ -16.91236395 -139.40881849   15.44184926];[0.7853981633974468, 0.7853981633974487, -6.67577421497126e-06, -0.015674584396874483]
[ -33.63323626 -131.41309589   15.6499742 ];[0.7853981633974468, 0.7853981633974487, 1.3624029010144874e-07, -0.8011068078668474]
[ -45.80390928 -121.49142012   15.95715219];[0.7853981633974468, 0.7853981633974487, -2.7804140837030133e-09, -1.5865042761607735]
[   9.52092229 -154.71858063   34.10114777];[0.7853981633974468, 0.7853981633974487, -0.8014266972875926, 1.6352310329776667]
[  -0.39676143 -153.23766884   33.58971911];[0.7853981633974468, 0.7853981633974487, -0.7850710504609159, 0.7680546354468334]
[ -17.8138958  -148.16191773   33.84599895];[0.7853981633974468, 0.7853981633974487, -0.7854048391716649, -0.015674584396874483]
[ -34.41261497 -138.17136617   34.15237342];[0.7853981633974468, 0.7853981633974487, -0.7853980271571569, -0.8011068078668474]
[ -45.80721853 -126.59189959   34.51028461];[0.7853981633974468, 0.7853981633974487, -0.785398166177863, -1.5865042761607735]
[   9.38274892 -156.96043279   47.941707  ];[0.7853981633974468, 0.7853981633974487, -1.586824860685042, 1.6352310329776667]
[  -0.38019657 -156.0274498    46.86778732];[0.7853981633974468, 0.7853981633974487, -1.5704692138583596, 0.7680546354468334]
[ -18.46003059 -150.20862394   46.44336393];[0.7853981633974468, 0.7853981633974487, -1.5708030025691087, -0.015674584396874483]
[ -34.80584613 -139.22778629   46.36541399];[0.7853981633974468, 0.7853981633974487, -1.5707961905546117, -0.8011068078668474]
[ -45.78573833 -127.24526311   46.87515944];[0.7853981633974468, 0.7853981633974487, -1.5707963295753067, -1.5865042761607735]
[  27.82260059 -119.62069663  -10.58436965];[0.7853981633974468, -0.01602853394688716, 1.6349104626391853, 1.6352310329776667]
[  15.34879367 -118.51654025  -10.10753408];[0.7853981633974468, 0.0003271129376915713, 1.5694878750429764, 0.7680546354468334]
[  -0.37822085 -115.14661933  -10.35727613];[0.7853981633974468, -6.675774238603642e-06, 1.570823029891879, -0.015674584396874483]
[ -15.82598701 -109.01111193  -10.60377222];[0.7853981633974468, 1.3624029058375213e-07, 1.570795781833736, -0.8011068078668474]
[ -27.32304902 -101.37725345  -10.90701742];[0.7853981633974468, -2.7804140935459253e-09, 1.570796337916549, -1.5865042761607735]
[  27.03849592 -129.99440837    0.27582684];[0.7853981633974468, 5.674314476624491e-11, 0.7693696292235858, 1.6352310329776667]
[ 1.54716334e+01 -1.28233732e+02 -5.63709036e-03];[0.7853981633974468, -1.1580233625763703e-12, 0.7857252763397699, 0.7680546354468334]
[-3.77621285e-01 -1.24703093e+02  1.17194034e-04];[0.7853981633974468, 2.363312984849612e-14, 0.7853914876231144, -0.015674584396874483]
[-1.58724033e+01 -1.17847273e+02 -2.52232860e-06];[0.7853981633974468, -4.82308772418304e-16, 0.785398299637739, -0.8011068078668474]
[-2.70718019e+01 -1.09514700e+02 -3.24215028e-08];[0.7853981633974468, 9.843036171801863e-18, 0.7853981606170329, -1.5865042761607735]
[  27.2820322  -141.00134777   15.72141215];[0.7853981633974468, -2.0087828922045076e-19, -0.016028533890144313, 1.6352310329776667]
[  16.11474293 -139.52032885   15.43112947];[0.7853981633974468, 4.099556922866443e-21, 0.0003271129365335749, 0.7680546354468334]
[  -0.36933898 -135.21340786   15.63152055];[0.7853981633974468, -8.366442699727447e-23, -6.67577421497126e-06, -0.015674584396874483]
[ -16.00720034 -126.61895309   15.73265512];[0.7853981633974468, 1.7074372856586303e-24, 1.3624029010144874e-07, -0.8011068078668474]
[ -26.83303304 -116.92004379   15.83353655];[0.7853981633974468, -3.4845658890993065e-26, -2.7804140837030133e-09, -1.5865042761607735]
[  28.07041296 -149.34305171   34.47513496];[0.7853981633974468, 7.111358957345787e-28, -0.8014266972875926, 1.6352310329776667]
[  17.0618902  -148.27503311   33.83293667];[0.7853981633974468, -1.4512977463970609e-29, -0.7850710504609159, 0.7680546354468334]
[  -0.35869071 -142.26785259   33.81911051];[0.7853981633974468, 2.9618321355041997e-31, -0.7854048391716649, -0.015674584396874483]
[ -15.9096857  -131.42060696   33.34682459];[0.7853981633974468, -6.044555378579968e-33, -0.7853980271571569, -0.8011068078668474]
[ -26.33019688 -120.60248294   33.16113035];[0.7853981633974468, 1.2335827303225147e-34, -0.785398166177863, -1.5865042761607735]
[  29.01969266 -150.83702179   47.75064487];[0.7853981633974468, -2.5175157761683647e-36, -1.586824860685042, 1.6352310329776667]
[  17.71510625 -150.32307475   46.43613727];[0.7853981633974468, 5.137787298302921e-38, -1.5704692138583596, 0.7680546354468334]
[  -0.36084198 -143.72788043   45.67507673];[0.7853981633974468, -1.0485280200618378e-39, -1.5708030025691087, -0.015674584396874483]
[ -15.75597159 -132.55620372   44.95667518];[0.7853981633974468, 2.1398531021670645e-41, -1.5707961905546117, -0.8011068078668474]
[ -25.83543272 -121.75004969   44.97807371];[0.7853981633974468, -4.367047147279623e-43, -1.5707963295753067, -1.5865042761607735]
[  45.05656071 -111.8850481   -10.70231389];[0.7853981633974468, -0.8014266973443357, 1.6349104626391853, 1.6352310329776667]
[  31.65986409 -111.88050732  -10.27780489];[0.7853981633974468, -0.7850710504597552, 1.5694878750429764, 0.7680546354468334]
[  15.16707318 -109.07458382  -10.6074238 ];[0.7853981633974468, -0.7854048391716867, 1.570823029891879, -0.015674584396874483]
[  -0.28291447 -103.22227515  -10.86713788];[0.7853981633974468, -0.7853980271571565, 1.570795781833736, -0.8011068078668474]
[-11.30484897 -96.29262407 -11.12217112];[0.7853981633974468, -0.7853981661778625, 1.570796337916549, -1.5865042761607735]
[  44.73358665 -122.24300929    0.27678577];[0.7853981633974468, -0.7853981633407042, 0.7693696292235858, 1.6352310329776667]
[ 3.19468384e+01 -1.21323664e+02 -5.68513999e-03];[0.7853981633974468, -0.7853981633986079, 0.7857252763397699, 0.7680546354468334]
[ 1.52094654e+01 -1.17908737e+02  1.18782040e-04];[0.7853981633974468, -0.7853981633974255, 0.7853914876231144, -0.015674584396874483]
[-2.85449979e-01 -1.10959975e+02 -2.67821404e-06];[0.7853981633974468, -0.7853981633974477, 0.785398299637739, -0.8011068078668474]
[-1.10490997e+01 -1.03237445e+02 -2.11956514e-07];[0.7853981633974468, -0.7853981633974477, 0.7853981606170329, -1.5865042761607735]
[  45.63889552 -132.56939511   15.92407975];[0.7853981633974468, -0.7853981633974477, -0.016028533890144313, 1.6352310329776667]
[  32.92694858 -131.58615296   15.64489053];[0.7853981633974468, -0.7853981633974477, 0.0003271129365335749, 0.7680546354468334]
[  15.35286527 -126.67478622   15.73553999];[0.7853981633974468, -0.7853981633974477, -6.67577421497126e-06, -0.015674584396874483]
