# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[  17.54881824 -112.80108014    7.97669709];[0.9588236944358765, -1.2213037700710645, 0.5026738198307019, -0.22167026449792723];[19.07, -117.99, 6.78]
[  17.55041272 -112.79557441   14.35944178];[1.1293944742126467, -1.215834755823309, 0.31295654394922046, -0.21933955996701715];[18.95, -117.68, 13.51]
[  17.55313142 -112.7840224    20.74448347];[1.291133881792326, -1.2055757842253032, 0.12115164045111566, -0.21438036051656933];[19.0, -117.22, 20.12]
[  17.55638517 -112.77006266   27.1314464 ];[1.443513485388794, -1.1885641343028508, -0.07242247911466795, -0.20532958626666403];[19.19, -116.75, 26.31]
[  11.17269055 -112.76417298   30.32343716];[1.5262743291647747, -1.0137303512552418, -0.16770772588289717, -0.3869509781725379];[12.65, -116.93, 29.25]
[  11.17066117 -112.77566872   23.93666899];[1.3773968846531182, -1.0332749463710535, 0.027520795552330668, -0.40034142084224633];[12.47, -117.4, 23.84]
[  11.16837417 -112.79234314   17.55032602];[1.2192832005749226, -1.045358932056497, 0.22085594926024718, -0.4082581106609539];[12.41, -117.8, 17.46]
[  11.1661915  -112.80997368   11.16619152];[1.0519444763386925, -1.0519445007242023, 0.41230675788636983, -0.41230676535318467];[12.39, -118.15, 10.73]
[  11.16527379 -112.81565049    4.78508199];[0.8765512203009327, -1.0550820662065779, 0.6012838991534367, -0.414099167098282];[12.48, -118.42, 4.26]
[  11.16493728 -112.81855291   -1.59497586];[0.6943153934200698, -1.0555964282165078, 0.7861468949604911, -0.41437570196933216];[12.57, -118.51, -2.55]
[  11.16569279 -112.8128046    -7.97546443];[0.5072103008388333, -1.0539034513617425, 0.9652213130757571, -0.41344166042916786];[12.54, -118.52, -9.14]
[  11.16726018 -112.80110585  -14.35794007];[0.3168519903702307, -1.0492247159981212, 1.1367348026713875, -0.410671675434085];[12.56, -118.33, -15.95]
[  11.1695267  -112.7836553   -20.74329998];[0.12440425396788132, -1.0401260372066332, 1.2995156674380672, -0.4048828018708061];[12.53, -117.99, -22.64]
[  11.17165187 -112.76998302  -27.1299712 ];[-0.06983324811540143, -1.0245256067490551, 1.4529184883328983, -0.3944106138116603];[12.69, -117.5, -28.77]
[  11.17378107 -112.75818462  -33.51692066];[-0.2662430699720858, -1.0006808443466173, 1.597638806937106, -0.37778697336302225];[12.68, -117.15, -34.51]
[   4.78813731 -112.76401175  -30.32250766];[-0.16688054057699708, -0.8420864283469304, 1.5312213505984775, -0.572340423248567];[6.05, -117.4, -32.17]
[   4.78724609 -112.77543967  -23.93589165];[0.028658587071245925, -0.8599241645052293, 1.3816680223867694, -0.5875105360558065];[5.74, -118.05, -26.41]
[   4.78625158 -112.79196055  -17.54972998];[0.2223605636739598, -0.8708492841320237, 1.2230364074004207, -0.5966375665530602];[5.66, -118.39, -19.99]
[   4.78530081 -112.80959148  -11.16578363];[0.41421011307455113, -0.8767167641333419, 1.05526426405582, -0.6014179806958323];[5.53, -118.6, -13.5]
[   4.78444719 -112.82768959   -4.7844472 ];[0.6033247094184596, -0.8791328637858625, 0.8791328091297789, -0.6033247194302664];[5.55, -118.74, -7.11]
[   4.78429617 -112.83068901    1.59476193];[0.7885474207041276, -0.8795758612123895, 0.6965360148406436, -0.6036674546009045];[5.53, -118.8, -0.37]
[   4.78485952 -112.81858534    7.97479458];[0.9681620943125451, -0.878273191264295, 0.5091939642496393, -0.6026543711173336];[5.62, -118.7, 6.46]
[   4.78576611 -112.80072067   14.35743409];[1.1402640383688312, -0.8743057422255109, 0.31855306614779466, -0.5994707443542205];[5.58, -118.46, 13.22]
[   4.78675454 -112.78328085   20.74262159];[1.303514909480446, -0.8661360657647442, 0.12572072865489087, -0.5927242534242673];[5.53, -118.07, 19.96]
[   4.78768058 -112.76978438   27.12911454];[1.4575044542105653, -0.8519565557292055, -0.06885862440848417, -0.5807633605963951];[5.59, -117.52, 25.93]
[   4.78861804 -112.75806874   33.51592613];[1.6030001713800461, -0.8301167084348444, -0.265544749763964, -0.5620590706467581];[5.54, -117.04, 31.75]
[  -1.59603436 -112.76396504   30.32231733];[1.53215377990569, -0.6635836541486222, -0.16675660666499637, -0.7535766774507755];[-1.41, -117.19, 29.51]
[  -1.59573577 -112.77537835   23.93573326];[1.3824621155281291, -0.679651888306806, 0.028842061764928165, -0.7705363826899634];[-1.64, -117.87, 23.91]
[  -1.59540324 -112.79186673   17.54960922];[1.223726087797071, -0.6893856525577986, 0.22261466899985055, -0.7808705211084916];[-1.66, -118.22, 17.35]
[  -1.59508523 -112.80949619   11.16570136];[1.0558683723968332, -0.6945319393994576, 0.414541025926239, -0.7863792019830286];[-1.62, -118.53, 10.74]
[  -1.59479977 -112.82759723    4.78440963];[0.8796594659860956, -0.6966092390823571, 0.6037349114909609, -0.788626041211717];[-1.53, -118.76, 4.31]
[  -1.59467353 -112.83676991   -1.59467353];[0.6968396475249278, -0.6968396814292144, 0.7888790346439969, -0.7888790737314686];[-1.39, -118.85, -2.42]
[  -1.59493765 -112.81849096   -7.97473387];[0.5095644576683056, -0.695875652529381, 0.9687270310349694, -0.7878295067859691];[-1.31, -118.86, -9.25]
[  -1.59524085 -112.8006256   -14.35733183];[0.31884503102834, -0.6924287839204983, 1.1409092627520294, -0.7841214902219646];[-1.29, -118.69, -15.82]
[  -1.59557153 -112.78318931  -20.74248379];[0.12593860536990154, -0.6852027278354001, 1.3042539478049506, -0.77642061254133];[-1.39, -118.36, -22.46]
[  -1.5958813  -112.76972966  -27.12893954];[-0.06870646877593563, -0.6724935347847327, 1.458362807243953, -0.7629702223493886];[-1.66, -117.97, -28.59]
[  -1.59619555 -112.75803164  -33.51572202];[-0.26544534918331986, -0.6527352785303142, 1.604017903114786, -0.7421638722534152];[-1.75, -117.42, -33.56]
[  -7.98033871 -112.76409041  -30.32288376];[-0.1671705124449004, -0.48006555162953357, 1.5292987079769738, -0.9288783087129601];[-8.55, -117.56, -31.78]
[  -7.97886811 -112.77554639  -23.93620542];[0.028246874763340105, -0.49433968588242516, 1.3800187893351883, -0.9475773970581254];[-8.84, -118.1, -26.22]
[  -7.97722051 -112.79213041  -17.54996989];[0.22180475992707135, -0.502858821940047, 1.2215951174971917, -0.9590844435214014];[-8.83, -118.48, -19.83]
[  -7.97564642 -112.80976265  -11.16594744];[0.4134976815370109, -0.5072721951832674, 1.0539952027560087, -0.965309144720343];[-8.68, -118.67, -13.43]
[  -7.97460889 -112.8216483    -4.78474804];[0.602587020695189, -0.5091324598657292, 0.8781898462394491, -0.9680743728941301];[-8.76, -118.83, -6.93]
[  -7.97436254 -112.8246002     1.5948633 ];[0.7876735874576238, -0.5094421137044558, 0.695730377895853, -0.9685522907675057];[-8.76, -118.86, -0.26]
[  -7.97491556 -112.81875386    7.97491558];[0.9669724771004383, -0.5084008587525837, 0.5084008327579655, -0.9669724862969972];[-8.77, -118.77, 6.29]
[  -7.97641693 -112.80089226   14.35763751];[1.1389119743751983, -0.505481513787013, 0.3179200839338042, -0.9627449499079608];[-8.82, -118.54, 13.17]
[  -7.97805257 -112.78344683   20.742895  ];[1.3019750760053033, -0.49921564462039913, 0.1252388393510582, -0.9541110134474596];[-8.98, -118.13, 19.79]
[  -7.97958545 -112.76987846   27.12946076];[1.4557280509291632, -0.4880032292932404, -0.0692063413459165, -0.9392156575860828];[-9.23, -117.65, 25.96]
[  -7.98113076 -112.75812876   33.516329  ];[1.600909424624804, -0.4703477684993299, -0.2657843711157829, -0.9163626900440656];[-9.14, -117.15, 32.09]
[ -14.36522539 -112.76422184   30.32415643];[1.5219904233147208, -0.29315268855277804, -0.16860690847879595, -1.0964464696573153];[-15.48, -117.12, 29.83]
[ -14.36266331 -112.77576683   23.93727499];[1.3736368172716635, -0.3056818424427099, 0.026359258468616642, -1.1168266121879984];[-15.75, -117.61, 23.7]
[ -14.35975386 -112.79255429   17.55079461];[1.2159337546761633, -0.3130085702504496, 0.21938601621125775, -1.1294905939334678];[-15.84, -118.02, 17.3]
[ -14.35762001 -112.80413395   11.16701124];[1.049132523062946, -0.31680101437934094, 0.4106149382973082, -1.1366392570208097];[-15.74, -118.37, 10.66]
[ -14.35647139 -112.80971308    4.78544467];[0.8740588557726642, -0.31840395961671564, 0.5992704013318625, -1.1399821360673572];[-15.69, -118.67, 4.34]
[ -14.35605027 -112.8125647    -1.59509814];[0.6921415625253706, -0.3186477880295683, 0.7838135382437582, -1.1405355350074609];[-15.68, -118.73, -2.44]
[ -14.35699593 -112.80691632   -7.97606017];[0.5053579868830008, -0.31781958095491103, 0.96257022124829, -1.1387225629980504];[-15.67, -118.72, -9.27]
[ -14.3583392  -112.80131545  -14.35833923];[0.3152169742124208, -0.31521698327842046, 1.1335668439553985, -1.1335669049878607];[-15.59, -118.5, -15.93]
[ -14.36121604 -112.78386324  -20.74383135];[0.12309243123432874, -0.30989575598387886, 1.2959697708458229, -1.1239948203551327];[-15.57, -118.09, -22.49]
[ -14.36391538 -112.77005915  -27.13063656];[-0.07085718407095419, -0.3001469048229949, 1.4489133317830372, -1.107692816241193];[-15.63, -117.61, -28.57]
[ -20.74730559 -112.77570872  -23.93888224];[0.022120145602333358, -0.11481661402289975, 1.3618688143434836, -1.2769539263995073];[-21.97, -117.62, -25.97]
[ -20.74404314 -112.78703911  -17.55276002];[0.21433266229988868, -0.12110929476257565, 1.2054761369028753, -1.2910317455980058];[-22.08, -117.95, -19.57]
[ -20.74196858 -112.7925802   -11.16881259];[0.4047123009009638, -0.12428279010576199, 1.0398524655740822, -1.2992155895224144];[-22.22, -118.27, -13.29]
[ -20.74040249 -112.79796699   -4.78624396];[0.5923924095258385, -0.12552516757477827, 0.8657291693963391, -1.3030243491012876];[-22.28, -118.51, -6.75]
[ -20.73982892 -112.80071348    1.59536772];[0.7759640918552917, -0.12570621608455704, 0.6847762240943894, -1.3036691691466655];[-22.31, -118.52, 0.02]
[ -20.74111801 -112.79526853    7.97737129];[0.9537653986200686, -0.12507995744392097, 0.4989693472706152, -1.301579014485665];[-22.35, -118.38, 6.81]
[ -20.74294636 -112.78985436   14.36060586];[1.1238036095075863, -0.12300968424223449, 0.30979134403670616, -1.2957675990464534];[-22.33, -118.11, 13.52]
[ -20.74525114 -112.78408416   20.74525118];[1.2847808007533055, -0.11841241519102358, 0.11841238390978545, -1.2847808118392001];[-22.3, -117.73, 20.16]
[ -20.74903974 -112.76994842   27.13239047];[1.436495004787019, -0.1100268298165317, -0.07469130354045368, -1.2670361028905626];[-22.31, -117.36, 26.46]
[ -27.13041489 -112.77556931   17.55573033];[1.188382204863743, 0.0724838148972818, 0.20524042884992352, -1.4433190415261496];[-28.22, -117.44, 17.56]
[ -27.127873   -112.78094859   11.17080531];[1.0241891409225274, 0.06995029033840468, 0.39419793709491013, -1.4525338130450864];[-28.16, -117.77, 10.94]
[ -27.1259436  -112.78614898    4.78713173];[0.8515019776138072, 0.06902829099159524, 0.580390509447637, -1.4569335130870604];[-28.36, -118.06, 4.18]
[ -27.12523726 -112.78878624   -1.59566761];[0.6720267674125231, 0.06890278509322449, 0.7624716277631222, -1.4576987824011938];[-28.35, -118.17, -2.98]
[ -27.12682553 -112.78354819   -7.97882564];[0.4877150989433734, 0.06934978815585793, 0.9388152909185048, -1.4552500076394692];[-28.24, -118.09, -9.79]
[ -27.12907383 -112.77830541  -14.36310465];[0.3000004056637012, 0.07094698454042055, 1.1074294740396842, -1.448623065692102];[-28.16, -117.88, -16.33]
[ -27.13188345 -112.77269153  -20.74865818];[0.10998651446154654, 0.0747225819475733, 1.2669428609574422, -1.436397929406864];[-28.3, -117.42, -22.56]
[ -33.5144202  -112.76883473  -11.17299525];[0.37757895241996786, 0.26632787343561304, 1.0003569514069213, -1.5972545209452527];[-33.68, -117.51, -13.4]
[ -33.51217402 -112.77385785   -4.78811255];[0.5616994552445927, 0.2656653140199641, 0.8296811657064639, -1.6024330331657195];[-33.55, -117.59, -6.66]
[ -33.51135013 -112.77638203    1.59599918];[0.7416862228387404, 0.26558420398589505, 0.6522871967687318, -1.603359443920576];[-33.63, -117.68, 0.62]
[ -33.51320189 -112.77135289    7.98042876];[0.9159784619971192, 0.2658871422620982, 0.4700681577229654, -1.6004334830817155];[-33.87, -117.55, 7.36]
[ -36.68955287 -119.12457916   -4.78778966];[0.3968770622897625, 0.45865082255871426, 0.6451385768876964, -1.4817081803935];[-36.03, -123.26, -6.07]
[ -36.68861374 -119.12680641    1.59590146];[0.5636019804004755, 0.4582822864857731, 0.4808121706277949, -1.4830993561245118];[-36.16, -123.21, 0.15]
[ -36.69067421 -119.12228846    7.97979349];[0.7252496783692365, 0.45942438940922514, 0.31184850668368796, -1.4788161144143168];[-36.52, -123.1, 7.09]
[ -30.31322811 -119.12560411   17.55321558];[0.9883463025414493, 0.27378172796671596, 0.07134195000630832, -1.3226691451818053];[-30.97, -122.9, 17.47]
[ -30.31051662 -119.1307119    11.16976809];[0.8339608933383793, 0.26926929337017114, 0.2481829679051299, -1.335154403082394];[-30.83, -123.17, 11.45]
[ -30.30840106 -119.13546136    4.78683534];[0.6729810709515882, 0.2670848918834025, 0.42135996390296326, -1.3416529040254128];[-30.54, -123.46, 4.36]
[ -30.30759216 -119.13777459   -1.59557919];[0.5063939808991551, 0.2666860607724441, 0.5903053520456697, -1.3428717456196135];[-30.2, -123.59, -2.78]
[ -30.30937875 -119.133115     -7.97823056];[0.3352589628340483, 0.267927901573095, 0.7542411711520436, -1.3391020080505924];[-30.23, -123.49, -9.69]
[ -30.31180383 -119.1282206   -14.36143853];[0.16019864141423235, 0.271187461877402, 0.9120271708373856, -1.3297164060996576];[-30.52, -123.2, -16.16]
[ -30.31477653 -119.12282236  -20.74505194];[-0.018386800367204012, 0.27716863531001223, 1.0628513485166509, -1.3138724253433867];[-30.9, -122.89, -22.52]
[ -23.93310209 -119.12972056  -23.93310212];[-0.09602987759508404, 0.09602990552360026, 1.1610656543576445, -1.1610657033045684];[-24.85, -122.94, -25.63]
[ -23.93045695 -119.1350014   -17.55034714];[0.08566630057272231, 0.08753301304389197, 1.0119783223179748, -1.1788810048303404];[-24.78, -123.25, -19.93]
[ -23.9281692  -119.14014616  -11.16784914];[0.2640106631488345, 0.0824985973814807, 0.8557666877621797, -1.1901498778296329];[-25.01, -123.59, -13.4]
[ -23.92640441 -119.14500087   -4.78598256];[0.4388153510513046, 0.08004260218900175, 0.6930138431307418, -1.1959548342606903];[-25.22, -123.96, -6.58]
[ -23.92573689 -119.14739606    1.59529113];[0.6094650851117792, 0.07959552827255434, 0.524693414046098, -1.1970335107853913];[-25.35, -123.99, 0.36]
[ -23.92721734 -119.14259262    7.97683222];[0.7751558567996888, 0.08099152542697781, 0.3518883239856876, -1.1936829651214071];[-25.13, -123.66, 7.26]
[ -23.92925201 -119.13762849   14.35902841];[0.9347366949237526, 0.08464495851565906, 0.17525561860256, -1.1852572329258784];[-25.07, -123.39, 13.94]
[ -23.93177493 -119.13222436   20.74176031];[1.0874338007311133, 0.09128206049692883, -0.004749700985883065, -1.170876001863192];[-25.04, -123.04, 20.39]
[ -23.93491843 -119.12505891   27.12479167];[1.2329730656217897, 0.10188931389363429, -0.18822341378700405, -1.149355774530072];[-25.07, -122.59, 26.63]
[ -17.55386429 -119.12113519   30.31443206];[1.3228254416813052, -0.07140940335092627, -0.27374389204266186, -0.9884835485483645];[-18.79, -122.64, 29.58]
[ -17.55101324 -119.13055079   23.93139033];[1.1790288767059383, -0.08573247672550477, -0.08748186043379994, -1.0121165885621308];[-18.62, -122.94, 23.95]
[ -17.54780612 -119.14338732   17.54780614];[1.0282081791862747, -0.09509319904566857, 0.09509320912067974, -1.0282082099706116];[-18.62, -123.36, 17.73]
[ -17.54602462 -119.14861826   11.16615808];[0.8706359276517781, -0.10076879790381199, 0.2745318605297986, -1.0384364974516813];[-18.74, -123.71, 11.24]
[ -17.54466194 -119.15359439    4.78523327];[0.7065855922695297, -0.10356077584743706, 0.4505174766021297, -1.0436587403406021];[-18.93, -124.07, 4.39]
[ -17.54415031 -119.15606699   -1.59503883];[0.5370073429858921, -0.10406857300644631, 0.6224023116496333, -1.0446216351844342];[-19.0, -124.3, -2.55]
[ -17.54528819 -119.15112035   -7.97560213];[0.36299158151077626, -0.1024804270587864, 0.7893708360199121, -1.0416201934445342];[-18.92, -124.2, -9.47]
[ -17.54686588 -119.14605367  -14.35689957];[0.18521635732940128, -0.09834170888384813, 0.9502753647248005, -1.0340077449789518];[-18.78, -123.91, -16.09]
[ -17.54942813 -119.13669658  -20.73953846];[0.004226108688810584, -0.0909575730029901, 1.1045103838102925, -1.0210128114446437];[-18.82, -123.56, -22.27]
[ -17.5523998  -119.12599356  -27.12294984];[-0.18010745736899825, -0.07925733318076572, 1.251754745964544, -1.0013140773306168];[-18.85, -123.04, -28.09]
[ -17.55540611 -119.11592024  -33.50568695];[-0.368561248256715, -0.06203447205652374, 1.3923705470957484, -0.9734390641037638];[-18.82, -122.72, -33.97]
[ -11.17060947 -119.12159444  -30.31300943];[-0.2691956436750855, -0.24834782866805305, 1.3354736510637728, -0.8342191690708392];[-12.24, -122.82, -31.6]
[ -11.16873644 -119.13084216  -23.93015323];[-0.08239487990114275, -0.2641779362925535, 1.190459147853542, -0.8560328522229866];[-11.99, -123.55, -26.3]
[ -11.16666532 -119.14343797  -17.54683402];[0.10084278637435558, -0.27462387619664574, 1.0385977240616975, -0.8707844516172767];[-12.0, -123.89, -20.09]
[ -11.16472948 -119.15636624  -11.16472949];[0.2808903820595371, -0.2808903680296278, 0.8798636786160295, -0.8798637166533982];[-12.05, -124.14, -13.55]
[ -11.16382141 -119.16147733   -4.78460172];[0.4576497249659229, -0.2840633473661899, 0.714947934963817, -0.8845748896407895];[-12.24, -124.36, -7.01]
[ -11.16348241 -119.16402222    1.59482572];[0.6303458134890114, -0.28464032839123676, 0.5445408052349754, -0.8854382743668964];[-12.33, -124.45, -0.46]
[ -11.164238   -119.15893455    7.97456435];[0.7981604717247333, -0.2828337424828613, 0.3697314006833155, -0.8827397462945181];[-12.4, -124.23, 6.46]
[ -11.16566559 -119.14996874   14.35558062];[0.9600687553666245, -0.2782120958311912, 0.19126753114436107, -0.8759556423198992];[-12.42, -123.98, 13.24]
[ -11.16772032 -119.13676343   20.73844598];[1.1154064014396643, -0.2699980781384267, 0.009632725635241687, -0.8642052034375568];[-12.39, -123.5, 19.64]
[ -11.169646   -119.12635882   27.12161051];[1.2637677716375937, -0.25700222579246335, -0.17530744653983515, -0.8460793172825807];[-12.43, -123.06, 25.85]
[ -11.17162689 -119.11649587   33.50420319];[1.4057158243050423, -0.23805793632164557, -0.364223041276011, -0.8202741919269763];[-12.0, -122.61, 32.05]
[  -4.78829462 -119.11128632   36.69412418];[1.482195267765608, -0.3971544836234157, -0.45858913169224846, -0.6454723022924759];[-5.27, -122.65, 34.96]
[  -4.78737877 -119.12173726   30.31218673];[1.3421333551994212, -0.4216499709205389, -0.2669774055266141, -0.6733324796074329];[-5.27, -122.85, 29.36]
[  -4.78656079 -119.13088826   23.92944363];[1.1964234552340163, -0.439113858112523, -0.07988842633704157, -0.6933778998920123];[-5.3, -123.44, 24.02]
[  -4.78566492 -119.14334168   17.54628078];[1.0439772927693316, -0.45073305341317776, 0.10370520299672448, -0.7068500367880993];[-5.28, -123.85, 17.69]
[  -4.78482508 -119.15627563   11.16434639];[0.8847232675015445, -0.457758213196778, 0.28415369486977754, -0.7150815957789352];[-5.33, -124.2, 11.17]
[  -4.78411369 -119.16868888    4.78411371];[0.7191391333919707, -0.4611928182240308, 0.4611928238554111, -0.7191392005938956];[-5.41, -124.46, 4.53]
[  -4.78396353 -119.17129977   -1.59466128];[0.5482940307340215, -0.4618447116605632, 0.6343148963622471, -0.7199129896154794];[-5.4, -124.66, -2.27]
[  -4.78445103 -119.16255501   -7.97401634];[0.37313646406847767, -0.4598753263051059, 0.8026752949786262, -0.7175801586862544];[-5.34, -124.6, -9.32]
[  -4.7852311  -119.14987028  -14.3551077 ];[0.19432572718626012, -0.45474920253368173, 0.9651819728308662, -0.7115455964127837];[-5.28, -124.33, -16.01]
[  -4.78612309 -119.13667905  -20.73782217];[0.01231080330627947, -0.44557694316165475, 1.1210692429212923, -0.7008542193428673];[-4.84, -124.03, -22.5]
[  -4.78695768 -119.12644772  -27.12083925];[-0.17295472824681676, -0.4311796687172207, 1.2700636547190236, -0.6842460341079192];[-4.81, -123.38, -27.69]
[  -4.78782418 -119.116705    -33.50334112];[-0.3621164340465578, -0.41036360536168354, 1.412776784403367, -0.6604666204785306];[-4.77, -123.09, -33.52]
[   1.59609738 -119.11133432  -36.69394287];[-0.4582113420766582, -0.5639690418866993, 1.483666299653647, -0.4811572999478323];[1.62, -123.17, -36.68]
[   1.59579072 -119.12175547  -30.31201915];[-0.2665614381319908, -0.5906921738966366, 1.3434324322453992, -0.5067568529539709];[2.31, -123.23, -31.33]
[   1.595517   -119.13088668  -23.92929958];[-0.07941592209714435, -0.6098659305819579, 1.1975815878275113, -0.5250688358933385];[2.33, -123.79, -26.19]
[   1.5952178  -119.14331075  -17.54616886];[0.10424771800498614, -0.622711646958805, 1.0450177578016895, -0.5372963342630224];[2.19, -124.16, -20.04]
[   1.59493714 -119.15624513  -11.16426907];[0.28477511339184836, -0.6305334149189958, 0.8856599441825445, -0.5447158419494246];[2.03, -124.43, -13.51]
[   1.59469943 -119.168667     -4.78407816];[0.46189916872095904, -0.6343781551904385, 0.719980270523962, -0.5483530192051533];[1.98, -124.58, -7.0]
[   1.59460069 -119.17462299    1.59460069];[0.6350299810821984, -0.6350299877944072, 0.5489696695637165, -0.5489696951708583];[1.91, -124.66, -0.41]
[   1.59481215 -119.16252776    7.97395906];[0.803563475852245, -0.6329018612253096, 0.37379973682496526, -0.5469571690953643];[1.83, -124.44, 6.6]
[   1.59507282 -119.14983854   14.35501215];[0.9661691839980908, -0.6271766493855588, 0.19490674644815612, -0.5415347688221019];[1.94, -124.15, 13.29]
[   1.59537094 -119.13665083   20.73769578];[1.1221666102074928, -0.6170002323467877, 0.012817042054118308, -0.531864980269823];[2.27, -123.69, 19.88]
[   1.59564979 -119.12645493   27.12068242];[1.2712889155807379, -0.6011384933916093, -0.17251243969144486, -0.516741140059276];[2.34, -122.98, 25.47]
[   1.59593984 -119.1167367    33.50316517];[1.414157485813238, -0.5783598048926235, -0.3617222751406447, -0.4949518735067083];[2.28, -122.67, 31.6]
[   7.98049689 -119.11118021   36.69448274];[1.4792230877103187, -0.7255433501059517, -0.4593716276466184, -0.3120642884962689];[8.11, -122.27, 35.17]
[   7.97898406 -119.12169031   30.31251881];[1.339502028835392, -0.7545496253197757, -0.26783725428548655, -0.33548297330273297];[8.62, -122.4, 29.56]
[   7.97763112 -119.13088042   23.92972956];[1.1940720936278928, -0.7754748852565037, -0.08086248716326562, -0.3521174718640485];[8.79, -122.97, 23.93]
[   7.97614367 -119.14339166   17.54650333];[1.0418605203016809, -0.7895815832363874, 0.10258990330800885, -0.36314147458361357];[8.69, -123.5, 17.67]
[   7.97475087 -119.15632403   11.16450031];[0.8828142708771956, -0.7982314624064691, 0.282879250395214, -0.3697815264304772];[8.65, -123.88, 11.06]
[   7.97382707 -119.1651743     4.7843378 ];[0.7175129548263444, -0.8026043400748484, 0.4598208684684836, -0.3730865789585548];[8.82, -124.15, 4.27]
[   7.97358061 -119.16775315   -1.59473678];[0.5468399018314329, -0.8034219566002375, 0.6327760938585918, -0.37370043532771946];[8.92, -124.34, -2.55]
[   7.97413043 -119.1625965    -7.97413044];[0.3717776087956356, -0.8008637193601185, 0.8008636719055291, -0.3717776497912264];[8.93, -124.3, -9.44]
[   7.97542428 -119.14992144  -14.35529781];[0.19313273250224294, -0.7945121160649552, 0.9631717343667232, -0.36694042939660876];[8.85, -124.02, -16.15]
[   7.97690316 -119.13672397  -20.73807328];[0.01126864863275756, -0.7832969035030286, 1.1188389449644995, -0.35825447012353795];[9.25, -123.56, -22.62]
[   7.97828779 -119.12642256  -27.12115028];[-0.17386786060823403, -0.7659344595300484, 1.267578903372336, -0.3445681958207458];[9.44, -123.09, -28.15]
[   7.97972004 -119.11663134  -33.50368942];[-0.3629321479048793, -0.741146095686264, 1.4099836424217014, -0.3247029063619804];[9.25, -122.82, -34.11]
[  14.36224526 -119.12142106  -30.31365043];[-0.27113130144606995, -0.9122281865074338, 1.3299544493789426, -0.16031137080814256];[15.79, -122.63, -31.89]
[  14.35987165 -119.13074412  -23.93070902];[-0.08456709762340969, -0.9349424356286248, 1.1854861257193687, -0.17536863627778748];[16.13, -123.13, -25.97]
[  14.35722691 -119.14344907  -17.54726956];[0.09837926052642651, -0.9503534245486985, 1.0340888129750196, -0.18525842193543302];[16.04, -123.45, -19.63]
[  14.35524689 -119.15257472  -11.16540772];[0.2781661062935756, -0.959990849190303, 0.8758809506721743, -0.19122613116130135];[15.97, -123.68, -13.25]
[  14.35410498 -119.15761682   -4.7849014 ];[0.4545869926798458, -0.9649507499815805, 0.7113461180981201, -0.19420401286798372];[16.04, -123.91, -6.61]
[  14.35367755 -119.16012621    1.59492673];[0.6269278221447541, -0.9658622482001264, 0.5413024508223354, -0.19474548877125158];[16.02, -123.97, 0.12]
[  14.35462928 -119.15510869    7.9750569 ];[0.7943708470574969, -0.9630167758100913, 0.36684033415840755, -0.19305083442895382];[15.84, -123.7, 7.01]
[  14.35595362 -119.14997979   14.35595363];[0.9557731288829765, -0.955773150865956, 0.1886439469813797, -0.18864395138986956];[15.8, -123.35, 13.64]
[  14.35856982 -119.13676661   20.73893601];[1.1106719869987816, -0.9434717519183926, 0.007319992548743354, -0.18088381868466177];[15.89, -122.82, 19.99]
[  14.36102506 -119.12622755   27.12221307];[1.258533744186219, -0.9245692502922587, -0.17735361701115437, -0.16855205801344544];[15.66, -122.31, 26.28]
[  14.36353207 -119.11627039   33.50487288];[1.3998830997892548, -0.897737126642947, -0.3660666350401011, -0.1504912379680813];[15.51, -121.92, 32.12]
[  20.74541747 -119.12069758   30.31534376];[1.3139465482249229, -1.0629188493716808, -0.27715015550946664, 0.018357812850148036];[21.51, -121.71, 29.91]
[  20.74211472 -119.13022313   23.93219024];[1.1709423635755694, -1.087498102065813, -0.09125869615246499, 0.004722974937657665];[21.89, -122.12, 23.83]
[  20.73906598 -119.13930156   17.54903307];[1.0209316876635042, -1.104426434548777, 0.09091919931799487, -0.004192199290749432];[22.0, -122.53, 17.45]
[  20.73702118 -119.14448373   11.16697365];[0.8639839651758142, -1.1151575623608903, 0.2698600049228714, -0.00953468738710192];[22.12, -122.96, 10.91]
[  20.73545092 -119.14939733    4.78559438];[0.7005259377195002, -1.1206598411301216, 0.44530856349154263, -0.012151930346764983];[22.36, -123.34, 3.99]
[  20.73485935 -119.15183182   -1.59516041];[0.5315202821393761, -1.1216781365413266, 0.6166315919196377, -0.012628089433592449];[22.55, -123.57, -3.21]
[  20.73617335 -119.1469566    -7.97619513];[0.35805501712870547, -1.1185093564492634, 0.7830178360804061, -0.01113995348730612];[22.39, -123.39, -10.14]
[  20.73798782 -119.141945    -14.35792681];[0.18079946607767147, -1.1105050011113866, 0.9433166474296428, -0.007253481379203869];[22.14, -123.08, -16.84]
[  20.74024822 -119.13651289  -20.74024825];[0.00022984923039225114, -1.0967758151845213, 1.0967757656114037, -0.00022984896094235818];[22.05, -122.66, -23.19]
[  20.74372251 -119.12561779  -27.12381219];[-0.18368703261239577, -1.076251992358926, 1.2432877106953353, 0.010877866658863783];[22.04, -122.21, -29.28]
