# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[ -11.15845533 -131.84714562    1.59416236];[0.34069198245112425, -0.032230006297177774, 0.26371071364085097, -0.5727891156438804];[-12.36, -135.71, -0.37]
[ -11.15919372 -131.84319275    7.97109521];[0.49138096888813804, -0.029231382263476463, 0.10647205308842475, -0.5689590989535621];[-12.26, -135.47, 6.64]
[ -11.16027204 -131.83759722   14.34833438];[0.6375645131138657, -0.02198410686459361, -0.05531841897239231, -0.5597216739400835];[-12.31, -134.93, 13.22]
[ -11.16174741 -131.82962911   20.72572484];[0.7792544180024841, -0.010039954421285996, -0.22204145705472872, -0.5446194707021188];[-12.14, -134.41, 19.38]
[ -11.16302843 -131.8221956    27.10138203];[0.9165570050674042, 0.007360899183126518, -0.3945586905849616, -0.5228233728578767];[-11.76, -133.99, 25.77]
[ -11.16437942 -131.81274278   33.47415623];[1.0501472855735017, 0.031186795254222882, -0.5743375537843591, -0.49332251556831763];[-11.71, -133.55, 32.34]
[  -4.78521679 -131.80823272   36.65850123];[1.125061759504391, -0.10931690867088616, -0.6631767729414855, -0.3326512106272455];[-5.4, -133.45, 35.6]
[  -4.78458909 -131.81919795   30.28776209];[0.9921134449571942, -0.13838276224358714, -0.4789287645647829, -0.3644570408631529];[-5.3, -133.61, 29.7]
[  -4.78403477 -131.82695606   23.91345667];[0.8561320001464423, -0.160082957743041, -0.3028915387507132, -0.3883224650606402];[-5.33, -134.05, 23.44]
[  -4.78340966 -131.83480437   17.53668609];[0.7160866752062233, -0.17556957757209335, -0.13318267716214932, -0.40542988295528004];[-5.35, -134.75, 17.83]
[  -4.78282946 -131.8418438    11.15937749];[0.5716277050049346, -0.1857163484879198, 0.0312978796494888, -0.41667998006991125];[-5.25, -135.25, 11.37]
[  -4.78239309 -131.84717113    4.7823931 ];[0.422697440067374, -0.19113155348593172, 0.19113153911057185, -0.4226974898991688];[-5.28, -135.73, 4.54]
[  -4.78224464 -131.84907127   -1.59409753];[0.26938595762279977, -0.19218177802558373, 0.346573778603704, -0.42386355769922573];[-5.27, -135.95, -2.62]
[  -4.7825914  -131.84472513   -7.97082648];[0.11177534423357827, -0.1889883175812924, 0.49771957744351963, -0.4203152409988742];[-5.03, -135.86, -9.65]
[  -4.78310345 -131.83853774  -14.34801381];[-0.05033584909422911, -0.18126542285219271, 0.6444156932252677, -0.4117406141872407];[-4.92, -135.31, -15.97]
[  -4.78374448 -131.83062735  -20.72532445];[-0.21732646928160437, -0.16854736429734046, 0.7866577034746203, -0.3976647462187599];[-4.96, -134.69, -21.14]
[  -4.7843009  -131.82340676  -27.10092106];[-0.3900262439259764, -0.1500685525603831, 0.9245781782343362, -0.3772939372249366];[-4.88, -134.45, -27.57]
[  -4.78489588 -131.8142017   -33.47373479];[-0.5698647567472798, -0.12486496937954149, 1.058875684032508, -0.34964519430723606];[-4.91, -134.24, -33.75]
[   1.59508326 -131.80854763  -36.65842702];[-0.6622929028661372, -0.25946258201091216, 1.1268703383918814, -0.18501816455996395];[0.96, -133.86, -37.33]
[   1.5948728  -131.81945204  -30.28766871];[-0.47804885389656027, -0.29030146122208134, 0.9937697801575744, -0.2149426643436303];[1.21, -133.99, -31.91]
[   1.59468711 -131.82717132  -23.91336538];[-0.3019860101481632, -0.3134060036782165, 0.8576556516347953, -0.23732476662728663];[1.42, -134.32, -25.81]
[   1.59447837 -131.83498751  -17.53661165];[-0.13223127674415275, -0.32994463273703023, 0.7174937092705218, -0.2533226915821307];[1.82, -135.03, -20.33]
[   1.59428445 -131.84202155  -11.15932404];[0.03230953805325263, -0.3408070558571098, 0.572930019505608, -0.26381714105577125];[2.01, -135.5, -13.83]
[   1.59413856 -131.84735494   -4.78236805];[0.19221452966823135, -0.3466124948963032, 0.4239051137233154, -0.26942174420989684];[1.96, -135.75, -7.35]
[   1.59408681 -131.84934898    1.59408681];[0.34773554246723376, -0.3477355557166316, 0.2705063097960766, -0.270506328852779];[1.96, -135.84, -0.3]
[   1.59420487 -131.84490451    7.97078642];[0.4989734328397473, -0.34431449790971524, 0.1128214244635771, -0.26720344305155785];[1.99, -135.66, 6.62]
[   1.59437603 -131.83871675   14.34794881];[0.6457690083051105, -0.3360393714197496, -0.049355885471435636, -0.2592123526035016];[2.1, -135.01, 12.95]
[   1.59459028 -131.83081768   20.72524298];[0.788121589213852, -0.32244038955560744, -0.21640005406502355, -0.24606625268595095];[2.25, -134.37, 18.88]
[   1.59477625 -131.82363922   27.10082676];[0.9261659879346652, -0.302733587316586, -0.3891365233821956, -0.22699070089098772];[2.26, -133.93, 25.42]
[   1.59497563 -131.81448279   33.47364748];[1.0606054924285546, -0.2759455618807459, -0.5689873789736316, -0.20101859331334357];[2.13, -133.55, 32.01]
[   7.97524908 -131.80759156   36.65864604];[1.1214291087337098, -0.40457598477988976, -0.6649620576564901, -0.0323443626782359];[7.91, -133.47, 35.38]
[   7.97421522 -131.8186797    30.28794631];[0.9887845902836977, -0.4373996869028788, -0.4807055202083683, -0.06061205052755067];[8.1, -133.47, 29.52]
[   7.97330058 -131.82651608   23.91363751];[0.8530679650323643, -0.46206353473284334, -0.3047192802068758, -0.08167414757195646];[8.1, -133.91, 23.28]
[   7.97226242 -131.83442891   17.53683386];[0.7132556740529425, -0.4797675836455061, -0.13510204502065376, -0.09668107585794718];[8.39, -134.58, 17.72]
[   7.97130065 -131.84147923   11.15948374];[0.5690060336643586, -0.49142513157443596, 0.029257977588505082, -0.10650171419615885];[8.7, -135.1, 11.06]
[   7.97062019 -131.84644075    4.7824683 ];[0.4202737267263446, -0.49767522966299876, 0.1889555870574829, -0.11174563639908872];[8.86, -135.47, 4.33]
[   7.97037409 -131.84833145   -1.59412307];[0.267132128635336, -0.49888477699956973, 0.3442373461870508, -0.11276207666376437];[9.0, -135.64, -2.73]
[   7.97090614 -131.84435734   -7.97090613];[0.10966651353627588, -0.4951949356130404, 0.4951949221550836, -0.1096665450546068];[8.98, -135.48, -9.77]
[   7.97175483 -131.83817066  -14.34814293];[-0.052312370881626775, -0.4863051909351692, 0.641692122040724, -0.10219511360100604];[9.25, -134.95, -16.08]
[   7.97281739 -131.83023741  -20.725486  ];[-0.21919591470167465, -0.47172855050814905, 0.7837131585021558, -0.08987851600099958];[8.97, -134.34, -21.97]
[   7.97373983 -131.82293212  -27.10110754];[-0.39182249074281317, -0.45066144432789784, 0.9213861646724638, -0.07195920389449698];[8.62, -134.04, -28.3]
[   7.97472086 -131.81362889  -33.47390641];[-0.5716366885323964, -0.4221085028272992, 1.0554002299961833, -0.04747285049228547];[8.54, -133.8, -34.52]
[  14.35469656 -131.80522571  -36.65911371];[-0.6713950138334265, -0.5445813618009735, 1.1085508313602022, 0.1255667294052587];[14.55, -133.74, -37.73]
[  14.35291463 -131.81675732  -30.28856451];[-0.487101659336633, -0.5795954517713185, 0.9769631016827152, 0.0986870098040257];[14.71, -133.84, -32.27]
[  14.35132725 -131.82487585  -23.91425223];[-0.31129046759881296, -0.6059719793796629, 0.8421691247872886, 0.07875011275476003];[15.07, -134.1, -26.41]
[  14.34948181 -131.83301768  -17.53733917];[-0.14199277227195078, -0.6249563284092021, 0.7031704288352224, 0.06459415424013631];[15.07, -134.56, -20.21]
[  14.34795938 -131.83930662  -11.15998367];[0.021957653069614058, -0.6375151061026701, 0.5596750624642297, 0.05534177832789039];[15.22, -134.97, -13.62]
[  14.34688986 -131.84365012   -4.78273809];[0.181168313721365, -0.6442670678736049, 0.4116176993465472, 0.05040574363009376];[15.41, -134.97, -6.71]
[  14.34645312 -131.84551647    1.59421438];[0.33588715223655075, -0.6455711597872589, 0.2590715365381951, 0.04944885241402744];[15.19, -135.06, 0.34]
[  14.3473929  -131.84158538    7.97134624];[0.4862175762169532, -0.6415930466480482, 0.1021361497998811, 0.05235906496691037];[15.32, -134.75, 7.08]
[  14.34858548 -131.83678981   14.34858547];[0.6319824885200956, -0.6319825511474461, -0.05940300722499773, 0.05940299457618317];[15.33, -134.26, 13.44]
[  14.35046138 -131.82877389   20.72603677];[0.7732312197825302, -0.6163283388008861, -0.2259123051400747, 0.07100706603735582];[15.22, -133.72, 19.58]
[  14.35209042 -131.82116702   27.10173815];[0.9100411534545951, -0.5937687691609973, -0.3982847793582561, 0.08793562194397654];[15.11, -133.47, 25.75]
[  14.35378836 -131.81150991   33.47447492];[1.0430685964894388, -0.5632744367188965, -0.5780188051426135, 0.11116463019286069];[15.28, -133.08, 32.19]
[  20.73025026 -131.81337849   30.28944943];[0.9578430929714989, -0.7168260147820984, -0.49770893193661214, 0.26344589693036585];[21.02, -133.03, 29.72]
[  20.72809713 -131.82197093   23.9151597 ];[0.8244906557469275, -0.7450886356845421, -0.3221597218686581, 0.24438525874117933];[21.31, -133.4, 23.62]
[  20.72586495 -131.82932201   17.53841098];[0.6868029893779579, -0.7655230856244891, -0.1533449329097477, 0.23089014363564253];[21.38, -133.76, 17.48]
[  20.72407144 -131.83469542   11.16089556];[0.5444832644624231, -0.7790920273805979, 0.009962160413336061, 0.22209123743698317];[21.17, -134.01, 10.89]
[  20.72257905 -131.8390316     4.78314658];[0.3974652866691276, -0.7863868669917602, 0.1683893145370729, 0.2174088989190839];[21.0, -134.24, 4.08]
[  20.72195908 -131.84086753   -1.59435252];[0.2458604567360206, -0.7877974047002019, 0.32221810868502265, 0.2164985547298865];[21.1, -134.43, -3.02]
[  20.72328457 -131.83697953   -7.97201395];[0.08976319174499187, -0.783496342238403, 0.47155783735794865, 0.21926210944881894];[21.15, -134.4, -9.96]
[  20.72493398 -131.83215435  -14.34972254];[-0.07105291941986623, -0.7731234127326637, 0.616232267157382, 0.2259455220275975];[21.51, -134.1, -16.61]
[  20.72685531 -131.82615379  -20.7268553 ];[-0.2370062237783762, -0.756206197315026, 0.7562061665519536, 0.23700622613007805];[21.52, -133.73, -22.78]
[  20.72913447 -131.81805231  -27.10265783];[-0.40898830094893557, -0.7320029274065893, 0.89166500613717, 0.2531558921250059];[21.56, -133.45, -29.1]
[  20.73142552 -131.80780033  -33.47526306];[-0.5886149143196845, -0.6993701833061419, 1.0231531624242987, 0.2754196602419169];[21.48, -133.24, -35.24]
[  27.10319545 -131.81583765  -23.91684468];[-0.33803891722284596, -0.8796156330626178, 0.79932166468871, 0.4161485509191566];[27.27, -133.38, -26.42]
[  27.10100125 -131.82240046  -17.54012635];[-0.16986364308174554, -0.9016815845213342, 0.6634171548262452, 0.4030813751427427];[27.41, -133.7, -20.26]
[  27.098812   -131.82793498  -11.16206408];[-0.0074471561277176385, -0.9163547373214525, 0.5226727821629062, 0.3945904514200179];[27.12, -133.83, -13.39]
[  27.09694356 -131.83229661   -4.78367005];[0.149905041471469, -0.9242631773728641, 0.377087818653172, 0.39007526272321963];[26.85, -133.82, -6.41]
[  27.096148   -131.83409712    1.59452955];[0.30250754628235327, -0.9257949770622951, 0.22678131073860686, 0.38919410566995877];[26.77, -133.77, 0.16]
[  27.09783345 -131.83024799    7.97286958];[0.4504806098804974, -0.921127500173923, 0.0718367763286515, 0.3918629002565416];[26.84, -133.6, 6.77]
[  27.09987136 -131.82533136   14.3511795 ];[0.5936532735626461, -0.9098951215587128, -0.08799088676286244, 0.39830784107333733];[27.05, -133.25, 13.28]
[  27.10218871 -131.81909361   20.72879276];[0.7319709131357247, -0.8916290964543983, -0.253165769938637, 0.40899401846757627];[27.09, -132.97, 19.7]
[  27.10376054 -131.813065     27.10376052];[0.8654956251936955, -0.8654956787065148, -0.4246668182006562, 0.42466686356522354];[27.19, -132.69, 25.84]
[  33.47325766 -131.81253024   17.54211812];[0.6318823378947507, -1.033997183923942, -0.1925670450052795, 0.582749711946086];[32.87, -132.99, 16.71]
[  33.47080714 -131.81835652   11.16342977];[0.49318140722776976, -1.0499296016329123, -0.031267132460248315, 0.5743393107297725];[32.76, -133.31, 10.2]
[  33.46862702 -131.82279341    4.78428372];[0.34945442738245247, -1.0585406352427325, 0.12471382947113478, 0.5698676223178312];[32.74, -133.47, 3.85]
[  33.4676631  -131.82455498   -1.5947372 ];[0.20082555737852653, -1.0602123179296745, 0.2757370835983337, 0.5689907319004183];[32.86, -133.61, -3.02]
[  33.46967749 -131.82073297   -7.97387148];[0.04735931609045419, -1.0551237966996907, 0.4219403072895122, 0.5716390129116862];[32.96, -133.55, -10.03]
[  33.47200529 -131.81563578  -14.35287765];[-0.11121655901305524, -1.0429093733292694, 0.5631648195101061, 0.5780199827438184];[32.95, -133.31, -16.34]
[  33.4745457  -131.80898509  -20.7310306 ];[-0.2754300776156725, -1.0231081218964744, 0.6993353074864009, 0.5886150500325178];[33.0, -133.01, -22.53]
[  36.63048287 -138.14348382   11.15854316];[0.3198933966680274, -0.946713671249612, -0.18243583898048538, 0.7850703555383178];[35.96, -138.58, 9.97]
[  36.62842226 -138.14825347    4.78228068];[0.18309679058828526, -0.9561480882964654, -0.03195366707248701, 0.7792614957302568];[36.01, -138.75, 3.42]
[  36.6273424  -138.14976842   -1.59407356];[0.041082496749457374, -0.9579914141031542, 0.11275018564679448, 0.7781091233398603];[35.94, -139.08, -2.98]
[  36.62947322 -138.14616755   -7.97047625];[-0.10643303708592455, -0.9523990933123286, 0.25213733768462077, 0.781569711148867];[35.9, -138.98, -9.74]
[  30.27262996 -138.14327157  -23.90548149];[-0.47437146315316614, -0.7784150229336709, 0.6198084929438723, 0.626481493276999];[29.82, -138.9, -25.85]
[  30.27106306 -138.15239924  -17.53279878];[-0.3092628903463172, -0.8025512547672743, 0.49035349629095903, 0.6106654458812661];[29.7, -139.2, -19.95]
[  30.26914418 -138.15900508  -11.1577977 ];[-0.15148331593508288, -0.8186710178701055, 0.356351312885235, 0.6002963181066387];[29.78, -139.25, -13.55]
[  30.26725108 -138.16347943   -4.78192353];[0.0001586930060404057, -0.8274036760286916, 0.21758718839170463, 0.5947292240099112];[29.65, -139.32, -6.59]
[  30.26634469 -138.16500732    1.5939511 ];[0.14636696113421502, -0.8291079013055986, 0.07390549176915767, 0.5936299211878692];[29.61, -139.24, 0.03]
[  30.26818708 -138.16148617    7.96990742];[0.2875747810561169, -0.8239349280175574, -0.07494706338431383, 0.5969402301361533];[29.74, -139.0, 6.29]
[  30.27010914 -138.15599629   14.34547539];[0.42393672091136997, -0.8115649901885043, -0.2295462265231659, 0.6048482271956891];[29.89, -138.69, 12.71]
[  30.27197968 -138.14812691   20.71959136];[0.5556318510079098, -0.7915423761065102, -0.39079950357859133, 0.617838578834056];[29.84, -138.45, 19.13]
[  23.90548146 -138.14327169   30.27262981];[0.7784150021718064, -0.6198085142024546, -0.626481447629373, 0.47437147081104797];[23.93, -138.34, 29.12]
[  23.90437403 -138.15464219   23.904374  ];[0.6508208690351217, -0.6508209234496669, -0.4523355895484008, 0.4523356142796233];[23.6, -138.65, 23.16]
[  23.90289543 -138.16276233   17.53180456];[0.5194095712332267, -0.6733165543512536, -0.2869533388038456, 0.4366527386069514];[23.75, -139.0, 16.96]
[  23.90117483 -138.16891815   11.15705645];[0.3836795475585768, -0.6883123352419299, -0.12850856358044233, 0.4263441129826337];[23.66, -139.23, 10.9]
[  23.89958616 -138.17323211    4.78157757];[0.24339820894350558, -0.6964248766932797, 0.024091105096918475, 0.42080646613996686];[23.58, -139.44, 4.11]
[  23.89886241 -138.17477768   -1.59383306];[0.09840740390852552, -0.6980066866664905, 0.17149583261493212, 0.419717117665708];[23.58, -139.67, -2.75]
[  23.90035899 -138.1712856    -7.96935093];[-0.05152571140193573, -0.6932035527013195, 0.31411892475540876, 0.42300496040392727];[23.63, -139.55, -9.57]
[  23.90202457 -138.16609465  -14.34458451];[-0.20694561967921885, -0.6817047700814907, 0.4521014171246642, 0.4308716697431609];[23.83, -139.26, -16.04]
[  23.90376991 -138.15884615  -20.71855424];[-0.3686840492068495, -0.6630631398349494, 0.5856379054598709, 0.4437716263741906];[23.81, -139.15, -22.43]
[  23.90492039 -138.14958583  -27.08914612];[-0.5381586335294121, -0.6364630384029027, 0.7150423130570577, 0.46247809035842985];[23.64, -138.93, -28.89]
[  17.53359785 -138.15060217  -30.27259402];[-0.610674953735843, -0.49040623232761493, 0.8026254668901073, 0.3092520595445983];[17.64, -139.05, -31.97]
[  17.53255866 -138.16097768  -23.9039686 ];[-0.436647842604422, -0.5194646533425298, 0.6733807853383368, 0.28693953674870976];[17.6, -139.37, -26.19]
[  17.53101187 -138.16926915  -17.53101185];[-0.2710010366070776, -0.5404890619826078, 0.5404890085821717, 0.2710010568578656];[17.86, -139.63, -19.96]
[  17.52964765 -138.1751579   -11.15647006];[-0.11201798596404676, -0.5544956968057335, 0.4034719909207973, 0.26049628682820586];[18.01, -139.92, -13.95]
[  17.52843437 -138.17938349   -4.78130466];[0.04132400515133217, -0.5620635233850697, 0.2620544732418519, 0.25484942103385677];[17.76, -140.06, -6.86]
[  17.52789865 -138.180945      1.59374   ];[0.1896383399915973, -0.5635384913782829, 0.11607500157293617, 0.25374195442399555];[17.49, -139.97, 0.08]
[  17.52901876 -138.1774606     7.96891149];[0.33332509447071146, -0.5590593173446466, -0.034686513328170354, 0.2570907283110122];[17.61, -139.74, 6.82]
[  17.53031486 -138.17244333   14.34387766];[0.47251761705501905, -0.5483266105101835, -0.1907530950415138, 0.2651121863219926];[18.05, -139.36, 13.14]
[  17.53186765 -138.16523018   20.71788963];[0.6074342957948924, -0.5309113685198904, -0.35290264376082103, 0.27824084219336254];[18.06, -139.09, 19.26]
[  17.53306361 -138.15636006   27.08887666];[0.7384013636194668, -0.5060153286570716, -0.5224707032479339, 0.2972240066758314];[18.05, -138.69, 25.86]
[  17.53412648 -138.14341262   33.45467722];[0.8662144085314623, -0.4724019230791041, -0.7016562786425594, 0.3232371893987497];[18.22, -138.49, 32.3]
[  11.15961511 -138.13980298   36.63485246];[0.9468951059154443, -0.31997656451531414, -0.7851310585198136, 0.18240583950703076];[12.3, -138.44, 35.78]
[  11.15885411 -138.15505924   30.27241425];[0.8188358292220509, -0.3564516766879604, -0.6003135202239758, 0.1514389349714897];[12.18, -138.7, 29.91]
[  11.15810576 -138.16482619   23.90358756];[0.6884618171448592, -0.38378958352830117, -0.42633065169611606, 0.12845654387687183];[11.94, -139.05, 23.43]
[  11.15708457 -138.17270616   17.53064048];[0.5545745564528363, -0.403539967739487, -0.26047411369473095, 0.11198497151703764];[12.15, -139.55, 17.03]
[  11.15612846 -138.17861833   11.15612846];[0.4166686066178917, -0.4166686364177392, -0.10110661011191313, 0.10110661768083817];[12.38, -140.16, 11.06]
[  11.15533439 -138.1828005     4.78114218];[0.2744698454595313, -0.4237566728394989, 0.05275515976995712, 0.09525320896282335];[12.55, -140.58, 4.13]
[  11.15499107 -138.18437363   -1.59368435];[0.1278079557197342, -0.42513812302025045, 0.2016996055753332, 0.09410794115741494];[12.53, -140.84, -3.02]
[  11.1557144  -138.18088783   -7.96865207];[-0.02353007187474215, -0.4209435064162791, 0.34611882621049517, 0.09757613840389538];[12.49, -140.58, -10.16]
[  11.15657202 -138.17596531  -14.3434729 ];[-0.18005365433282455, -0.4108865139976321, 0.4861424303197406, 0.10588991159955768];[12.27, -140.01, -16.25]
[  11.15765569 -138.16879762  -20.71752296];[-0.3425062601786136, -0.3945478304327679, 0.6220040532769047, 0.11947115662356797];[11.98, -139.76, -22.35]
[  11.15846719 -138.16047693  -27.0885656 ];[-0.5121697947666128, -0.3711416989246184, 0.7540291842836899, 0.13906217471627674];[11.64, -139.48, -28.72]
[  11.15924657 -138.14830439  -33.45471571];[-0.6911386259976123, -0.33949880420832235, 0.8830442714001936, 0.16579274761876006];[11.72, -139.26, -34.91]
[   4.78296122 -138.14260618  -36.63499068];[-0.7793496122288845, -0.18320334576773872, 0.956427019522758, 0.031881098963418744];[5.28, -139.29, -38.07]
[   4.78260775 -138.15734574  -30.27226668];[-0.594753461493198, -0.2177198416298352, 0.8276612794255589, -0.0002548434927370502];[5.29, -139.46, -32.31]
[   4.78226781 -138.16679766  -23.90334479];[-0.420783698478608, -0.24354642917319275, 0.6966615244484478, -0.024200885355159074];[5.36, -139.75, -25.93]
[   4.78182202 -138.17446147  -17.53041391];[-0.2548040246805342, -0.2621716813133897, 0.5622230728315938, -0.04141160944195886];[5.45, -140.16, -19.99]
[   4.78140226 -138.18030047  -11.1559503 ];[-0.09521816342981701, -0.2745304800395742, 0.4238276020440061, -0.052800603040355526];[5.65, -140.77, -14.13]
[   4.78111933 -138.18385848   -4.78111933];[0.05894530117704194, -0.2812106277980747, 0.28121056732848937, -0.058945307008064815];[5.74, -141.1, -7.21]
[   4.78097164 -138.18543722    1.59367585];[0.20824269967928832, -0.28251038548617513, 0.13416737905306622, -0.06014331942352283];[5.73, -141.2, -0.08]
[   4.78124167 -138.1823603     7.96854985];[0.35305966737250755, -0.2785554783935437, -0.017501190873810652, -0.056503799865474866];[5.48, -140.84, 6.68]
[   4.78159708 -138.17767463   14.34326421];[0.4935388068373062, -0.2690898762573922, -0.17428456252136568, -0.04779035055489107];[5.42, -140.2, 12.57]
[   4.78207273 -138.1706197    20.71729399];[0.6299207417451785, -0.25369620138484245, -0.33691153910967736, -0.03358554838065221];[5.43, -139.74, 19.24]
[   4.78243158 -138.16258734   27.08835435];[0.7625318143844331, -0.23160406699595895, -0.5066368373842555, -0.013140063976520705];[5.45, -139.3, 25.82]
[   4.78278826 -138.15081564   33.45467731];[0.8922130567634976, -0.20168302410448152, -0.6855002231112638, 0.014658992441114072];[5.62, -139.04, 32.31]
[  -1.59433768 -138.14314867   36.63501221];[0.9583185512610432, -0.04118146488288808, -0.7782113768913944, -0.11286237415326561];[-0.81, -139.0, 35.69]
[  -1.5942181  -138.15778789   30.27223336];[0.8294114521762594, -0.07403344378061907, -0.5936579229278606, -0.14650916157219077];[-1.27, -139.08, 29.85]
[  -1.59410354 -138.1671786    23.90329372];[0.6982865922931881, -0.09855259058755012, -0.41968990755805136, -0.1716560310417352];[-1.17, -139.43, 23.39]
[  -1.59395442 -138.17480009   17.53036697];[0.5637379633769524, -0.1161969866646649, -0.2536850807343679, -0.1897725587044529];[-1.36, -139.94, 16.96]
[  -1.59381384 -138.18062504   11.15591371];[0.4252446553427357, -0.12788385191658252, -0.09405525648414835, -0.20178305013288933];[-1.52, -140.74, 11.05]
[  -1.593719   -138.18418279    4.78110144];[0.28254101966500983, -0.13419303888806428, 0.060166400221569334, -0.20827088384455786];[-1.58, -141.28, 4.16]
[  -1.59369205 -138.18511304   -1.59369204];[0.13543538162224958, -0.13543543862314988, 0.20954850030616978, -0.20954853919640615];[-1.55, -141.61, -3.1]
[  -1.59376003 -138.18268311   -7.96852174];[-0.016310772173578743, -0.13168595442532155, 0.3544320764297999, -0.20569249134080142];[-1.66, -141.36, -9.89]
[  -1.59387909 -138.1780044   -14.3432212 ];[-0.1731456532588349, -0.12274135118282681, 0.4950032947578504, -0.19649696061336197];[-1.67, -140.65, -15.36]
[  -1.59403837 -138.17097125  -20.71724616];[-0.33580788885184765, -0.10817176297938211, 0.6314891966851617, -0.1815306369580793];[-1.71, -140.23, -21.34]
[  -1.59415871 -138.16299526  -27.08830902];[-0.5055462274488511, -0.08722248214684435, 0.7642174473694466, -0.1600316807946051];[-2.0, -139.83, -28.12]
[  -1.59427906 -138.15130148  -33.45466484];[-0.6843897079213039, -0.0587802193978443, 0.8940319144196844, -0.13088102285718234];[-1.74, -139.41, -34.74]
[  -7.97142602 -138.14150331  -36.63494158];[-0.7816440776070082, 0.10638358589798123, 0.9526292595030499, -0.2522340826294168];[-7.7, -139.47, -37.96]
[  -7.97085482 -138.15644647  -30.27232958];[-0.5969609389739565, 0.0748788448652391, 0.8241460997642611, -0.28769334506795374];[-7.79, -139.38, -32.29]
[  -7.97030088 -138.16602261  -23.90344443];[-0.4229868419124269, 0.05144704295661991, 0.6933966040199835, -0.3142502775161896];[-7.74, -139.7, -25.84]
[  -7.96956323 -138.1737719   -17.5305062 ];[-0.25705694904587983, 0.03462864818385712, 0.5591785285990925, -0.33342013386793523];[-8.36, -140.2, -19.83]
[  -7.96887022 -138.17963961  -11.15602253];[-0.09755871100123051, 0.02350999850429511, 0.4209787818417547, -0.34615153574355745];[-8.38, -140.88, -14.08]
[  -7.96833184 -138.18361397   -4.78111162];[0.05648085773931089, 0.017521529742166676, 0.2785248991052991, -0.35302657185346414];[-8.72, -141.26, -7.15]
[  -7.96808603 -138.18519078    1.5936735 ];[0.20563642571772653, 0.01635153410896955, 0.13163478942107282, -0.35436576930233554];[-8.61, -141.33, 0.19]
[  -7.96860541 -138.1817031     7.9686054 ];[0.3503001813884236, 0.01989669019214612, -0.01989671601073701, -0.3503001876924261];[-8.8, -140.94, 6.99]
[  -7.96919181 -138.17700314   14.34334898];[0.4905950872738682, 0.028400155925246667, -0.17657726163754628, -0.3405456333551191];[-8.69, -140.32, 13.0]
[  -7.96997716 -138.16990389   20.71738763];[0.6267689799418061, 0.04227442538861387, -0.3391340940178623, -0.3246946362517915];[-8.46, -139.88, 19.36]
[  -7.97056799 -138.16175751   27.08844197];[0.7591457683803161, 0.06226548304202564, -0.5088340013498193, -0.30196673941938745];[-8.3, -139.49, 25.93]
[  -7.97114759 -138.14982781   33.4546975 ];[0.8885605570405858, 0.08949159086927293, -0.6877383468295484, -0.27121496197240447];[-8.26, -139.16, 32.46]
[ -14.3464841  -138.15313491   30.27250836];[0.8116839330788888, 0.22952110573578716, -0.604861774798687, -0.42401501662594226];[-14.59, -139.11, 29.97]
[ -14.34557028 -138.16316528   23.90376615];[0.6818111013421941, 0.20691533710717175, -0.430862702768732, -0.4521858938219008];[-14.8, -139.49, 23.54]
[ -14.34427778 -138.17122433   17.53081155];[0.5483655325889707, 0.19073952411277956, -0.26510135894672276, -0.47255383945052043];[-14.95, -139.92, 17.21]
[ -14.34307214 -138.17720253   11.15626406];[0.4108518612735121, 0.18006790233695197, -0.10590684582958904, -0.4861051464568271];[-14.8, -140.43, 10.88]
[ -14.34206408 -138.18140184    4.78120769];[0.26900015773649655, 0.17432814894265383, 0.047723173428041145, -0.4934255805071922];[-14.59, -140.69, 3.98]
[ -14.34162408 -138.1829698    -1.59370685];[0.12264163742670398, 0.17320387487540984, 0.19638730214193828, -0.4948522368421123];[-14.39, -140.84, -3.22]
[ -14.3425479  -138.17948535   -7.96875604];[-0.028439666537716304, 0.17660612086692706, 0.3404810384466741, -0.49051992219042295];[-14.71, -140.65, -9.74]
[ -14.34363189 -138.17452243  -14.34363187];[-0.1847590765724861, 0.18475906540505943, 0.4801355445314207, -0.48013559475363443];[-15.09, -139.98, -14.93]
[ -14.34499727 -138.16725956  -20.71769343];[-0.3470746572682981, 0.1980892946428641, 0.6155801905418956, -0.4632779195264124];[-15.08, -139.78, -21.11]
[ -14.34601269 -138.15869985  -27.08871529];[-0.5166931174611851, 0.2173413831562122, 0.7471358254556126, -0.4391498109540145];[-14.49, -139.29, -26.91]
[ -14.34695763 -138.14619198  -33.45471644];[-0.6957537603310092, 0.24366340999725666, 0.8756174229375093, -0.4065540297605686];[-13.88, -139.05, -32.39]
[ -20.72001055 -138.14736092  -30.27264622];[-0.6178431567390973, 0.390797265972507, 0.7915737413670064, -0.5556559518573633];[-20.75, -139.48, -32.66]
[ -20.71890038 -138.15817666  -23.90417871];[-0.44377007942294155, 0.36868079382549923, 0.6630869576177884, -0.5856599855157266];[-20.97, -140.13, -28.26]
[ -20.71729272 -138.16642152  -17.53137221];[-0.2782506491344562, 0.35290961584320757, 0.530873972515641, -0.6073940788271291];[-20.59, -140.24, -20.56]
