# extended ;1
# legs ;['blueleg']
# legs model ;['tetra']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle
[  15.96408622 -122.23877361  -15.96937738];[-0.04838282568017448, -0.5893455646097161, 0.587497238358484, 0.05392176588378067]
[  15.96408003 -122.23178157  -23.94933246];[-0.22658415244067717, -0.5592959538522969, 0.7260498823172078, 0.07993785489774459]
[  15.96468855 -122.2175336   -31.92551799];[-0.4130079032444551, -0.5165046741847444, 0.8539065263809767, 0.1165986929163829]
[  23.94915817 -122.20392067  -23.955922  ];[-0.2493216444761212, -0.6954298707831386, 0.6938011513252713, 0.2576740792984594]
[  23.94576314 -122.22543484  -15.97252396];[-0.07204931595081036, -0.7271778949914681, 0.5565659549861638, 0.23248448517563924]
[  23.94309442 -122.24247896   -7.98829278];[0.09739572946025472, -0.7458931761080505, 0.4096421300414062, 0.2170684004700833]
[ 2.39417758e+01 -1.22253713e+02 -4.19040162e-03];[0.2591950871916357, -0.751816963793107, 0.25412650261587677, 0.21105563521425852]
[  23.94407661 -122.24935894    7.97973308];[0.41317669612731, -0.745259819530474, 0.09103300696574546, 0.21427200695242712]
[  23.94852739 -122.23438895   15.96372002];[0.5585668867944857, -0.7259667774464224, -0.07930948424288968, 0.22700209939064078]
[  23.95572378 -122.2038092    23.94926829];[0.6946362265620886, -0.6938103302077738, -0.25701770157188314, 0.24970399306205465]
[  31.9235454  -122.22253892   15.96392989];[0.5157064359918331, -0.8537558687882262, -0.11601962198141268, 0.41347012664740085]
[  31.91796134 -122.23986651    7.97929414];[0.3728050158093973, -0.8740171704356109, 0.052919449087081724, 0.4009589876779719]
[ 3.19150121e+01 -1.22246101e+02 -5.40260510e-03];[0.2209995438388049, -0.8807239496684702, 0.21429708991111512, 0.39785890800959034]
[  31.91668372 -122.23643632   -7.98998109];[0.0610428898843664, -0.8741309942576974, 0.36780613787173827, 0.40387959140715185]
[  31.92081782 -122.21723189  -15.97437265];[-0.10691406918432124, -0.8540386540088908, 0.5125582262230429, 0.41913486285738566]
[ 3.98351014e+01 -1.30106892e+02 -4.70942268e-03];[0.005117804536697856, -0.789040550527625, -0.00014103005746012032, 0.7295413915529216]
[  31.88892308 -130.10155734  -23.9033107 ];[-0.43089669825250465, -0.6199815618443124, 0.46258139091849665, 0.5806518437864012]
[  31.88546262 -130.12294623  -15.95493822];[-0.25754543803846425, -0.6552967526052534, 0.3334912919011188, 0.5549492555366814]
[  31.88434419 -130.13876652   -7.98008284];[-0.09570499528243294, -0.6749905242392006, 0.197764439917191, 0.5387248491448067]
[ 3.18847688e+01 -1.30143764e+02 -3.88550230e-03];[0.057031713256262925, -0.6814840041403456, 0.05295248072727365, 0.5327494582857154]
[  31.88924991 -130.13493351    7.97322582];[0.20097652353213483, -0.674935354758216, -0.10053561254534296, 0.5369338683243405]
[  31.89304468 -130.11822965   15.94981178];[0.33572747648201035, -0.6550522897991373, -0.2629801683536213, 0.5515004464108579]
[  31.89826844 -130.09122384   23.92544007];[0.4606003652579302, -0.62169325213136, -0.43537819720078985, 0.5770390216647194]
[  23.92667213 -130.09719504   31.8872514 ];[0.6214214386542043, -0.45933616329566446, -0.5813049220647181, 0.4299662906211827]
[  23.93005375 -130.12172634   23.9253364 ];[0.5053524968642364, -0.5047352934898808, -0.3974640273281942, 0.39323925881378047]
[  23.93023405 -130.13899554   15.95280226];[0.3784545685117947, -0.5367048859924458, -0.22486331025002235, 0.36803600780207923]
[  23.92481844 -130.15896324    7.97428682];[0.24163983343118092, -0.5555208328687211, -0.06172475880794784, 0.353653355820521]
[ 2.39216428e+01 -1.30167236e+02 -3.06160956e-03];[0.09605406169079088, -0.56185135323325, 0.09291826483510293, 0.3495210274610144]
[  23.92167531 -130.16163989   -7.97982035];[-0.05794001155117387, -0.5558418753931588, 0.23924858612216957, 0.35542202578134696]
[  23.92313269 -130.14603037  -15.95594405];[-0.2205878352226971, -0.5373151873157883, 0.37679213783450677, 0.3714656673533278]
[  23.92521073 -130.12172666  -23.93029298];[-0.3927924717323828, -0.5059985244021277, 0.5046909625843786, 0.3980419816410947]
[  23.92606292 -130.09029612  -31.899536  ];[-0.5765579186549734, -0.4612882589528342, 0.6216822346707742, 0.4359392283235526]
[  15.95074139 -130.11584977  -31.89547719];[-0.5510239082808019, -0.33642454442172454, 0.6551044180257088, 0.26359523180568145]
[  15.95320718 -130.13758089  -23.93119537];[-0.3676050292682678, -0.37912545858445995, 0.5367399893344974, 0.22550672580733688]
[  15.95218256 -130.15957177  -15.95609294];[-0.19513057596478015, -0.4088286028121566, 0.40742846382951864, 0.19873432280177564]
[  15.9511395  -130.17535689   -7.97915938];[-0.03181516878131728, -0.4262712322809209, 0.26860812435266074, 0.18258465971011653]
[ 1.59511741e+01 -1.30181695e+02 -2.12835989e-03];[0.12316302348665933, -0.4317980749069133, 0.12119855355659612, 0.17668677809139863]
[  15.95342605 -130.17408935    7.97521112];[0.2700031285512197, -0.42560601200679804, -0.03428464735268265, 0.1809086457607263]
[  15.9558494  -130.15954869   15.95226647];[0.40817219286683665, -0.4074304191477589, -0.1980327713154626, 0.1955066972443591]
[  15.95615602 -130.14452017   23.9240527 ];[0.5366832155756819, -0.37686619785613795, -0.37082782435600914, 0.22097027400753866]
[  15.95559518 -130.12047068   31.88799012];[0.6545873869669605, -0.33363003442609396, -0.5543274990827315, 0.2579316578814111]
[   7.98043544 -130.13461777   31.88801404];[0.6743866164175392, -0.19791231484749905, -0.5381102256734572, 0.09600458740058779]
[   7.97999353 -130.15834419   23.92339417];[0.5552876416389125, -0.23934459134923908, -0.3547702444860936, 0.058232992045887694]
[   7.97913704 -130.17353888   15.95172031];[0.42569518912612087, -0.26862589735749437, -0.1818683852329295, 0.0320977598443951]
[   7.97807891 -130.18240447    7.97612921];[0.2866964604955451, -0.28623506287376754, -0.017727156797644333, 0.016955196612277734]
[ 7.97651684e+00 -1.30189415e+02 -1.13324060e-03];[0.13902087116032175, -0.29231354485138683, 0.13823759797455898, 0.012518435576872072]
[   7.97609116 -130.18242232   -7.97831678];[-0.0166278749195762, -0.28721581504516225, 0.28626473774390754, 0.018441848557674043]
[   7.9754266  -130.17230384  -15.9541619 ];[-0.18049652692633378, -0.2705889674239841, 0.4256593713794338, 0.034973959121717774]
[   7.9747728  -130.15572966  -23.9266177 ];[-0.3532082453434273, -0.242227235219874, 0.5556378037524204, 0.062347360265559953]
[   7.97399179 -130.13087157  -31.89288266];[-0.5364517514057597, -0.20159296629123546, 0.6750603825343156, 0.10113695436820935]
[-4.33666418e-03 -1.30102027e+02 -3.98431841e+01];[-0.7291215115180227, -0.00552416071237485, 0.7893099205606107, 0.00036244318365885597]
[-3.75549299e-03 -1.30138112e+02 -3.18896203e+01];[-0.5322854299176399, -0.057618043453438, 0.6816940852067411, -0.05232058250572757]
[-2.99485533e-03 -1.30162228e+02 -2.39242707e+01];[-0.3490947302034076, -0.09662365090004257, 0.5620731658439818, -0.09226197168539182]
[-2.11260270e-03 -1.30178027e+02 -1.59524215e+01];[-0.17628116986573292, -0.12373545114663184, 0.4319468467940313, -0.12047743743126511]
[-1.14802619e-03 -1.30187501e+02 -7.97699213e+00];[-0.012193576150550712, -0.13953469967577883, 0.2924390861411731, -0.13748564824484344]
[-1.35049891e-04 -1.30191662e+02 -9.99251076e-05];[0.14381404344125542, -0.14432225114270242, 0.14437009350636149, -0.1435320470978432]
[ 8.79537805e-04 -1.30187506e+02  7.97679708e+00];[0.29180374355145416, -0.1382762885124898, -0.011724486827029503, -0.13874262608909427]
[ 1.84432562e-03 -1.30178054e+02  1.59522337e+01];[0.43124262088544574, -0.1212706621210248, -0.1759035787015998, -0.12293884381022928]
[ 2.72541827e-03 -1.30162279e+02  2.39240920e+01];[0.561314541909346, -0.09306026604118234, -0.3488100175954869, -0.09581964155618315]
[ 3.48347409e-03 -1.30138192e+02  3.18894506e+01];[0.6809012099262318, -0.05312537008849173, -0.5320932770287401, -0.0568027951462757]
[ 4.07274945e-03 -1.30102141e+02  3.98430205e+01];[0.7885199325229354, -0.0004060628752454963, -0.7290351039962646, -0.004744470775570678]
[  -7.9742536  -130.13096165   31.89268755];[0.6743271812387316, 0.10042228350095828, -0.5362951361210455, -0.20080549009462287]
[  -7.97503483 -130.15579387   23.92641886];[0.5549405032906067, 0.06163782498848811, -0.35295913289561975, -0.24144283049565357]
[  -7.97568661 -130.17234267   15.95395743];[0.4250237906265498, 0.03426795017939421, -0.18016180510642754, -0.26980530927422774]
[  -7.97634899 -130.18244612    7.9781084 ];[0.2857008017103129, 0.017737304625793628, -0.016205697138144237, -0.286430730856834]
[-7.97677885e+00 -1.30189411e+02  9.23432234e-04];[0.13775377940086866, 0.011813213187464908, 0.13952897842768983, -0.29152604773504304]
[  -7.97832893 -130.18241717   -7.97632328];[-0.018126338727038976, 0.016247350528286464, 0.2872843239292804, -0.2854424261951213]
[  -7.97938708 -130.17352684  -15.95190053];[-0.1821798826879007, 0.03138340115627733, 0.42635541626186185, -0.2678275534617087]
[  -7.98024627 -130.15830531  -23.9235588 ];[-0.35499509676195096, 0.05750736008734873, 0.5560097351965041, -0.2385375788275814]
[  -7.98069151 -130.13454685  -31.88816677];[-0.5382461435860119, 0.09525582518256068, 0.6751427587480793, -0.19709447079248194]
[ -15.95584537 -130.12041259  -31.8881072 ];[-0.5544662319533179, 0.2571994401304688, 0.6553816729899165, -0.3327547775936264]
[ -15.95640796 -130.14449811  -23.92418016];[-0.3710845459373885, 0.2202458038210252, 0.5374767414762395, -0.37597896967308875]
[ -15.95609927 -130.15955353  -15.95241519];[-0.1983779363041, 0.19478506874661317, 0.4089034755328485, -0.4065374691444358]
[ -15.95370518 -130.17404471   -7.97539745];[-0.03471490462270393, 0.18018682502231542, 0.2706597949309287, -0.42471007928876076]
[-1.59514605e+01 -1.30181681e+02  1.92646945e-03];[0.1206871031989515, 0.17596330688456047, 0.12373298330684465, -0.43089676914925845]
[ -15.95141902 -130.17538495    7.97894885];[0.26802362091511545, 0.1818562383287981, -0.03133893994029272, -0.4253629595497772]
[ -15.95245539 -130.15962419   15.9558797 ];[0.40678309884887703, 0.19799647597673103, -0.19475141264547705, -0.40791163380554785]
[ -15.95346754 -130.13767762   23.93097071];[0.5360492517694535, 0.2247547992787629, -0.36732385522830746, -0.3781956106291019]
[ -15.95101467 -130.11596252   31.89524462];[0.6543790308565814, 0.26284061942404013, -0.5508355645016212, -0.33550078881838885]
[ -23.92636586 -130.09035321   31.89936696];[0.6209696632391053, 0.4352483290259886, -0.5763633388994347, -0.46038497193862477]
[ -23.92547662 -130.12180846   23.93007716];[0.5040230775257571, 0.39738494963493587, -0.39252250832940594, -0.5051287408094884]
[ -23.92340682 -130.14608671   15.95572619];[0.376190168661484, 0.3708081760775899, -0.22023547520550632, -0.5364326177914205]
[ -23.92195537 -130.1616664     7.97960687];[0.23872100581455513, 0.3547623258681951, -0.05750069695854402, -0.5549472542642475]
[-2.39219252e+01 -1.30167230e+02  2.85933968e-03];[0.0924720034565936, 0.3488567202321616, 0.09658055226486242, -0.5609452653885598]
[ -23.92509314 -130.15892631   -7.97446861];[-0.06208528177032884, 0.35298060313228913, 0.2422499843479425, -0.5546025540729723]
[ -23.93049346 -130.13893625  -15.95295826];[-0.22513635526336864, 0.3673492212398751, 0.3791414097571853, -0.5357720114269293]
[ -23.93028322 -130.12170871  -23.9254402 ];[-0.39765100485165117, 0.39253117198175225, 0.5061051379307937, -0.5037818104909276]
[ -23.92694159 -130.09708963  -31.88740842];[-0.5813893785532646, 0.4292641666537462, 0.6221827599695986, -0.4584342645749625]
[ -31.89850204 -130.09118059  -23.92555363];[-0.4355157797878406, 0.5763617498895128, 0.4613281427076804, -0.6207316613878726]
[ -31.89333053 -130.11818261  -15.94995432];[-0.2632460878328137, 0.5508094450483606, 0.33646053963522526, -0.6540356268811864]
[ -31.88956428 -130.13488581   -7.9734017 ];[-0.10088232346461357, 0.5362373714369316, 0.20162771033349108, -0.6739028762181414]
[-3.18850973e+01 -1.30143739e+02  3.68047723e-03];[0.05253146215018028, 0.5320450386136921, 0.05759038714342018, -0.6804377308046912]
[ -31.88467422 -130.13877139    7.9798551 ];[0.19727893433830818, 0.538008366895259, -0.09524508597624698, -0.6739303963261567]
[ -31.88579933 -130.12297433   15.95469559];[0.33295397320271214, 0.5542184664694757, -0.2571865994115357, -0.6542255247662645]
[ -31.88626012 -130.09821212   23.92592832];[0.4586927708446604, 0.5811145178028255, -0.42926878079617553, -0.621034185021127]
[-3.98071141e+01 -1.30115515e+02  5.06218181e-02];[-0.0019577858216374214, 0.7303499257671437, 0.006772826551709729, -0.7906167920776523]
[ -31.83030047 -137.95397394   15.92594759];[0.15600662286519304, 0.7066795143275838, -0.41563166906070387, -0.45855348345802627]
[ -31.83575388 -137.97386415    7.96639503];[0.02754070028895905, 0.6896224750412826, -0.2562980293253773, -0.4788424165541981]
[-3.18389212e+01 -1.37980256e+02  2.26954774e-03];[-0.11093626353048797, 0.6835669246309365, -0.10804213681054665, -0.4853034995077775]
[ -31.83777095 -137.97397285   -7.96218456];[-0.2595276333981892, 0.6886616958784771, 0.029990967036826688, -0.47878728881335975]
[ -31.83765341 -137.95546643  -15.92459589];[-0.41907347092169245, 0.7053214150655094, 0.15776634164134506, -0.45923758634352174]
[ -23.88978011 -137.96933072  -23.88675827];[-0.5503652782000207, 0.5473912851470146, 0.31994859298719985, -0.31825375654486865]
[ -23.89414795 -137.99876226  -15.93023592];[-0.3788520737131671, 0.5198530939178234, 0.20093643964970462, -0.3498728174030118]
[ -23.89237931 -138.01541311   -7.9646996 ];[-0.21928199653764968, 0.5038083780650631, 0.07154873826176592, -0.3685430214485385]
[-2.38913296e+01 -1.38021003e+02  1.79495091e-03];[-0.07007124266644325, 0.4988547055216545, -0.06763870073953959, -0.37479496144344826]
[ -23.88970581 -138.01568043    7.96770941];[0.06945627075958696, 0.5047392692824606, -0.21658461145526714, -0.36871656212592907]
[ -23.88869815 -137.99881837   15.93126255];[0.19924420326169648, 0.5216192643231347, -0.37596489189308113, -0.350218342966699]
[ -23.88684514 -137.96942574   23.88950172];[0.31866626699193995, 0.5500309109187459, -0.5474689151031548, -0.31886337118212094]
[ -15.92601985 -137.95632369   31.84022311];[0.4596467933419433, 0.4187300724939334, -0.7055057692739068, -0.15670219674872687]
[ -15.93093587 -137.99885314   23.8948901 ];[0.35017696985467844, 0.37855995240470974, -0.519894515281346, -0.2000287825230277]
[ -15.93125379 -138.02589957   15.93338622];[0.2295025631175447, 0.3505548348175532, -0.348762268991943, -0.22996707313231834]
[ -15.93157436 -138.04169389    7.96815091];[0.09870736249213341, 0.33387593348766814, -0.1892263368596062, -0.247579481388229]
[-1.59324776e+01 -1.38046627e+02  1.21633892e-03];[-0.04156739207981121, 0.3280472799247948, -0.03972194385455684, -0.2532904672748001]
[ -15.93391194 -138.04098943   -7.96632705];[-0.1912344147687595, 0.33295350763568465, 0.10035201566476519, -0.24721444318053687]
[ -15.93362633 -138.02583627  -15.93119717];[-0.3508593152443993, 0.34875645718582576, 0.2308684941159163, -0.2291915688248693]
[ -15.93212772 -137.99875119  -23.88962794];[-0.5219236105883801, 0.3759680385171514, 0.351229599622858, -0.19890623529980023]
[ -15.92755706 -137.95473067  -31.83295839];[-0.7073404065321083, 0.4156122076903065, 0.46034815122240397, -0.1555269217929898]
[  -7.96752038 -137.97445289  -31.83999401];[-0.689949211806966, 0.2563674791700772, 0.47989376988529814, -0.02716559608390337]
[  -7.96854856 -138.01534506  -23.89165281];[-0.5050480022544969, 0.21660831718653137, 0.369728051237556, -0.06911840559214857]
[  -7.9687009  -138.04127193  -15.93216238];[-0.3341904287436602, 0.1892293058091849, 0.24849743899477397, -0.09838287975672186]
[  -7.96831658 -138.05598275   -7.9669459 ];[-0.17450114103437092, 0.17327248212744423, 0.11725194479990335, -0.11582153174233381]
[-7.96756055e+00 -1.38061068e+02  5.71281026e-04];[-0.02456420001874371, 0.16828616850089587, -0.023383844419019167, -0.12178009078315358]
[  -7.96700224 -138.05601213    7.96805674];[0.116152625974771, 0.17410776459849714, -0.17327490414867094, -0.1163762709137076]
[  -7.96670249 -138.04066424   15.93428259];[0.24753667000012342, 0.1908431687222278, -0.33297082337124917, -0.09948117479203833]
[  -7.96540487 -138.01520634   23.89407051];[0.3688884182414638, 0.21889723572946457, -0.5038903979504883, -0.07065237244499836]
[  -7.96326488 -137.9747162    31.84177071];[0.4791530670704947, 0.25916209211799796, -0.6888513517520933, -0.029029033579402938]
[ 2.09749342e-03 -1.37980978e+02  3.18442768e+01];[0.48565426522698274, 0.11049702061051919, -0.6837880452302098, 0.10896677092435818]
[ 1.67845263e-03 -1.38020494e+02  2.38940153e+01];[0.3751637743998403, 0.06963122175642084, -0.49897484955494575, 0.06846716818515604]
[ 1.13189495e-03 -1.38045821e+02  1.59334680e+01];[0.25363475902940086, 0.04111621142149663, -0.3280900029810707, 0.04051799982783703]
[ 5.08935153e-04 -1.38060525e+02  7.96759798e+00];[0.12214180679901253, 0.02411241506532303, -0.1683140491206542, 0.024177820182733165]
[-1.61029593e-04 -1.38065473e+02 -1.11530577e-04];[-0.018665575628056173, 0.018242455954971225, -0.0182449959422347, 0.01901876119291219]
[-8.30041363e-04 -1.38060502e+02 -7.96781482e+00];[-0.1686551456972443, 0.02340210864980665, 0.12263892005422246, 0.024892775687520248]
[-1.45215146e-03 -1.38045765e+02 -1.59336766e+01];[-0.3283519053865348, 0.03973865544742386, 0.2542035433241007, 0.04190392262563041]
[-2.00152047e-03 -1.38020407e+02 -2.38942117e+01];[-0.4991628786001992, 0.06767871425987569, 0.37579872367583095, 0.07043124316928696]
[-2.43310673e-03 -1.37980858e+02 -3.18444593e+01];[-0.6839099826548672, 0.10814284638248975, 0.4863459664478068, 0.11133386151252173]
[   7.96291491 -137.97459546  -31.84201209];[-0.6889741456840247, -0.02992533414989378, 0.47979377580511573, 0.2599899260549877]
[   7.96506987 -138.01511509  -23.89430945];[-0.5040914945701346, -0.07153214560696418, 0.36949194935217394, 0.2197064422270529]
[   7.96636624 -138.0406086   -15.93449811];[-0.33326191419109713, -0.10034704800900274, 0.24809630853831405, 0.1916391670652816]
[   7.96666382 -138.055986     -7.96827616];[-0.17365421869485545, -0.11723432493697769, 0.11665159467910562, 0.17489378223297442]
[ 7.96722906e+00 -1.38061060e+02 -7.89007271e-04];[-0.023847459468482393, -0.12263491069514537, -0.02413696009397057, 0.16906587213239474]
[   7.9679892  -138.05600322    7.96674101];[0.1167103879331257, -0.11667565978243993, -0.1741533075335508, 0.17404977557037937]
[   7.96837532 -138.04132181   15.93197203];[0.2478881010562365, -0.09923797528845642, -0.3339264931978671, 0.19000811123691763]
[   7.96822267 -138.01542591   23.89147703];[0.36906694749219915, -0.06997423681266887, -0.5048711033827824, 0.21739308263259302]
[   7.96718226 -137.97456776   31.83984096];[0.47917434774899126, -0.0280507051551997, -0.6898420599435914, 0.2571828708272492]
[  15.92718115 -137.95483092   31.83278118];[0.4595869609999452, -0.15648925246245254, -0.7072439066110143, 0.41642037256420306]
[  15.93180607 -137.99883267   23.88948117];[0.3505542985743557, -0.19982625436500343, -0.5217747350766071, 0.3767378480176766]
[  15.93331226 -138.02588597   15.93102428];[0.2302627082170553, -0.230087638624248, -0.3506348684459945, 0.3495035626922889]
[  15.93359947 -138.04100897    7.96613196];[0.09981983273557589, -0.248094032035269, -0.19092991263537382, 0.3336872638474354]
[ 1.59321395e+01 -1.38046630e+02 -1.43329522e-03];[-0.040176710878750896, -0.25415690085205817, -0.041182871839342515, 0.3287737496493165]
[  15.93123548 -138.04166466   -7.96837405];[-0.18960162948267856, -0.24843623690643166, 0.09916928452547746, 0.3345998902718042]
[  15.93091621 -138.02583868  -15.93360786];[-0.34906019782549585, -0.23081626256742088, 0.23003739301584286, 0.3512798897448281]
[  15.93060146 -137.99876068  -23.89510235];[-0.5201227904706959, -0.20087294226149194, 0.3507801993570199, 0.37929021319872946]
[  15.92562899 -137.95618465  -31.84043003];[-0.7056241180594486, -0.15765568770787886, 0.46022766858576786, 0.41954180172739663]
[  23.88644458 -137.96932583  -23.88977189];[-0.5476444580822211, -0.31990820220945415, 0.31911512515394186, 0.550848804274238]
[  23.88830585 -137.99875497  -15.93150348];[-0.3762551277258752, -0.35121327585348155, 0.19970351794693625, 0.5223979728630346]
[  23.88932732 -138.01564973   -7.96794274];[-0.21696692250841082, -0.36969418853125585, 0.06986551652924447, 0.5054994477214116]
[ 2.38909609e+01 -1.38021002e+02 -2.01261256e-03];[-0.06810960874975797, -0.3757601983904265, -0.06972607974233166, 0.49960163582008327]
[  23.89205713 -138.01543275    7.96451099];[0.07099541671109667, -0.3694983193844112, -0.2190103026567664, 0.5045472442482614]
[  23.89384385 -137.99880852   15.93008189];[0.20031079369675475, -0.35081693713286494, -0.3786602985231654, 0.5205875642782654]
[  23.88941066 -137.9694003    23.88661313];[0.3192003856217991, -0.319269845999248, -0.5502145455553525, 0.5481757745940442]
[  31.83723947 -137.95550129   15.92445728];[0.15701823434672493, -0.4603329178094216, -0.4188537100769222, 0.7061073934016311]
[  31.83743965 -137.97399936    7.96202128];[0.029392444227583997, -0.479809263520305, -0.2592695378832288, 0.6894006717519565]
[ 3.18385380e+01 -1.37980247e+02 -2.46357300e-03];[-0.10855820249737336, -0.48629836860462045, -0.11059628229270231, 0.684288688775164]
[  31.83537268 -137.97382502   -7.96660709];[-0.2567345843551345, -0.4798173955713838, 0.027959821942827097, 0.6903375645549386]
[  31.82968674 -137.95397854  -15.92626252];[-0.4159094535052818, -0.46028158175450185, 0.15636149047622666, 0.7077584246527728]
[  31.73814203 -145.68500402  -15.88288542];[-0.5917671315324591, -0.2638974130466831, -0.027949048147444956, 0.8860817085969299]
[  31.75296813 -145.72439805   -7.94667768];[-0.4312529085221412, -0.2839794017874641, -0.15057074266005396, 0.8665321134808687]
[ 3.17667952e+01 -1.45746277e+02 -1.09108585e-03];[-0.2850097204631798, -0.2904695165008839, -0.28539136525871805, 0.8604214271851633]
[  31.75733088 -145.72900633    7.94551525];[-0.15077158108168712, -0.2841353466265859, -0.43215291627588226, 0.8663126172350119]
[  31.74416022 -145.69196502   15.88398107];[-0.02878397562133843, -0.26446216522450816, -0.5931008241189072, 0.8856677997529224]
[  23.82871389 -145.72511548   23.82808147];[0.12963309499636397, -0.13045652133892932, -0.7236398063777632, 0.7229918655736691]
[  23.84183578 -145.78052856   15.89799782];[0.01772476469427823, -0.16310171402008822, -0.5476739793349206, 0.6916139479448631]
[  23.84594321 -145.80598415    7.95092624];[-0.1056507307963402, -0.18206600834192035, -0.38763083598330234, 0.6733394324974381]
[ 2.38464581e+01 -1.45813311e+02 -9.95634665e-04];[-0.24044317242343688, -0.18829273689269216, -0.2407116671866342, 0.6674554382737564]
[  23.84399447 -145.80401977   -7.95230906];[-0.38702859221226454, -0.18198388775327778, -0.10551983306257837, 0.6736393556162963]
[  23.83718189 -145.77504928  -15.8969591 ];[-0.5467347794562404, -0.1629188304380938, 0.018366835358227397, 0.6921071886639638]
[  23.82798195 -145.72512148  -23.82911349];[-0.7226211445187997, -0.13010613325510598, 0.13053255215908827, 0.7241444766754059]
[  15.88539734 -145.6958392   -31.74788056];[-0.8854086000375344, 0.028512599940203248, 0.2644633648188629, 0.5936713161760909]
[  15.89858446 -145.78210576  -23.84347331];[-0.6910552697693033, -0.018330072609718973, 0.1628565997945879, 0.5483990849973899]
[  15.90207399 -145.8226647   -15.90349929];[-0.5164125912133112, -0.0498309898627627, 0.049593913110822875, 0.5176640486632538]
[  15.90450622 -145.84563451   -7.95436994];[-0.3571284804842417, -0.0681391402765045, -0.0750500340377095, 0.49979107070057566]
[ 1.59046438e+01 -1.45851697e+02 -7.91108953e-04];[-0.21040643678962254, -0.07416069335429229, -0.2106335088811207, 0.49373945797763386]
[  15.90477556 -145.84519339    7.95272709];[-0.0750630252452208, -0.06808138817575494, -0.35755198699322316, 0.4993941602092332]
[  15.90313107 -145.82274473   15.90223217];[0.04929071184829472, -0.049738027966849195, -0.5170220664897845, 0.5169526383785452]
[  15.89732157 -145.77669135   23.83850922];[0.16233841788423925, -0.018428353573616496, -0.6915837288466571, 0.5472486989343407]
[  15.88390918 -145.6889521    31.74160213];[0.26336317947041227, 0.02777722542298855, -0.8858382017272383, 0.5924822299865324]
[   7.94738174 -145.72998841   31.75821429];[0.28323396290769115, 0.1504747605129103, -0.8661591557259235, 0.4318904176119306]
[   7.95267109 -145.80695033   23.84649172];[0.18131196389606197, 0.10543542833897301, -0.6730673627753015, 0.3875560012547808]
[   7.95437967 -145.84689769   15.90541562];[0.06755069874159579, 0.07492009335103433, -0.4991201865869834, 0.35766039551650847]
[   7.95476562 -145.86765786    7.95422095];[-0.057371097168575094, 0.05704481353946481, -0.33992572135562027, 0.34033040748838705]
[ 7.95440013e+00 -1.45873652e+02 -4.59042286e-04];[-0.19306856059375618, 0.05108603349323294, -0.19297539258279336, 0.33472904983629725]
[   7.95410075 -145.86760255   -7.95508791];[-0.33987743052598485, 0.05688602986960233, -0.05711024212861084, 0.3406568318131471]
[   7.95298683 -145.84631707  -15.90585268];[-0.4989457334551363, 0.07463427144820384, 0.06800953766013777, 0.3582521970407541]
[   7.9515271  -145.80876929  -23.8486088 ];[-0.6729204952751084, 0.10519383057872504, 0.181957524846508, 0.3884046883603036]
[   7.94652569 -145.73441223  -31.76271626];[-0.8660391260523544, 0.15045537609384463, 0.2840264760817689, 0.4328915893657812]
[-1.11066264e-03 -1.45753104e+02 -3.17736195e+01];[-0.8601581430433665, 0.2848407332862653, 0.29029615591222246, 0.2861269337914045]
[-1.06791320e-03 -1.45817309e+02 -2.38502117e+01];[-0.6670298573799003, 0.2400775934266937, 0.18813686032429358, 0.24153818781429023]
[-8.53143122e-04 -1.45853897e+02 -1.59064528e+01];[-0.49328466898391277, 0.21005964456084175, 0.07405173275570742, 0.21139360012095276]
[-5.44900890e-04 -1.45874592e+02 -7.95508288e+00];[-0.33427580914570504, 0.19266158563127836, -0.051168207424546294, 0.19377156350897118]
[-1.96901556e-04 -1.45882654e+02 -1.14928360e-04];[-0.18745797673914857, 0.18705894242560703, -0.18713571744920182, 0.18790641779847228]
[ 1.45760889e-04 -1.45874648e+02  7.95485953e+00];[-0.05155763730498254, 0.19292238616513263, -0.3340304585587045, 0.1935112469067588]
[ 4.52520267e-04 -1.45853992e+02  1.59062432e+01];[0.07361079843759816, 0.21054023909364472, -0.49312389545624813, 0.21091721847084954]
[ 6.67551145e-04 -1.45817452e+02  2.38500237e+01];[0.18767155338809116, 0.2406832650058403, -0.6669648601019649, 0.24095222160009594]
[ 7.18512708e-04 -1.45753159e+02  3.17733382e+01];[0.2897775634615375, 0.285305527154743, -0.860135150823988, 0.285690374021236]
[  -7.94696883 -145.73470629   31.76265133];[0.28340061328447635, 0.4320760387788556, -0.8658875897021366, 0.15129713566314096]
[  -7.95194292 -145.80891515   23.84844278];[0.18137173117130642, 0.3875637882517063, -0.672698873800478, 0.10606152853990146]
[  -7.95339839 -145.84641653   15.90565941];[0.06750635340116523, 0.3574307798485661, -0.4986795748632751, 0.07549769862181384]
[  -7.95450816 -145.86766181    7.95488183];[-0.05753797605854219, 0.3398439353689688, -0.33954824120214594, 0.0577505855607202]
[-7.95479860e+00 -1.45873648e+02  2.46825498e-04];[-0.19332848477460768, 0.33391715212367795, -0.19266790465472022, 0.05195652885037161]
[  -7.955165   -145.86762526   -7.95442301];[-0.3402064645188077, 0.3395139356657803, -0.05689716084482887, 0.05792764272089162]
