# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle
[-1.53708249e-08 -1.14358071e+02  2.79251531e+01];[1.4291751027919593, -0.675002246028394, -0.11866826238168593, -0.6750021786565318]
[-1.47574110e-08 -1.14351157e+02  3.19162439e+01];[1.5201269220307199, -0.6623379912758532, -0.2402232843992572, -0.6623379255571293]
[-1.41140947e-08 -1.14343880e+02  3.59071718e+01];[1.6084584931125434, -0.6465095796865512, -0.3631174408260419, -0.6465095158081292]
[   3.99069553 -114.34389365   35.90733287];[1.607522360988503, -0.7545804980415094, -0.36324876417582164, -0.536384318491788]
[   3.99018463 -114.35118377   31.91639436];[1.5192786852485884, -0.7713557784554911, -0.2403784516990591, -0.5512695847464371]
[   3.98970639 -114.35810726   27.92529045];[1.428403198154336, -0.784809479213772, -0.11884819821604962, -0.5631388365452191]
[   3.98925823 -114.36476853   23.93431734];[1.3345202471198543, -0.7953084131697755, 0.0016554739271474328, -0.5723377475389914]
[   3.98875422 -114.37406632   19.94328397];[1.2373049282235775, -0.8031579056944138, 0.12127548519890362, -0.5791609419702519]
[   3.98824762 -114.38423492   15.95284242];[1.136734695265698, -0.8087985483008472, 0.2400736338320143, -0.5840178591207615]
[   3.98776836 -114.39445414   11.9632779 ];[1.032890065245231, -0.8126357820340204, 0.3579843015667194, -0.587286661617312]
[   3.98732236 -114.40474994    7.97464409];[0.9259521645941419, -0.8150148507695039, 0.4748177843406266, -0.5892906237292022]
[   3.98691756 -114.41509685    3.98691756];[0.8162120895246272, -0.8162131655339584, 0.5902880589232303, -0.5902894101434351]
[ 3.98677444e+00 -1.14418765e+02 -9.86755289e-08];[0.7041995432620454, -0.8165858895991793, 0.7041991131932204, -0.5905979525960543]
[   3.98691763 -114.4150967    -3.98691767];[0.5902897731690775, -0.8162115756744367, 0.8162129426342196, -0.5902879841861374]
[   3.98732253 -114.40474873   -7.97464406];[0.4748207014651772, -0.815011949398404, 0.925954284046902, -0.5892879708992181]
[   3.98776858 -114.3944523   -11.96327772];[0.3579882810242069, -0.812631797524818, 1.0328932631420058, -0.5872829258654708]
[   3.9882479  -114.38423263  -15.95284211];[0.24007856616564532, -0.8087936310224728, 1.1367387393266553, -0.5840132793242258]
[   3.98875453 -114.37406384  -19.94328357];[0.1212813173176905, -0.803152224016082, 1.2373095847666542, -0.5791555855350211]
[   3.98925858 -114.36476539  -23.93431704];[0.0016622548253678038, -0.7953020073991866, 1.3345253338809397, -0.5723317480738831]
[   3.98970677 -114.35810394  -27.92529022];[-0.11884029438117398, -0.7848022831410947, 1.4284085335219092, -0.5631320997196222]
[   3.99018502 -114.35118045  -31.91639422];[-0.2403691929122902, -0.771347607089726, 1.5192841391040706, -0.5512619536571362]
[   3.99069594 -114.34389166  -35.907333  ];[-0.3632424357991679, -0.7545753902998724, 1.6075263183778146, -0.5363793859012301]
[   7.98046252 -114.35124048  -31.91683994];[-0.24086526847347578, -0.8779088614168402, 1.5166868867120566, -0.43850148331562455]
[   7.9795179  -114.35818923  -27.92569735];[-0.11941156853594422, -0.8921395852967202, 1.426040866600663, -0.4495809276781121]
[   7.97863084 -114.36487139  -23.93467974];[0.000999473586165478, -0.9032786323603463, 1.3323508456719362, -0.45813175505897996]
[   7.97762808 -114.37423821  -19.94359136];[0.12051555871747828, -0.9116338272635276, 1.2353000968963346, -0.46444155223280176]
[   7.97662268 -114.38441139  -15.9531005 ];[0.23920240691541944, -0.917664304305536, 1.1348767315667079, -0.4689075352588207]
[   7.97567095 -114.39463014  -11.9634806 ];[0.3569959904995287, -0.9217868191969913, 1.0311657768549942, -0.47189327876328024]
[   7.97478507 -114.40491981   -7.97478527];[0.47370877213921064, -0.9243562629074067, 0.9243539435946214, -0.4737112236200436]
[   7.97441131 -114.40843709   -3.98720613];[0.5892072615924766, -0.9258499025190479, 0.8149160079285065, -0.47474674446939025]
[ 7.97413186e+00 -1.14412039e+02  8.42163578e-08];[0.7030122732757719, -0.9262575305153812, 0.7030126683781687, -0.47502473470065487]
[   7.97441136 -114.40843823    3.98720616];[0.8149168230152682, -0.9258482667260471, 0.5892088688334433, -0.4747453302591541]
[   7.97478535 -114.40491908    7.97478518];[0.9243559624847124, -0.9243532726300209, 0.47371160153846703, -0.47370863212831144]
[   7.97567139 -114.39462822   11.96348039];[1.0311688826639487, -0.9217826989239926, 0.3569998956606498, -0.47188967404651877]
[   7.97662322 -114.38440902   15.95310015];[1.1348806639589484, -0.9176592325946438, 0.23920729105370037, -0.4689030532448498]
[   7.97762868 -114.37423564   19.94359092];[1.2353046446040057, -0.911627878948563, 0.1205213851368918, -0.4644362682169465]
[   7.97863154 -114.36486801   23.9346794 ];[1.3323558649107328, -0.9032718921411729, 0.001006303082360327, -0.4581257936614184]
[   7.97951865 -114.35818578   27.92569702];[1.4260461449219817, -0.8921319616035973, -0.11940357935097287, -0.4495741682283937]
[   7.98046402 -114.3512354    31.9168398 ];[1.5166959708354077, -0.8778974470222012, -0.2408524511617598, -0.438491325244465]
[  11.9709086  -114.35127843   31.91756521];[1.512183176901463, -0.9816134374648149, -0.24181190689728382, -0.3243501620214421]
[  11.96951696 -114.35827242   27.92636159];[1.4219012601614895, -0.9966182362826312, -0.12050273591169239, -0.33466615732473315]
[  11.96820818 -114.3649872    23.93527309];[1.328526929791355, -1.0083906337339799, -0.00025133716424638464, -0.342582615682078]
[  11.96671619 -114.37446467   19.94409638];[1.231747675438208, -1.0172491629157778, 0.11908607624282594, -0.3483882929189629]
[  11.96522643 -114.38464266   15.95352565];[1.1315690407337484, -1.0236728772035804, 0.23758174356108833, -0.352470146703719]
[  11.96381496 -114.39485687   11.96381541];[1.0280832104152715, -1.0280865611509065, 0.35517427123844897, -0.35517762782055023]
[  11.96313898 -114.39828942    7.97544398];[0.9216800241399474, -1.0310587042788315, 0.4718170034321536, -0.3569340529424996]
[  11.96259438 -114.40173698    3.98754105];[0.8124407320388188, -1.0326741537760689, 0.5871223131169896, -0.35785843569306525]
[ 1.19621871e+01 -1.14405267e+02 -5.67642577e-08];[0.700733932740249, -1.0331191657133325, 0.700733555923894, -0.358106222212514]
[  11.96259443 -114.40173813   -3.98754104];[0.587123833458902, -1.0326724701213814, 0.812441516753113, -0.3578570908956829]
[  11.96313909 -114.39829154   -7.97544366];[0.4718196408960576, -1.0310555470482727, 0.9216818781025208, -0.35693149732960117]
[  11.9638155  -114.39485586  -11.96381505];[0.35517803272345183, -1.0280822551501108, 1.0280861105475543, -0.3551740912077864]
[  11.96522721 -114.38464013  -15.95352524];[0.23758655160344344, -1.0236675316347759, 1.1315728026252243, -0.3524657384113624]
[  11.96671707 -114.37446193  -19.94409585];[0.11909189815294668, -1.0172428810292105, 1.231752085369442, -0.34838307038663746]
[  11.96820921 -114.36498362  -23.93527263];[-0.0002444555195080522, -1.0083834418054853, 1.3285318082440227, -0.3425766354377957]
[  11.96951808 -114.35826861  -27.92636114];[-0.12049463567804704, -0.99661002971527, 1.4219064437200344, -0.3346593032180904]
[  11.97090978 -114.35127543  -31.91756518];[-0.2418050809879799, -0.9816077058809242, 1.5121888655143292, -0.32434465711183796]
[  15.96155303 -114.35123571  -31.91854783];[-0.2434406113536068, -1.0821539857342595, 1.5054849552035274, -0.20906759300599617]
[  15.95974299 -114.35828585  -27.92726521];[-0.12233398664696216, -1.0979198700951378, 1.4157017138876862, -0.21864624877585787]
[  15.95803534 -114.365043    -23.93608372];[-0.0023158867732404192, -1.1103262032329733, 1.3227586253647925, -0.22595242782341968]
[  15.95606611 -114.37466719  -19.94478984];[0.11676112467967911, -1.1196943971954492, 1.226354858780929, -0.23127169180682597]
[  15.95411115 -114.38484613  -15.95411186];[0.23497834511863583, -1.1265237639110954, 1.1265194870542496, -0.234982536847027]
[  15.95308104 -114.38828631  -11.96489494];[0.3524004490357797, -1.1314573609847989, 1.0235587189845623, -0.23752793103674272]
[  15.95220931 -114.39165074   -7.97617989];[0.4687575520142009, -1.1346513720118483, 0.9174545677085195, -0.23909262289150401]
[  15.95150631 -114.39502705   -3.98791536];[0.5837732382278721, -1.1363974624036386, 0.8085085806253717, -0.23990911813330312]
[ 1.59509805e+01 -1.14398482e+02  2.30665566e-08];[0.6970939733954312, -1.1368837074275078, 0.6970943002110942, -0.24012748263200023]
[  15.95150634 -114.39502827    3.98791528];[0.808509319326082, -1.1363957551457018, 0.5837746458811306, -0.23990787581303497]
[  15.95220935 -114.39165286    7.97617876];[0.9174560502827664, -1.1346481788219265, 0.46876045545896144, -0.23909017154647183]
[  15.95308116 -114.38828936   11.96489414];[1.0235613063416604, -1.1314527537828942, 0.35240399599443045, -0.23752439906445388]
[  15.9541119  -114.38484523   15.95411114];[1.126522952139246, -1.1265180731857736, 0.23498298924098737, -0.23497810701478328]
[  15.95606722 -114.37466421   19.94478919];[1.2263590565338245, -1.1196877179097764, 0.11676689315325851, -0.23126641814078247]
[  15.95803665 -114.36503909   23.93608308];[1.3227632911573834, -1.1103184168890163, -0.0023090633441733566, -0.22594622780597523]
[  15.95974444 -114.35828171   27.92726452];[1.4157066838374144, -1.0979108601171885, -0.12232583122812024, -0.21863913745719407]
[  15.96155473 -114.35123209   31.91854767];[1.5054914503520584, -1.0821475334873087, -0.24343309723043388, -0.20906135995197206]
[  19.95017396 -114.35815072   27.92838806];[1.4070768547442232, -1.1958105873985034, -0.12517987968106514, -0.10167861135999026]
[  19.94809521 -114.36495487   23.93709655];[1.3146803723362417, -1.208860847537406, -0.005470184910416301, -0.10840314468335305]
[  19.9456611  -114.37475505   19.94566211];[1.2187537605888528, -1.2187590513192215, 0.11325689363557809, -0.11326212125504631]
[  19.94424788 -114.37830457   15.95563664];[1.119573520847843, -1.2262390655869215, 0.23120779611088757, -0.1167146486892785]
[  19.94300802 -114.38168249   11.96607009];[1.0170255250552898, -1.2315136476468238, 0.3482518871779183, -0.11899056272919098]
[  19.94195656 -114.38498054    7.9769815 ];[0.911322204157626, -1.2349504085191034, 0.4642183697435076, -0.12037296454695168]
[  19.94110758 -114.38828576    3.98832388];[0.8027744239737602, -1.2368413987183067, 0.578836678592345, -0.12108682175262794]
[ 1.99404725e+01 -1.14391662e+02  2.85854847e-08];[0.6917595003496568, -1.2373747048503088, 0.691759230510821, -0.121277053301765]
[  19.94110757 -114.38828696   -3.98832372];[0.5788379641232374, -1.236839632449651, 0.8027750969327161, -0.12108561984632205]
[  19.94195656 -114.38498273   -7.97698103];[0.46422068662388033, -1.234947046662342, 0.911323801217348, -0.12037059790775051]
[  19.94300805 -114.38168555  -11.96606919];[0.34825525533456114, -1.2315088195157058, 1.0170278937438022, -0.11898705808569168]
[  19.94424795 -114.37830856  -15.95563521];[0.23121223865979593, -1.2262328814273458, 1.1195765636766029, -0.11671011695957878]
[  19.94566202 -114.37475438  -19.94566092];[0.11326256411303462, -1.2187517079970465, 1.2187575609027452, -0.11325668920808515]
[  19.94809678 -114.36495054  -23.93709571];[-0.005463254814461069, -1.208852408369116, 1.3146846999004, -0.10839674962821416]
[  19.95017776 -114.35814273  -27.92838686];[-0.1251656428840543, -1.1957966301106535, 1.4070885477215225, -0.10166597970636743]
[  23.93829483 -114.36464065  -23.93829921];[-0.010030689505378158, -1.30389210652299, 1.3038732530276433, 0.010011359489434463]
[  23.93653602 -114.36816655  -19.94763511];[0.108350602019114, -1.3145759596754374, 1.2087484356579163, 0.005504338031788236]
[  23.93491142 -114.37166444  -15.95726825];[0.22583804853424294, -1.3225372787124976, 1.1101095538695556, 0.0023912858928722136]
[  23.93348124 -114.3749849   -11.96733089];[0.34239302461906596, -1.3281906459466781, 1.008081808812692, 0.0003657783727789854]
[  23.93226521 -114.3782203    -7.97784354];[0.45785289086644504, -1.3319011184363605, 0.9028913133988916, -0.0008473299815949797]
[  23.93128195 -114.38145463   -3.98876353];[0.5719553977785004, -1.3339577343125055, 0.7948574397144533, -0.0014659419546002028]
[ 2.39305462e+01 -1.14384750e+02 -7.90027359e-08];[0.6843603899539571, -1.3345460709282349, 0.6843606342606101, -0.0016300234801851221]
[  23.93128187 -114.38145582    3.98876326];[0.7948580570144701, -1.33395597100823, 0.5719565454111322, -0.001464729797232639]
[  23.93226511 -114.37822243    7.97784297];[0.9028927661119872, -1.331897638145513, 0.45785504580300707, -0.000844966136321984]
[  23.93348113 -114.37498791   11.96732988];[1.0080839709065603, -1.328185544281784, 0.34239622139740855, 0.0003692585516028857]
[  23.93491133 -114.37166831   15.95726669];[1.11011231354873, -1.3225306748767096, 0.22584234581174778, 0.002395866103177796]
[  23.93653597 -114.36817128   19.94763292];[1.2087516807954546, -1.3145678646069163, 0.10835609398617622, 0.0055100142708778]
[  23.93829801 -114.36463791   23.93829649];[1.303884948090195, -1.303877960937128, -0.010017367157599412, 0.010024529643126862]
[  27.92773095 -114.36138089   19.94972448];[1.1956847626674338, -1.4069816361486704, 0.10161251712026845, 0.1251941856425258]
[  27.92591882 -114.36484013   15.95900087];[1.0977054053082302, -1.4154772625188383, 0.2185313221076332, 0.1223961396554861]
[  27.92431641 -114.36811089   11.96867362];[0.9963144474977391, -1.4215619426219703, 0.3344776392770459, 0.12059690231423616]
[  27.92294998 -114.37128775    7.97876356];[0.8917595855773027, -1.425588141638502, 0.4493054630729548, 0.11953641230744241]
[  27.92184305 -114.37445179    3.98923336];[0.7843674373056427, -1.427837686736627, 0.5627628498126138, 0.11900343469798451]
[ 2.79210139e+01 -1.14377662e+02  1.46999840e-07];[0.674519617694209, -1.4284910018191785, 0.6745194226655636, 0.11886261881750924]
[  27.92184289 -114.37445298   -3.98923297];[0.562763889519608, -1.427835782216831, 0.7843680156398789, 0.11900457421051346]
[  27.92294973 -114.37128981   -7.97876287];[0.4493074540444317, -1.4255844488453053, 0.8917608699574281, 0.11953872910428584]
[  27.92431611 -114.36811379  -11.96867248];[0.33448065723578807, -1.4215565361684146, 0.9963163499599723, 0.12060037430968508]
[  27.9259185  -114.36484393  -15.95899914];[0.21853546106352847, -1.4154701895258555, 1.0977078311401127, 0.12240077003219577]
[  27.92773143 -114.36139042  -19.94971991];[0.10162462617552911, -1.4069674338008498, 1.1956957653863935, 0.12520780418013966]
[  31.91702241 -114.35772867  -15.96083857];[0.20894714241725232, -1.505265036252615, 1.0819374260465469, 0.24348331501544393]
[  31.91526589 -114.36096271  -11.97010058];[0.3241656455107919, -1.5118427888759716, 0.9813193194290998, 0.24188958610254485]
[  31.91376252 -114.36408604   -7.97974344];[0.4382279194028859, -1.5162371617177484, 0.8775348449354445, 0.24096093634703875]
[  31.91254152 -114.36718077   -3.98973442];[0.55090142689222, -1.5187132707892725, 0.7709244277056309, 0.24050143428742052]
[ 3.19116247e+01 -1.14370303e+02 -2.22167154e-07];[0.6618680219372701, -1.519443670188998, 0.6618681539974995, 0.24038023653610494]
[  31.91254126 -114.36718189    3.98973388];[0.7709249744708088, -1.5187112507831193, 0.5509023033645768, 0.24050256218060798]
[  31.91376208 -114.36408805    7.97974261];[0.8775359956234398, -1.516233219222232, 0.4382296971282836, 0.2409632471820796]
[  31.91526534 -114.36096552   11.97009929];[0.9813209650892635, -1.5118369688704734, 0.3241684351807559, 0.24189309150476737]
[  31.91702234 -114.35773676   15.96083462];[1.0819481536552067, -1.5052518484095359, 0.2089581181107313, 0.24349702681150148]
[  35.90307036 -114.35950549    3.99028413];[0.7541275337026374, -1.6070099176964099, 0.5359452049653806, 0.3632531811109995]
[ 3.59020672e+01 -1.14362564e+02  3.17108249e-07];[0.6460550921572809, -1.6077793083480862, 0.646055073781448, 0.36323894895241227]
[  35.9030673  -114.35953439   -3.9902687 ];[0.536030277739077, -1.606955853044379, 0.7541667043791623, 0.363346478775608]
[  35.89665871 -118.32647353  -11.97002062];[0.2244577595568819, -1.4793859737951363, 0.8495101439846573, 0.4246293699013775]
[  35.89504057 -118.32946573   -7.97982254];[0.33313137616493005, -1.4850076678042852, 0.750617416379171, 0.42311000102755436]
[  35.8936914  -118.33235335   -3.98981462];[0.4402732611273134, -1.4882485944975723, 0.6492542678550296, 0.4222820781361396]
[ 3.58926356e+01 -1.18335172e+02 -5.30839127e-07];[0.5456791892938883, -1.4892473708023581, 0.5456800434722842, 0.4220275134158499]
[  35.89369092 -118.33235428    3.98981349];[0.6492539635161162, -1.4882466944805293, 0.4402747500147612, 0.4222832188497534]
[  35.8950398  -118.32946713    7.97982114];[0.7506175856415315, -1.4850038675426143, 0.33313370421033883, 0.42311234373237094]
[  35.89666182 -118.32646858   11.97002804];[0.8495093814059647, -1.4794025439631067, 0.22444660587171134, 0.42461511300067295]
[  31.91155638 -118.32681664   19.94865088];[1.060095807399173, -1.3747013001472073, 0.015264301778792018, 0.31046090387657216]
[  31.90960792 -118.33019537   15.95854484];[0.9658482865744906, -1.3849638634262285, 0.12744894524546913, 0.30686170685932573]
[  31.90786913 -118.33336553   11.96857893];[0.8687392702523986, -1.3925405192154274, 0.2383461968367333, 0.3043907978980179]
[  31.90636791 -118.3363872     7.97882721];[0.7689287139505507, -1.3977233013801142, 0.3478670021483919, 0.30279765792257546]
[  31.90512799 -118.33932445    3.98930606];[0.6666508381169994, -1.4007091654404182, 0.4558746708798838, 0.3019189792082163]
[ 3.19041672e+01 -1.18342222e+02  3.78462884e-07];[0.5621693585612835, -1.401621686099199, 0.5621686649324661, 0.3016518625982009]
[  31.90512767 -118.33932538   -3.98930523];[0.4558761393724257, -1.400707361768119, 0.6666508171691269, 0.3019201412339483]
[  31.90636738 -118.33638865   -7.97882613];[0.34786935900245813, -1.3977197361145735, 0.7689292293317322, 0.30280011582767374]
[  31.90786843 -118.33336761  -11.96857742];[0.23834957703862944, -1.3925352089225076, 0.8687402651542903, 0.3043944919100815]
[  31.90960705 -118.33019811  -15.95854274];[0.1274534116646216, -1.3849568321892431, 0.9658495884864621, 0.30686674999874686]
[  31.91155614 -118.32680406  -19.94866105];[0.015236742771943996, -1.3747266430006277, 1.0600767478457769, 0.3104302847053515]
[  27.92392203 -118.32976887  -23.93632854];[-0.08897962387594026, -1.274290035299675, 1.1695437594521072, 0.1977034527569793]
[  27.92202246 -118.33314515  -19.94655359];[0.02516252415536005, -1.2867555482105824, 1.0774598130395021, 0.19247972026810004]
[  27.92023368 -118.33653486  -15.95679165];[0.1380116025922819, -1.2963570200547794, 0.9824218492564777, 0.1886794322858099]
[  27.91864593 -118.33971745  -11.96722037];[0.24958593441490667, -1.3034324323799886, 0.8845201053512429, 0.18603067893872569]
[  27.91728154 -118.34277036   -7.97789676];[0.35981966517600505, -1.308248879516844, 0.7839260940416168, 0.1843162560066568]
[  27.91616041 -118.34575988   -3.98883109];[0.4685664657468925, -1.3110112290726683, 0.6808703536646629, 0.18336901047297322]
[ 2.79152977e+01 -1.18348733e+02 -2.52852201e-07];[0.575616776254274, -1.3118485672817954, 0.5756173527716799, 0.1830835836591292]
[  27.9161602  -118.34576083    3.9888305 ];[0.6808705477401076, -1.3110094362873046, 0.46856790799460346, 0.18337019420789435]
[  27.91728121 -118.34277197    7.97789591];[0.7839270081768519, -1.3082453906136609, 0.35982210333131226, 0.18431865561916594]
[  27.91864553 -118.3397197    11.9672191 ];[0.884521642554642, -1.3034273050513123, 0.24958942702619794, 0.18603428129471244]
[  27.92023323 -118.33653776   15.95678986];[0.9824238593509195, -1.2963502022556135, 0.1380162383235823, 0.1886842449512796]
[  27.92202198 -118.33314876   19.94655115];[1.077462128761674, -1.2867471269850892, 0.025168437803381273, 0.19248576001686268]
[  27.92392112 -118.32976529   23.93633034];[1.1695359892520123, -1.2742942120148102, -0.08898658549056015, 0.19769588027453394]
[  23.93633512 -118.32975896   27.92392025];[1.2743086527920149, -1.169525319182813, -0.19768053969844046, 0.08900121825244242]
[  23.93401584 -118.33578489   23.93401703];[1.1843113794565614, -1.1843173043937452, -0.08169393992994271, 0.08168706433874262]
[  23.93233044 -118.33902758   19.94457259];[1.091513727637259, -1.1960987451967178, 0.03294969410908495, 0.07611927333866494]
[  23.93072742 -118.34242973   15.95515079];[0.995783011543011, -1.2051379009413044, 0.1463304975664668, 0.07203675030815315]
[  23.92931059 -118.34563699   11.96595179];[0.8972105554009573, -1.2117674185657976, 0.25847384313632166, 0.06917649658949443]
[  23.92809778 -118.34872821    7.97702937];[0.7959581693382857, -1.2162598984955943, 0.3693053866108473, 0.06731703716073043]
[  23.92710519 -118.35177165    3.98838873];[0.6922513262640814, -1.2188256008437481, 0.47867070817586027, 0.06628727468390294]
[ 2.39263454e+01 -1.18354816e+02  1.50922153e-07];[0.5863536359034458, -1.2195973203403776, 0.5863531094344275, 0.06597907517460427]
[  23.92710508 -118.35177261   -3.98838834];[0.47867218496872077, -1.2188238453478857, 0.6922516877141369, 0.06628848397138318]
[  23.92809762 -118.34872985   -7.97702872];[0.36930789420118115, -1.2162565165147206, 0.7959593834376744, 0.06731945087243044]
[  23.9293104  -118.34563932  -11.96595074];[0.25847744756805224, -1.2117624429052436, 0.8972124776926089, 0.06918008361889313]
[  23.93072723 -118.34243274  -15.95514924];[0.1463352340090595, -1.2051314429032456, 0.9957855356482357, 0.07204148807210853]
[  23.93233025 -118.33903134  -19.94457046];[0.032955666167326494, -1.1960908186521895, 1.0915166692496079, 0.0761251475280284]
[  23.93401689 -118.33578317  -23.93401548];[-0.08168654026086167, -1.184308104081176, 1.184314779444913, 0.08169400060315277]
[  23.93633275 -118.32976172  -27.92392048];[-0.19768736491324607, -1.1695290913412424, 1.274301313048172, 0.08899457926725748]
[  19.94911479 -118.32396875  -31.9123306 ];[-0.3103922888560622, -1.060155962752645, 1.3748398983987882, -0.0152638262456114]
[  19.94699983 -118.33038469  -27.92267668];[-0.1924593041221418, -1.0775536797570933, 1.2868448206599505, -0.0252080703556411]
[  19.94501869 -118.33632017  -23.93287744];[-0.0760936799415475, -1.0916059838713128, 1.1961835919966122, -0.0329934959401226]
[  19.94272543 -118.34454331  -19.94272628];[0.03888957869751599, -1.1026066450270307, 1.1026015672828302, -0.038895292821588545]
[  19.94133297 -118.347971    -15.95362591];[0.1527058579636336, -1.1111334842226435, 1.006289673599917, -0.043296078731444004]
[  19.94010637 -118.35121381  -11.96477537];[0.26531452318039017, -1.1173606101776064, 0.9071604914247925, -0.046395208447131214]
[  19.93905987 -118.35434937   -7.97622623];[0.3766342293098297, -1.1215631269543795, 0.8053661763766123, -0.048418890014446714]
[  19.93820615 -118.357448     -3.98797954];[0.4865041095886736, -1.1239540402151693, 0.7011262901333454, -0.04954244309080094]
[ 1.99375552e+01 -1.18360560e+02 -6.70824970e-08];[0.5947019104074202, -1.1246682436282915, 0.594702394435271, -0.049876919962109495]
[  19.9382061  -118.35744897    3.98797931];[0.7011267949771149, -1.123952338210218, 0.4865056141631126, -0.049541209718857504]
[  19.93905983 -118.35435106    7.97622575];[0.805367626154696, -1.1215598537643137, 0.3766368293049553, -0.04841645296313568]
[  19.94010633 -118.35121623   11.96477449];[0.9071627669840585, -1.1173558624057585, 0.2653182087155359, -0.046391626034519184]
[  19.94133294 -118.34797415   15.95362455];[1.0062926218574395, -1.1111273571353746, 0.15271067282101963, -0.0432913971098883]
[  19.9427262  -118.34454257   19.94272517];[1.1026051796902305, -1.10259928017888, 0.03889563344910625, -0.03888959068236719]
[  19.94502007 -118.33631645   23.93287668];[1.1961876798754736, -1.09159749598511, -0.07608631111963557, -0.03298682335649106]
[  19.94700136 -118.33038067   27.92267585];[1.2868489378623944, -1.077543867011135, -0.19245053406234253, -0.025200332027824873]
[  19.94911265 -118.32397094   31.91233052];[1.3748334679506664, -1.06015937259469, -0.31039870359473937, -0.01526947333550041]
[  15.95927703 -118.3244216    31.91120591];[1.385168499953832, -0.9660228511619194, -0.3068169450275152, -0.12754170338815926]
[  15.95754192 -118.33074031   27.92162249];[1.2965515350738384, -0.9826041410976895, -0.18862976198933276, -0.13810992979679848]
[  15.9559199  -118.33660662   23.93191811];[1.2053273513378286, -0.9959666635102664, -0.071975282640026, -0.1464280011140849]
[  15.95407116 -118.34465592   19.94189797];[1.1112354681319592, -1.0063962042750514, 0.04333548793478411, -0.15276273228079207]
[  15.95222658 -118.35322874   15.95222713];[1.0142858715051182, -1.0142900388477853, 0.1574267549916706, -0.15743143393676554]
[  15.95120981 -118.35651537   11.96369835];[0.9147080965899015, -1.0201472847976467, 0.27040239579460146, -0.16079155497544662]
[  15.95034457 -118.35970091    7.97549194];[0.8124810905081172, -1.024085643674043, 0.3821068136208444, -0.16299481461495013]
[  15.94964062 -118.36285569    3.98760574];[0.707818398346624, -1.0263186744982822, 0.49237421358270983, -0.16422114385609682]
[ 1.59491057e+01 -1.18366032e+02  8.28877284e-09];[0.6009787672431832, -1.0269818064856893, 0.6009783135308142, -0.16458462644053934]
[  15.94964063 -118.36285662   -3.98760563];[0.4923757692370422, -1.026317049469331, 0.7078189970399664, -0.1642198729477447]
[  15.95034459 -118.35970258   -7.97549157];[0.3821095011733437, -1.0240825015636805, 0.8124827142695559, -0.16299232660718777]
[  15.95120984 -118.35651774  -11.96369761];[0.27040613273261316, -1.02014270597926, 0.9147105501596932, -0.16078781915214096]
[  15.95222716 -118.35322792  -15.95222648];[0.15743166510482007, -1.014284320600569, 1.014289180514751, -0.15742671938886177]
[  15.95407207 -118.34465355  -19.94189737];[0.043341567797309896, -1.0063893948679474, 1.1112394368009768, -0.1527570811189224]
[  15.955921   -118.33660326  -23.93191757];[-0.07196807406846092, -0.9959588194526484, 1.2053316890583965, -0.1464213602057215]
[  15.95754314 -118.33073678  -27.92162193];[-0.1886212522467266, -0.9825950907311529, 1.296555979655261, -0.1381023782791057]
[  15.95927687 -118.32442051  -31.91120538];[-0.30681395383226645, -0.9660181886703758, 1.385167457324478, -0.1275392607755816]
[  11.97082686 -118.31788183  -35.89940937];[-0.4245544174299181, -0.8497442899741722, 1.4797242054556479, -0.22458934600681876]
[  11.96940543 -118.32467044  -31.91029853];[-0.30433172275817155, -0.8689945819273915, 1.392844079606125, -0.23850732534835706]
[  11.96807703 -118.3309126   -27.9207769 ];[-0.18595344563076432, -0.8847804487515853, 1.3037312260987461, -0.24974828004648125]
[  11.96683705 -118.33672353  -23.93115213];[-0.06908081577149086, -0.8974748799710616, 1.2120603407269093, -0.25863681210026646]
[  11.96544081 -118.3446314   -19.94123998];[0.0464777033437126, -0.9073568137203045, 1.1175679012517312, -0.2654347972667179]
[  11.96403856 -118.35319857  -15.95166822];[0.16083779146819882, -0.9148086370177697, 1.0202453783563512, -0.27046419999380295]
[  11.96273244 -118.36158488  -11.96273278];[0.2740110970741459, -0.9201713798853951, 0.9201680446464349, -0.27401473594132464]
[  11.9620636  -118.36482434   -7.97483441];[0.3860034141288028, -0.9238641962749681, 0.8176117012115851, -0.27640972823408994]
[  11.96152061 -118.368036     -3.98727127];[0.496568318805511, -0.9259517033911085, 0.7126295119306016, -0.2777458380389109]
[ 1.19611091e+01 -1.18371272e+02  3.64782509e-08];[0.6054768671171377, -0.926568624577166, 0.6054772840122592, -0.2781404236830941]
[  11.96152064 -118.3680369     3.98727124];[0.7126302318074113, -0.9259501155552725, 0.4965699190774885, -0.2777445322054689]
[  11.96206367 -118.36482599    7.97483413];[0.8176135066407227, -0.923861152535168, 0.38600615356525586, -0.276407160533899]
[  11.96273287 -118.36158406   11.96273248];[0.9201708685165481, -0.9201670594738858, 0.27401500410575463, -0.27401111235688014]
[  11.9640392  -118.35319669   15.95166786];[1.020249059615885, -0.9148031644730795, 0.1608427967686449, -0.27045959690709714]
[  11.96544155 -118.34462928   19.94123952];[1.117572190471483, -0.9073503092430091, 0.046483782536770164, -0.2654292480922082]
