# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[ -23.761736   -156.78167421  -36.33178657];[-1.3134584550863668, 1.0399116191589133, 0.42610704964024737, -0.046390498890878706];[-25.27, -156.55, -39.36]
[ -23.8160434  -156.98234314  -30.14205681];[-1.0932762911463583, 0.9436494530801811, 0.29612079167637284, -0.12973955676676174];[-25.23, -156.8, -33.05]
[ -23.83288699 -157.05577898  -23.83288686];[-0.8941403508862878, 0.8941404226160712, 0.1766601159252118, -0.17666010800668097];[-25.27, -156.96, -26.78]
[ -23.83924047 -157.09084907  -17.48930607];[-0.716783220776293, 0.8637936503919964, 0.05658373091180713, -0.20651936812652055];[-25.31, -156.92, -20.55]
[ -23.84151114 -157.10927858  -11.13312706];[-0.5552858773524157, 0.8449901952637094, -0.06764004230872792, -0.2253845900300914];[-24.89, -157.07, -14.01]
[ -23.84156844 -157.11778986   -4.77189795];[-0.40551847578147016, 0.8350907380418097, -0.19750743559289607, -0.23539315453185455];[-24.53, -157.28, -7.0]
[ -23.84099181 -157.11912871    1.59063348];[-0.26491151235725885, 0.8331311286423521, -0.3341842722358747, -0.2373562560514012];[-24.41, -157.22, 0.22]
[ -23.8417599  -157.1145702     7.95286394];[-0.13179700341169834, 0.8390140238351641, -0.4791250408520135, -0.23142638396225884];[-24.61, -156.8, 7.1]
[ -23.84072528 -157.10156659   14.31217687];[-0.004897656802129245, 0.8531702623196994, -0.6343554166278861, -0.21714674501350495];[-24.71, -156.53, 14.05]
[ -23.83678572 -157.07614909   20.66345324];[0.1170036413869231, 0.8772408657668865, -0.803140544621886, -0.19319356607187282];[-24.96, -156.19, 21.02]
[ -23.82629084 -157.02628965   26.9940966 ];[0.23606088795063462, 0.9155674644747135, -0.990585318923334, -0.15604524866831987];[-24.94, -156.08, 27.42]
[ -23.79831302 -156.91134889   33.26478009];[0.3585549062114079, 0.9825473767296649, -1.202094688566125, -0.09476300469517243];[-25.03, -155.92, 34.07]
[ -23.69737506 -156.55700131   39.29905499];[0.5226772688929513, 1.1378624719284929, -1.3195754244951938, 0.03094716840162004];[-24.63, -155.89, 40.18]
[ -17.45863757 -156.8882474    36.3945265 ];[0.45643833029074166, 0.8429245479879279, -1.2764022632341545, 0.06502110740888503];[-18.32, -156.26, 37.5]
[ -17.48201639 -157.03301068   30.16003226];[0.32714848704083477, 0.7611011018424746, -1.0588829388724053, -0.012378079262370431];[-18.17, -156.53, 30.76]
[ -17.49059826 -157.09209556   23.84111339];[0.20651860039868541, 0.7168622635011703, -0.8638878888278237, -0.056565753770138075];[-18.47, -156.46, 24.43]
[ -17.49474732 -157.12207397   17.49474725];[0.08503898850482904, 0.6890420438261964, -0.6890419346407842, -0.08503896221458546];[-18.39, -156.61, 17.79]
[ -17.49556965 -157.13750835   11.1360379 ];[-0.04034052387942288, 0.6715613710462374, -0.5287636494937151, -0.10311199493837434];[-18.41, -156.61, 11.12]
[ -17.49526374 -157.14476398    4.77304318];[-0.17101118180723848, 0.6623198273173372, -0.3794210581152075, -0.112712616736864];[-18.14, -156.79, 4.11]
[ -17.49480889 -157.14595807   -1.59100969];[-0.30807873926748064, 0.660493916992888, -0.23866881434201168, -0.11459728501588992];[-18.07, -156.88, -2.94]
[ -17.49552734 -157.1419979    -7.95483642];[-0.45289685849577843, 0.6659835443768007, -0.10494654014022367, -0.108906670397403];[-18.31, -156.73, -10.28]
[ -17.49533828 -157.13101974  -14.31620775];[-0.6073434859770983, 0.679180879099095, 0.022939308166881462, -0.09521558126001815];[-18.34, -156.73, -16.86]
[ -17.49294332 -157.10932551  -20.66990981];[-0.7743301242509553, 0.7014200529092514, 0.14614393143239401, -0.07230653441426291];[-18.32, -156.8, -23.02]
[ -17.48731019 -157.06817408  -27.00609511];[-0.9584872290988663, 0.7362355196059674, 0.26659711660100427, -0.0370466836371889];[-18.26, -156.79, -29.21]
[ -17.47362472 -156.97881827  -33.29531764];[-1.1654281688425017, 0.794596935436812, 0.3895979439596021, 0.020046993651883324];[-18.21, -156.78, -35.51]
[ -17.42761048 -156.72078035  -39.41620257];[-1.3819185286744837, 0.9176627572720514, 0.531706530908403, 0.13023521763355833];[-18.31, -156.92, -41.59]
[ -11.11874067 -156.93556102  -36.42039341];[-1.2535020826480352, 0.6708958752565641, 0.4754184775623897, 0.1825780532339672];[-11.9, -156.85, -39.3]
[ -11.13022211 -157.05899069  -30.16876215];[-1.037909224493647, 0.5969310278323294, 0.3466786586102053, 0.10979515963605715];[-11.8, -156.93, -33.03]
[ -11.1347124  -157.11138572  -23.84525837];[-0.8451584246137125, 0.5553992989446758, 0.22540044579652949, 0.06768219705895122];[-11.88, -157.01, -26.74]
[ -11.13681752 -157.13825863  -17.49684136];[-0.6716150547413495, 0.5288056237402183, 0.10311681733711281, 0.04034768370854241];[-11.9, -156.79, -20.61]
[ -11.13828855 -157.15319365  -11.13828851];[-0.5120327472873438, 0.5120328170599435, -0.02295354208286682, 0.02295356190676845];[-12.0, -156.61, -14.25]
[ -11.13798828 -157.15974452   -4.773944  ];[-0.3628632735120158, 0.5031058540407474, -0.15413433373821545, 0.013700367856695234];[-11.85, -156.49, -7.19]
[ -11.13769284 -157.16085778    1.59130672];[-0.22196541328385713, 0.5013449650479453, -0.29148406751127004, 0.011882246699733298];[-11.93, -156.42, 0.0]
[ -11.13819217 -157.1572333     7.95637747];[-0.08784055953483133, 0.5066454095112781, -0.436298091412303, 0.01736926644789534];[-11.97, -156.37, 7.33]
[ -11.13758828 -157.14683267   14.31841676];[0.04065229724423472, 0.5193499038154293, -0.5903354366729163, 0.030558088615929326];[-11.66, -156.37, 13.83]
[ -11.13589894 -157.12680483   20.67284086];[0.16461670630463396, 0.5406752281179547, -0.7563541445517766, 0.052583148195423784];[-11.68, -156.44, 20.06]
[ -11.13295819 -157.08998175   27.0118546 ];[0.28586040519895217, 0.573711117355314, -0.9387511233816295, 0.08634106503188388];[-11.4, -156.42, 26.48]
[ -11.12598812 -157.01202677   33.30958531];[0.40911212112646816, 0.6276290377125717, -1.14315424766521, 0.14038588159872198];[-11.25, -156.51, 32.96]
[ -11.10451457 -156.80028786   39.47008171];[0.5487743512643359, 0.7358489173139677, -1.3636210414769867, 0.2437138239853632];[-10.92, -156.6, 39.44]
[  -4.7667973  -156.95702898   36.4318582 ];[0.48551680051975354, 0.5164660914868032, -1.2414951784469592, 0.3085870220517113];[-4.64, -156.6, 36.78]
[  -4.77115204 -157.07133434   30.17282246];[0.35704467743527546, 0.4460795543677572, -1.0269742778327864, 0.23839555687341565];[-4.39, -156.76, 30.12]
[  -4.77289736 -157.12065612   23.84718591];[0.23542936075628434, 0.4056428889922672, -0.8353288052002161, 0.19758800974581342];[-4.4, -156.75, 23.69]
[  -4.77369739 -157.14608569   17.49780242];[0.11272979672142602, 0.3794766561225075, -0.6624192675853894, 0.17103812611280025];[-4.41, -156.6, 17.3]
[  -4.77426398 -157.16023375   11.13874947];[-0.013696808586960842, 0.362883752790734, -0.50313611432775, 0.15414077206830437];[-4.47, -156.41, 11.0]
[  -4.77481552 -157.16742177    4.7748155 ];[-0.14515169768868405, 0.3540854037352975, -0.3540853431981411, 0.14515178132295745];[-4.36, -156.2, 4.19]
[  -4.77468906 -157.16847935   -1.5915954 ];[-0.282671858952851, 0.35234341665036123, -0.21308379568802868, 0.1433811439336249];[-4.27, -156.37, -2.93]
[  -4.77453278 -157.16455031   -7.95722217];[-0.4274887211287765, 0.35757049557517573, -0.07872993630306013, 0.14871672391444027];[-4.63, -156.39, -10.38]
[  -4.77399266 -157.15421147  -14.31909245];[-0.5813229782163544, 0.3701307524902228, 0.05007655037864326, 0.1615272563593289];[-4.54, -156.55, -16.49]
[  -4.77334782 -157.13523567  -20.67419633];[-0.7468922019221479, 0.39117803141349267, 0.17443444620251752, 0.1829249257262403];[-4.36, -156.76, -22.48]
[  -4.77220531 -157.10041375  -27.01451706];[-0.9284276845762434, 0.4235421971010574, 0.2960856448828872, 0.21568712447461252];[-4.39, -156.8, -28.96]
[  -4.76953523 -157.02759064  -33.3161702 ];[-1.131555988241991, 0.4755506391230595, 0.41947997182938085, 0.26793117360867785];[-4.22, -156.9, -35.23]
[  -4.76160946 -156.83440898  -39.49298259];[-1.3523045362423487, 0.5770650789487851, 0.5583309685143587, 0.3679563560576913];[-4.09, -157.0, -41.47]
[   1.5890316  -156.96101974  -36.43398326];[-1.239146393627829, 0.37515790249010744, 0.48750642256406046, 0.4443626499426121];[2.07, -156.82, -39.22]
[   1.59044968 -157.07365619  -30.17357953];[-1.0248395110425044, 0.30547749132003515, 0.35908308885913665, 0.3746360583848442];[2.32, -156.9, -32.93]
[   1.59102065 -157.12240656  -23.84754479];[-0.8334053661635438, 0.26501969136879977, 0.2374013503915943, 0.3343094023345084];[2.5, -156.96, -26.55]
[   1.59128108 -157.14756685  -17.49798013];[-0.6606162873362508, 0.2387126242064882, 0.11462047044900872, 0.3081343406884597];[2.58, -156.7, -20.37]
[   1.591466   -157.16156773  -11.1388339 ];[-0.5013893652727008, 0.22198108886154738, -0.011875996896862192, 0.29150669352948017];[2.67, -156.42, -14.07]
[   1.59164702 -157.16867138   -4.77484445];[-0.3523514487448571, 0.21308740587671587, -0.14338233021420327, 0.2826777155244438];[2.79, -156.1, -7.15]
[   1.59174931 -157.17024217    1.5917493 ];[-0.21134184664252284, 0.21134189679992832, -0.2809482742156845, 0.2809483222782601];[2.66, -156.14, 0.33]
[   1.59155409 -157.16583618    7.95727571];[-0.07693740323759293, 0.2166134046310677, -0.4257528780628254, 0.28617663872716065];[2.7, -156.22, 7.09]
[   1.59137735 -157.1556088    14.31921682];[0.05193027647085992, 0.22929368357860272, -0.5795546047941027, 0.2987717442276522];[2.62, -156.19, 13.56]
[   1.59116727 -157.13682958   20.67444793];[0.1763651771210937, 0.250488570507057, -0.7450387680022947, 0.31984667304209774];[2.52, -156.4, 19.93]
[   1.59079358 -157.10238146   27.01501336];[0.2980960426775764, 0.2829604656181229, -0.9264101210708541, 0.3521804075065981];[2.57, -156.51, 26.45]
[   1.58992255 -157.03050466   33.31739553];[0.42152009852078204, 0.3347781275040349, -1.1292923969330806, 0.40390841545834416];[2.69, -156.52, 32.84]
[   1.58735496 -156.84066832   39.49719113];[0.5602121401553963, 0.434358056848761, -1.35007178687535, 0.5039480681328679];[3.25, -156.67, 39.33]
[   7.9436276  -156.94875864   36.42744816];[0.4815088492606847, 0.24444739533989673, -1.2462433944491935, 0.5918201481595728];[9.28, -156.45, 36.9]
[   7.9512403  -157.06654917   30.17125542];[0.3529342245476018, 0.17321805327598466, -1.0312944554485317, 0.5200679210268221];[9.58, -156.54, 30.38]
[   7.95426263 -157.11705511   23.84644249];[0.23145256550186785, 0.1318561842711653, -0.8392169450579637, 0.4792460862435242];[9.46, -156.5, 23.96]
[   7.95566116 -157.14304184   17.497433  ];[0.10891739077947049, 0.10496157371431833, -0.6660604137288993, 0.45294824805973943];[9.53, -156.43, 17.64]
[   7.95664642 -157.15749406   11.1385731 ];[-0.01736814850929337, 0.08784188634462274, -0.5066613592502555, 0.4363113074052626];[9.27, -156.52, 11.08]
[   7.95695708 -157.16433259    4.77437489];[-0.14871444963179498, 0.07873019074035677, -0.35756130276254056, 0.4274772574555643];[9.31, -156.43, 4.12]
[   7.95674576 -157.16541608   -1.59144929];[-0.28616359095513755, 0.07693845225127136, -0.21660493734121475, 0.4257305806579438];[9.17, -156.43, -3.17]
[   7.95711007 -157.16191007   -7.95711003];[-0.4309909840001132, 0.08234446068823623, -0.08234437171983607, 0.4309910976691677];[9.05, -156.47, -10.1]
[   7.95617575 -157.15134089  -14.31883332];[-0.5848928734844745, 0.09532633070752063, 0.04633882556981645, 0.44357377764983164];[8.88, -156.51, -16.39]
[   7.95505039 -157.1319586   -20.6736743 ];[-0.750636995513532, 0.11700259978951072, 0.17054108423586084, 0.4646986588087595];[8.49, -156.77, -22.81]
[   7.95307133 -157.09636378  -27.01348961];[-0.9325085672962553, 0.15019601891578038, 0.2920312562328796, 0.4972857195035882];[8.93, -156.69, -29.26]
[   7.94842108 -157.02157184  -33.31363169];[-1.1361374865311245, 0.20318483280120048, 0.4153674753913971, 0.5499975369725462];[9.05, -156.57, -35.66]
[   7.93441787 -156.82135664  -39.48421451];[-1.3567994576528652, 0.3044818624323126, 0.5545402508310507, 0.6541621191580569];[9.48, -156.63, -41.96]
[  14.2910528  -156.91625737  -36.41003804];[-1.263462876511127, 0.12283386183899023, 0.4671300053499595, 0.7543266730069228];[15.62, -156.42, -39.73]
[  14.3074544  -157.04811493  -30.16513715];[-1.0470048996316457, 0.047983045459742524, 0.33815206691222427, 0.6770927226380722];[15.79, -156.53, -33.39]
[  14.31373022 -157.10327142  -23.84353589];[-0.8533028035447298, 0.00492652552062893, 0.2171531854813106, 0.6344554645263911];[15.48, -156.71, -27.14]
[  14.31671771 -157.13143295  -17.49597479];[-0.6792093395350781, -0.02293688831393031, 0.09521646002118289, 0.607368995837011];[15.4, -156.65, -20.48]
[  14.31791266 -157.14650838  -11.1372024 ];[-0.5193310958553922, -0.040650926188178255, -0.03055650300645496, 0.5903140151551236];[14.99, -156.7, -13.89]
[  14.31758296 -157.15336703   -4.77350705];[-0.370095327967583, -0.050067151115278125, -0.16151307691082986, 0.581264276166335];[14.7, -156.84, -7.01]
[  14.31720558 -157.15451608    1.59116249];[-0.22926673187179075, -0.051916452259529504, -0.2987354168566485, 0.5794777473122386];[14.92, -156.77, -0.38]
[  14.31782608 -157.15074428    7.95563151];[-0.09532034674704648, -0.04633389174198842, -0.44354388425684343, 0.5848524023308099];[15.3, -156.56, 6.87]
[  14.31780393 -157.14040565   14.31780385];[0.03290848047444313, -0.03290836948538724, -0.5977690191024607, 0.5977690936921404];[15.48, -156.31, 13.65]
[  14.3154159  -157.11944113   20.67162491];[0.15654574606114968, -0.01046965556509586, -0.7641800302380397, 0.619441679500118];[15.71, -156.24, 20.19]
[  14.31130759 -157.08083357   27.00947839];[0.2774492206144948, 0.023979887228470914, -0.9473222676165513, 0.6531993135821482];[15.85, -156.2, 26.65]
[  14.30144554 -156.99820479   33.30368216];[0.40059083360233977, 0.07939227764812802, -1.1528078973395117, 0.7089431615326361];[16.34, -156.15, 33.28]
[  14.27002586 -156.76884794   39.44902123];[0.5409203298824479, 0.1854325278090501, -1.3728476404218373, 0.8229564236743787];[17.04, -156.24, 39.59]
[  20.61823146 -156.84721488   36.37125805];[0.44298474898773155, 0.008853355496370646, -1.292836139600709, 0.9377794703492103];[22.91, -156.09, 37.3]
[  20.65246725 -157.01212667   30.15284475];[0.31332933020272674, -0.07150247350750538, -1.0740353071107815, 0.8496643446735546];[22.93, -156.19, 30.74]
[  20.66423668 -157.07684335   23.83772085];[0.19318977281553934, -0.1169949003106982, -0.8772919810847558, 0.8031878158794575];[22.66, -156.33, 24.25]
[  20.66913004 -157.10879184   17.49230098];[0.07231119668368041, -0.1461447294162591, -0.7013853375017375, 0.7742920076783967];[22.28, -156.41, 17.71]
[  20.6705043  -157.12548134   11.13471913];[-0.05256367415575422, -0.16460685434698874, -0.540602944283825, 0.7562534085643315];[21.79, -156.67, 10.84]
[  20.67030775 -157.13326387    4.77252238];[-0.18287718817172083, -0.17440814688725648, -0.3910940817123661, 0.7467352066304711];[21.57, -156.81, 3.95]
[  20.66978335 -157.13451744   -1.59083817];[-0.31975675145499244, -0.17633083329078217, -0.25042521653654504, 0.7448525566372823];[21.24, -156.94, -2.27]
[  20.67056131 -157.13030765   -7.95394064];[-0.464618194994561, -0.17052309822923908, -0.11697107216454948, 0.7505079779151551];[21.34, -156.73, -9.9]
[  20.67006612 -157.11847943  -14.31438741];[-0.6193839847782929, -0.15654254306640325, 0.01048057676647176, 0.7641090783771346];[21.21, -156.73, -16.55]
[  20.66750278 -157.0955745   -20.66750268];[-0.7871443610959491, -0.13311965401865375, 0.13311968622900658, 0.787144440352881];[21.23, -156.56, -23.26]
[  20.65963436 -157.05067754  -27.00115899];[-0.9726665405524932, -0.09694908047570454, 0.2529810362683057, 0.8234323765314583];[21.61, -156.47, -29.71]
[  20.64061864 -156.95159575  -33.28340825];[-1.181562794858744, -0.0378687951805569, 0.37578713223597326, 0.8854552784911761];[21.8, -156.29, -36.32]
[  20.57073243 -156.63731136  -39.34777161];[-1.3232165893235281, 0.08727768780731313, 0.5374423713379571, 1.0313894139114625];[23.06, -155.92, -42.73]
[  26.87175964 -156.66775808  -36.2607423 ];[-1.3392515746629432, -0.10205315963433967, 0.40477341497038377, 1.1499396387060017];[28.9, -155.74, -40.43]
[  26.96776616 -156.9379646   -30.1252759 ];[-1.1181223453157707, -0.1877118519006305, 0.2745036197565596, 1.0440463754227314];[28.58, -156.11, -34.11]
[  26.99299661 -157.02538683  -23.82536083];[-0.9155016291886519, -0.23606954232847077, 0.15606101440140913, 0.9905154287089584];[28.18, -156.42, -27.42]
[  27.0027597  -157.06595783  -17.48536446];[-0.7360956352904935, -0.26659727273090283, 0.037092626883267345, 0.9583107927398218];[27.87, -156.53, -20.7]
[  27.00654698 -157.08694267  -11.13105849];[-0.5735464834117197, -0.285838843533286, -0.08626296314049556, 0.93849839495119];[27.43, -156.81, -13.9]
[  27.007119   -157.09652171   -4.77109144];[-0.42336622452138284, -0.29604092010944494, -0.21556048309626508, 0.9280938868810182];[27.38, -156.91, -7.44]
[  27.00652161 -157.09799038    1.59036893];[-0.2828000210277014, -0.2980415512403746, -0.35200122451108873, 0.9260309469738452];[27.48, -156.94, -0.77]
[  27.00715342 -157.09291472    7.95146966];[-0.1500963316062536, -0.2919978099565611, -0.49711426637193346, 0.9322165221715768];[27.7, -156.75, 5.94]
[  27.00516064 -157.07819102   14.30928914];[-0.023919158956474153, -0.2774390514176658, -0.6530443532187484, 0.947107139339789];[27.9, -156.44, 13.04]
[  26.99894394 -157.04905466   20.65806579];[0.09697979177155287, -0.2529883416519275, -0.8233223369604729, 0.972539780440123];[28.22, -156.26, 19.93]
[  26.98353542 -156.99100784   26.98353525];[0.21489071826495415, -0.21489059836560764, -1.0135248988930792, 1.0135249861800542];[28.71, -156.01, 26.65]
[  26.93673046 -156.8455413    33.23136648];[0.3368402504658417, -0.15149602162137812, -1.228500499266706, 1.0867478389351355];[29.17, -155.88, 33.34]
[  26.77155893 -156.38695557   39.18101606];[0.504435636376326, -0.023150555432332895, -1.3329861534202172, 1.2618745099102564];[29.93, -155.5, 39.38]
[  32.93635    -156.25563934   35.99776732];[0.375020502117818, -0.20008873416938627, -1.3039143185467728, 1.4206224600263342];[35.5, -155.1, 36.68]
[  33.16599564 -156.72504697   30.03246963];[0.2098280827034335, -0.3088839772263363, -1.1976306946811328, 1.2633782480602451];[35.57, -155.88, 31.15]
[  33.26030328 -156.90764322   23.79559269];[0.09489808098577102, -0.35857415030902934, -0.9822343057738614, 1.2017722886616853];[35.33, -156.06, 24.46]
[  33.28841194 -156.97396718   17.47072693];[-0.0198609253768183, -0.38958717893135014, -0.7942525438018481, 1.1650064911421851];[34.8, -156.42, 17.67]
[  33.30024922 -157.00616652   11.12358041];[-0.14014378722307022, -0.4090700117034487, -0.6272676672438149, 1.1426334765785775];[34.38, -156.68, 10.73]
[  33.30394215 -157.02038271    4.76820702];[-0.26760257239407886, -0.4194073551301013, -0.4751592425226665, 1.1309042757537373];[34.13, -156.84, 3.94]
[  33.30358679 -157.02246706   -1.58942103];[-0.40347922495847294, -0.4214331705202631, -0.3344078288718564, 1.1285629984128684];[33.81, -156.97, -2.25]
[  33.30288944 -157.01507851   -7.94645603];[-0.5495747219612201, -0.4153011732490829, -0.2029474518462579, 1.1355503077683626];[33.76, -156.84, -8.64]
[  33.29563723 -156.99289588  -14.29873803];[-0.7085928793838537, -0.4005644787157508, -0.07918172363801197, 1.152341564925032];[33.86, -156.59, -16.25]
[  33.2773992  -156.94704412  -20.63755975];[-0.8851049342308851, -0.3757921310927193, 0.038038643216448245, 1.1811695295697486];[34.06, -156.47, -23.18]
[  33.22848586 -156.84290146  -26.9346578 ];[-1.0864991507476172, -0.3368683725559219, 0.15158962450307836, 1.2282624140378682];[34.31, -156.23, -30.0]
[  33.04593719 -156.49384031  -33.03078077];[-1.2815455524945045, -0.26195275220597336, 0.28451951158778077, 1.3318988188684333];[35.2, -155.63, -37.21]
[  32.44167729 -155.42107339  -38.5043569 ];[-1.3572924463790392, -0.16634366934553313, 0.45306540181634003, 1.4540452290109798];[34.98, -154.32, -42.51]
[  38.00978661 -154.65620723  -35.02564549];[-1.3417065483377886, -0.3633275507839015, 0.30639400508172626, 1.5730404632508712];[40.29, -153.7, -39.54]
[  38.98241329 -156.10945092  -29.76310978];[-1.3832421033607245, -0.481898911610123, 0.08283593499927959, 1.3487851038422318];[40.57, -154.93, -34.34]
[  39.40214601 -156.65738926  -23.71318762];[-1.0619255585273852, -0.46885012682540084, 0.022069233482941257, 1.4742813873366565];[40.29, -155.78, -27.75]
[  39.40773754 -156.71558358  -17.42367444];[-0.9124398326870512, -0.5283582367861861, -0.12610257073183456, 1.3897624750711495];[40.22, -156.45, -21.22]
[  39.44954514 -156.78561141  -11.10071459];[-0.734405045274971, -0.5485640414870225, -0.24257678587308612, 1.3623612179703968];[39.82, -156.94, -14.43]
[  39.46709379 -156.81669111   -4.75959383];[-0.5755079636346847, -0.5580506512296958, -0.36654504801693977, 1.350752976641006];[39.67, -157.06, -7.72]
[  39.46859835 -156.82127213    1.58661538];[-0.4327743522794047, -0.559899277806005, -0.5023119525531947, 1.3483667674103699];[39.62, -157.02, -1.06]
[  39.46100184 -156.8051916     7.93138443];[-0.30321677457159313, -0.5542944976863118, -0.6526679403666601, 1.3553942548801121];[39.61, -156.91, 5.97]
[  39.43121898 -156.75568948   14.26571394];[-0.1843949604892841, -0.5407277409998476, -0.8215339774990952, 1.371785857523359];[39.98, -156.65, 13.19]
[  39.43243419 -156.71875687   20.57990076];[-0.04496183799272769, -0.49438543798177936, -0.977365820847925, 1.4434987783082223];[40.09, -156.5, 20.36]
[  39.22607545 -156.43011256   26.76364588];[0.0803333300035462, -0.4492426019008176, -1.159402479504344, 1.4911776477045438];[40.02, -156.03, 27.13]
[  38.49427976 -155.42182878   32.44800838];[0.22612391659953407, -0.3954899777498941, -1.2928301195912266, 1.5323540660383586];[40.17, -154.75, 33.3]
[  37.37247506 -153.7462331    37.42481961];[0.3901357285640941, -0.34407683113277, -1.3841068916124466, 1.532354066038359];[39.75, -152.84, 38.5]
[  33.39282341 -158.51982411   33.45476181];[0.22460335626569794, -0.1859667621897061, -1.384106891612447, 1.5323540660383586];[36.25, -157.41, 34.86]
[  34.34816648 -160.22114225   28.49677768];[0.06248434175918667, -0.22660652606281306, -1.2987940838964933, 1.5323540660383586];[36.85, -159.18, 29.9]
[  35.31043489 -161.73948711   23.1727439 ];[-0.11424441087853152, -0.26640511192301386, -1.2255036342340966, 1.532354066038358];[37.13, -160.78, 25.02]
[  35.81671943 -162.50538345   17.2425327 ];[-0.2670075898088048, -0.30613681826933625, -1.0909235760639282, 1.4869412966683089];[37.0, -161.61, 18.88]
[  36.05067635 -162.82664588   11.03874342];[-0.3954004259027725, -0.32372751309560777, -0.9123438129636301, 1.4824342595899354];[36.79, -162.25, 11.7]
[  36.10926707 -162.91650394    4.73865444];[-0.5235933821244012, -0.33355634654938315, -0.742206579864491, 1.4689476087018773];[36.42, -162.5, 4.68]
[  36.12222476 -162.93401159   -1.58000338];[-0.6643438476534145, -0.3346866360338046, -0.591681897516157, 1.4691782964158806];[36.37, -162.57, -2.21]
[  36.07956556 -162.87666241   -7.89240382];[-0.8252212231632959, -0.33090974939258133, -0.4588660815490359, 1.4691782964158806];[36.13, -162.64, -9.63]
[  35.99900867 -162.73956511  -14.16835792];[-1.0055274703142287, -0.31353540830030424, -0.3333916944579127, 1.5025005109374545];[36.34, -162.46, -16.73]
[  35.58575087 -162.17510895  -20.24851491];[-1.1510074360946898, -0.28736688063060556, -0.18922275177608133, 1.5025005109374545];[36.33, -161.76, -23.61]
[  34.79778085 -160.99749772  -25.88842943];[-1.2680755949056843, -0.25177650139096075, -0.02572831870660765, 1.507319255234206];[36.03, -160.2, -30.25]
[  33.80195959 -159.34774635  -30.98805043];[-1.3327026422217028, -0.2099122091114591, 0.14832085627378302, 1.5073192552342065];[35.87, -158.45, -35.29]
[  32.81363531 -157.4929301   -35.63601522];[-1.3889041514907674, -0.16783784779837435, 0.31303954547468466, 1.5073192552342065];[35.31, -156.57, -39.96]
[  28.58289278 -160.35236053  -34.49497498];[-1.3813648741116638, -0.0038662690496239493, 0.26661135727419355, 1.507319255234206];[32.16, -159.13, -38.88]
[  29.54883574 -162.21768678  -29.51430755];[-1.4368229052837187, -0.09940357643398258, 0.06072055628411581, 1.3156324910478148];[32.41, -160.9, -33.87]
[  29.89840219 -162.91082647  -23.61945299];[-1.1447226487452995, -0.1161495666720371, -0.03360577857372332, 1.3628162664102477];[31.55, -161.7, -28.17]
[  29.97857546 -163.10728057  -17.4045404 ];[-0.9942606689536898, -0.17768182413083095, -0.18360078169876243, 1.267041617847232];[31.73, -162.18, -21.79]
[  30.01827553 -163.19274016  -11.0936591 ];[-0.8085301079998287, -0.19916114974883148, -0.30376448118056565, 1.2374932123709892];[31.11, -162.62, -14.79]
[  30.03182413 -163.22519153   -4.75716957];[-0.6459031378322905, -0.2100187114051011, -0.4318776298821585, 1.2227199648299485];[30.75, -162.89, -7.4]
[  30.03304033 -163.22984269    1.585837  ];[-0.4998814605718074, -0.2121229880643139, -0.5710762295570777, 1.21980030674928];[30.55, -162.86, -0.2]
[  30.02718709 -163.21338468    7.9269968 ];[-0.36661345848015864, -0.20574710216495373, -0.72481436634631, 1.2285361747447607];[30.7, -162.58, 6.97]
[  30.00332111 -163.15979011   14.25450009];[-0.24295374787484647, -0.18998045108192868, -0.8979780260136545, 1.2500482715114547];[31.1, -162.2, 14.49]
[  29.93026787 -163.01259528   20.53000599];[-0.1242981646759764, -0.16135280943010968, -1.0976117448611185, 1.2895297806141413];[31.56, -161.96, 21.33]
[  29.75805325 -162.64935776   26.62950192];[0.043516996333426844, -0.08217219434643101, -1.19691800240179, 1.4082883059032465];[31.83, -161.48, 27.43]
[  29.04009274 -161.34491      32.1139169 ];[0.18107571869579345, -0.035452894159766574, -1.362565028017407, 1.4535213867771315];[31.7, -160.32, 33.06]
[  27.9586306  -159.15116641   36.58255971];[0.35885181363877444, 0.009134153587392571, -1.3759113100213687, 1.4535213867771315];[31.45, -158.21, 36.89]
[  23.27886433 -161.99919228   35.56434457];[0.29635948773265086, 0.1694516643787835, -1.4218737302487288, 1.3769605808334087];[26.91, -160.87, 36.1]
[  23.62191728 -162.9160393    29.90252005];[0.11586826178873408, 0.03345469163147792, -1.363419531933695, 1.1444492228894951];[26.72, -161.73, 30.26]
[  23.7417245  -163.20418538   23.74172431];[0.008432972804694787, -0.008432889571923091, -1.1066075787029543, 1.106607611807152];[26.47, -162.07, 24.62]
[  23.77282997 -163.30646711   17.44772393];[-0.11267111671743243, -0.04773043313945571, -0.9085097640574724, 1.056415740157237];[25.98, -162.19, 18.02]
[  23.7846041  -163.34983222   11.11269679];[-0.23597463275125025, -0.07009785285322115, -0.7342669036913797, 1.029191736839245];[25.63, -162.27, 11.45]
[  23.78831904 -163.36757009    4.76412758];[-0.3656979611450617, -0.08147922380038228, -0.5775181807927503, 1.015581554153871];[25.43, -162.41, 4.13]
[  23.78826871 -163.37006996   -1.58809508];[-0.5041873946524057, -0.08368956957953064, -0.4336925089725516, 1.0129202840079423];[25.11, -162.41, -3.0]
