# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle
[  16.47648061 -120.44368253   -6.63523644];[1.0471975511965983, 0.5129130863003757, 1.6349104625824606, 1.635124176368292]
[   8.86528581 -119.385741     -6.03650545];[1.0471975511965983, 0.5238168508900904, 1.5694878750441277, 1.0351990486420724]
[  -0.28367041 -117.32180867   -6.16030447];[1.0471975511965983, 0.523594325082138, 1.5708230298918535, 0.5131579536994455]
[ -11.04087797 -114.55529278   -6.23375069];[1.0471975511965983, 0.5235988664251618, 1.5707957818337326, -0.010472611299988305]
[ -21.86479745 -110.66264178   -6.31244116];[1.0471975511965983, 0.5235987737446874, 1.5707963379165568, -0.5340707381349997]
[ -31.4993279  -105.79894217   -6.4186177 ];[1.0471975511965983, 0.52359877563613, 1.5707963265679237, -1.057669526973364]
[ -39.30500933 -100.47304765   -6.55929399];[1.0471975511965983, 0.5235987755975275, 1.5707963267995273, -1.5812683023014575]
[  15.80515652 -126.73760755    0.15824252];[1.0471975511965983, 0.5235987755983158, 1.0365118618985802, 1.6351241763682918]
[ 8.79177503e+00 -1.25167521e+02 -3.23266136e-03];[1.0471975511965983, 0.5235987755982991, 1.0474156264883894, 1.0351990486420721]
[-2.81599368e-01 -1.23246272e+02  6.62180949e-05];[1.0471975511965983, 0.5235987755982991, 1.0471931006804425, 0.5131579536994453]
[-1.10700031e+01 -1.20477512e+02 -1.53410503e-06];[1.0471975511965983, 0.5235987755982991, 1.0471976420234552, -0.01047261129998818]
[-2.19473059e+01 -1.16469751e+02 -5.10008936e-07];[1.0471975511965983, 0.5235987755982991, 1.047197549342992, -0.5340707381349996]
[-3.15578244e+01 -1.11432304e+02 -2.96689772e-07];[1.0471975511965983, 0.5235987755982991, 1.0471975512344234, -1.0576695269733638]
[-3.92373539e+01 -1.05954323e+02 -2.63452225e-07];[1.0471975511965983, 0.5235987755982991, 1.047197551195821, -1.5812683023014573]
[  15.49586818 -133.45285502    8.51401267];[1.0471975511965983, 0.5235987755982991, 0.5129130863003917, 1.635124176368292]
[   8.83248157 -132.07890601    8.37760994];[1.0471975511965983, 0.5235987755982991, 0.5238168508900953, 1.0351990486420724]
[  -0.27739189 -130.24933991    8.47738059];[1.0471975511965983, 0.5235987755982991, 0.5235943250821373, 0.5131579536994455]
[ -11.24103257 -127.38945152    8.55236196];[1.0471975511965983, 0.5235987755982991, 0.5235988664251612, -0.010472611299988305]
[ -22.27667419 -123.10083274    8.63661989];[1.0471975511965983, 0.5235987755982991, 0.5235987737446868, -0.5340707381349997]
[ -31.88695131 -117.67492667    8.74677336];[1.0471975511965983, 0.5235987755982991, 0.5235987756361293, -1.057669526973364]
[ -39.4113985  -111.8327487     8.88870395];[1.0471975511965983, 0.5235987755982991, 0.5235987755975269, -1.5812683023014575]
[  15.35234727 -140.54368627   19.39162859];[1.0471975511965983, 0.5235987755982991, -0.010685689297908437, 1.6351241763682918]
[   9.03212342 -139.41642593   19.21246248];[1.0471975511965983, 0.5235987755982991, 0.00021807529179406022, 1.0351990486420721]
[  -0.27075555 -137.62835739   19.38604723];[1.0471975511965983, 0.5235987755982991, -4.450516159062609e-06, 0.5131579536994453]
[ -11.56291822 -134.53819524   19.53995814];[1.0471975511965983, 0.5235987755982991, 9.08268603890335e-08, -0.01047261129998818]
[ -22.80745662 -129.72513989   19.71503097];[1.0471975511965983, 0.5235987755982991, -1.8536093956945257e-09, -0.5340707381349996]
[ -32.35261412 -123.63238212   19.92720034];[1.0471975511965983, 0.5235987755982991, 3.78287631774389e-11, -1.0576695269733638]
[ -39.63510877 -117.19804432   20.1885883 ];[1.0471975511965983, 0.5235987755982991, -7.720155750497266e-13, -1.5812683023014573]
[  15.36876772 -146.71307585   31.98647043];[1.0471975511965983, 0.5235987755982991, -0.5342844648962073, 1.635124176368292]
[   9.40120948 -145.92356957   31.65010686];[1.0471975511965983, 0.5235987755982991, -0.5233807003065036, 1.0351990486420724]
[  -0.26152899 -144.10711397   31.83898134];[1.0471975511965983, 0.5235987755982991, -0.5236032261144561, 0.5131579536994455]
[ -11.97281776 -140.58425605   32.05134434];[1.0471975511965983, 0.5235987755982991, -0.5235986847714378, -0.010472611299988305]
[ -23.33389968 -134.94684895   32.27765095];[1.0471975511965983, 0.5235987755982991, -0.5235987774519066, -0.5340707381349997]
[ -32.65696134 -127.94749595   32.50329089];[1.0471975511965983, 0.5235987755982991, -0.5235987755604696, -1.057669526973364]
[ -39.61890948 -120.82041198   32.78596218];[1.0471975511965983, 0.5235987755982991, -0.5235987755990721, -1.5812683023014575]
[  15.46181554 -150.47391133   44.23789919];[1.0471975511965983, 0.5235987755982991, -1.0578832404945062, 1.6351241763682918]
[   9.85277638 -150.12460507   43.59886047];[1.0471975511965983, 0.5235987755982991, -1.046979475904808, 1.0351990486420721]
[  -0.25254769 -148.21941188   43.64766546];[1.0471975511965983, 0.5235987755982991, -1.047202001712755, 0.5131579536994453]
[ -12.31712762 -144.12447454   43.79051953];[1.0471975511965983, 0.5235987755982991, -1.0471974603697423, -0.01047261129998818]
[ -23.61179398 -137.59409459   43.90353614];[1.0471975511965983, 0.5235987755982991, -1.0471975530502056, -0.5340707381349996]
[ -32.64753384 -129.82178604   43.97204149];[1.0471975511965983, 0.5235987755982991, -1.047197551158774, -1.0576695269733638]
[ -39.33579256 -122.21973893   44.17899597];[1.0471975511965983, 0.5235987755982991, -1.0471975511973655, -1.5812683023014573]
[  15.71864004 -150.85483983   52.89544448];[1.0471975511965983, 0.5235987755982991, -1.5814820160928058, 1.635124176368292]
[  10.25244173 -150.88575849   51.91750473];[1.0471975511965983, 0.5235987755982991, -1.5705782515031077, 1.0351990486420724]
[  -0.25102433 -148.96586818   51.51858259];[1.0471975511965983, 0.5235987755982991, -1.5708007773110546, 0.5131579536994455]
[ -12.57485997 -144.63628646   51.29425528];[1.0471975511965983, 0.5235987755982991, -1.5707962359680308, -0.010472611299988305]
[ -23.82984246 -137.86633916   51.18156508];[1.0471975511965983, 0.5235987755982991, -1.5707963286485052, -0.5340707381349997]
[ -32.69994559 -129.99312379   51.237611  ];[1.0471975511965983, 0.5235987755982991, -1.5707963267570626, -1.057669526973364]
[ -39.21203688 -122.36884905   51.59509998];[1.0471975511965983, 0.5235987755982991, -1.570796326795665, -1.5812683023014575]
[  27.76000165 -116.74308364   -6.71847881];[1.0471975511965983, -0.010685689297924081, 1.6349104625824606, 1.6351241763682918]
[  19.83594327 -116.19883      -6.10021961];[1.0471975511965983, 0.00021807529179437642, 1.5694878750441277, 1.0351990486420721]
[  10.50649376 -114.60727243   -6.23372458];[1.0471975511965983, -4.45051615906902e-06, 1.5708230298918535, 0.5131579536994453]
[  -0.25291271 -112.21328453   -6.33472776];[1.0471975511965983, 9.0826860389168e-08, 1.5707957818337326, -0.01047261129998818]
[ -10.85599739 -108.5842376    -6.44190562];[1.0471975511965983, -1.8536093956972296e-09, 1.5707963379165568, -0.5340707381349996]
[ -20.03196914 -103.98060473   -6.5659129 ];[1.0471975511965983, 3.782876317749554e-11, 1.5707963265679237, -1.0576695269733638]
[-27.27815339 -99.02213164  -6.71009667];[1.0471975511965983, -7.720155750508987e-13, 1.5707963267995273, -1.5812683023014573]
[  27.20221835 -123.20347409    0.16047959];[1.0471975511965983, 1.575541989899753e-14, 1.0365118618985802, 1.635124176368292]
[ 1.97969592e+01 -1.22045593e+02 -3.27921650e-03];[1.0471975511965983, -3.215391816121945e-16, 1.0474156264883894, 1.0351990486420724]
[ 1.05368618e+01 -1.20529003e+02  6.75691684e-05];[1.0471975511965983, 6.562024114534497e-18, 1.0471931006804425, 0.5131579536994455]
[-2.53434799e-01 -1.18046899e+02 -1.81907461e-06];[1.0471975511965983, -1.339188594803011e-19, 1.0471976420234552, -0.010472611299988305]
[-1.08880060e+01 -1.14194416e+02  8.03316416e-08];[1.0471975511965983, 2.7330379485775257e-21, 1.047197549342992, -0.5340707381349997]
[-2.00089575e+01 -1.09310220e+02  1.14366430e-08];[1.0471975511965983, -5.577628466484407e-23, 1.0471975512344234, -1.057669526973364]
[-2.71183047e+01 -1.04116606e+02 -3.34648709e-07];[1.0471975511965983, 1.1382915237723751e-24, 1.047197551195821, -1.5812683023014575]
[  27.10601057 -129.9588303     8.58294791];[1.0471975511965983, -2.3230439260661274e-26, 0.5129130863003917, 1.6351241763682918]
[  20.02703793 -128.94376946    8.4398374 ];[1.0471975511965983, 4.740905971563733e-28, 0.5238168508900953, 1.0351990486420721]
[  10.71356792 -127.44073263    8.55222115];[1.0471975511965983, -9.675318309314008e-30, 0.5235943250821373, 0.5131579536994453]
[  -0.25183706 -124.74101846    8.65242706];[1.0471975511965983, 1.9745547570028168e-31, 0.5235988664251612, -0.01047261129998818]
[ -11.00537673 -120.44610218    8.7518234 ];[1.0471975511965983, -4.0297035857198204e-33, 0.5235987737446868, -0.5340707381349996]
[ -20.08471726 -115.040502      8.85488709];[1.0471975511965983, 8.223884868815977e-35, 0.5235987756361293, -1.0576695269733638]
[ -27.04137315 -109.41343781    8.97236759];[1.0471975511965983, -1.6783438507786717e-36, 0.5235987755975269, -1.5812683023014573]
[  27.35545011 -136.96555066   19.53970778];[1.0471975511965983, 3.425191532201426e-38, -0.010685689297908437, 1.635124176368292]
[  20.58463748 -136.15478841   19.34464542];[1.0471975511965983, -6.990186800411327e-40, 0.00021807529179406022, 1.0351990486420724]
[  11.04633508 -134.5897505    19.53952217];[1.0471975511965983, 1.4265687347777657e-41, -4.450516159062609e-06, 0.5131579536994455]
[  -0.24787632 -131.45764995   19.72109586];[1.0471975511965983, -2.9113647648526046e-43, 9.08268603890335e-08, -0.010472611299988305]
[ -11.15667175 -126.40839679   19.8693593 ];[1.0471975511965983, 5.941560744597334e-45, -1.8536093956945257e-09, -0.5340707381349997]
[ -20.15331371 -120.21521855   19.99319512];[1.0471975511965983, -1.2125634172647057e-46, 3.78287631774389e-11, -1.057669526973364]
[ -26.92127505 -113.99568761   20.14890736];[1.0471975511965983, 2.474619218907624e-48, -7.720155750497266e-13, -1.5812683023014575]
[  27.90282051 -142.87270543   32.22875406];[1.0471975511965983, -5.050243303892937e-50, -0.5342844648962073, 1.6351241763682918]
[  21.42367048 -142.37443767   31.85338178];[1.0471975511965983, 1.0306618987536408e-51, -0.5233807003065036, 1.0351990486420721]
[  11.47142111 -140.63603181   32.0505513 ];[1.0471975511965983, -2.1033916301095e-53, -0.5236032261144561, 0.5131579536994453]
[  -0.24253585 -136.78511638   32.21391163];[1.0471975511965983, 4.292635979815187e-55, -0.5235986847714378, -0.01047261129998818]
[ -11.2383707  -130.70514796   32.23290699];[1.0471975511965983, -8.760481591459346e-57, -0.5235987774519066, -0.5340707381349996]
[ -20.08003735 -123.6390995    32.18892838];[1.0471975511965983, 1.7878533860122162e-58, -0.5235987755604696, -1.0576695269733638]
[ -26.6401248  -116.86670256   32.26145671];[1.0471975511965983, -3.6486803796169314e-60, -0.5235987755990721, -1.5812683023014573]
[  28.5378292  -146.20844089   44.49853569];[1.0471975511965983, 7.44628648901393e-62, -1.0578832404945062, 1.635124176368292]
[  22.28697284 -146.14466144   43.78653956];[1.0471975511965983, -1.5196503038803184e-63, -1.046979475904808, 1.0351990486420724]
[  11.82777539 -144.17585531   43.78963961];[1.0471975511965983, 3.101327150776058e-65, -1.047202001712755, 0.5131579536994455]
[  -0.23923818 -139.54589328   43.704598  ];[1.0471975511965983, -6.329239083216086e-67, -1.0471974603697423, -0.010472611299988305]
[ -11.20793313 -132.61436953   43.3656803 ];[1.0471975511965983, 1.291681445554247e-68, -1.0471975530502056, -0.5340707381349997]
[ -19.87448887 -125.00089236   43.04699124];[1.0471975511965983, -2.6360845827637462e-70, -1.047197551158774, -1.057669526973364]
[ -26.24856175 -117.94653544   43.03435136];[1.0471975511965983, 5.379764454619655e-72, -1.0471975511973655, -1.5812683023014575]
[  29.25460843 -146.27388986   52.84048098];[1.0471975511965983, -1.0979111131876432e-73, -1.5814820160928058, 1.6351241763682918]
[  22.98263281 -146.61261216   51.76535297];[1.0471975511965983, 2.240634924872678e-75, -1.5705782515031077, 1.0351990486420721]
[  12.08445531 -144.68768876   51.2933784 ];[1.0471975511965983, -4.572724336474697e-77, -1.5708007773110546, 0.5131579536994453]
[  -0.24104976 -139.96463009   50.8791775 ];[1.0471975511965983, 9.332090482601442e-79, -1.5707962359680308, -0.01047261129998818]
[ -11.19279392 -132.99958669   50.43376186];[1.0471975511965983, -1.9045082617553633e-80, -1.5707963286485052, -0.5340707381349996]
[ -19.72421354 -125.41366116   50.17680205];[1.0471975511965983, 3.8867515546028396e-82, -1.5707963267570626, -1.0576695269733638]
[ -25.93770628 -118.40298101   50.33189731];[1.0471975511965983, -7.93214602980201e-84, -1.570796326795665, -1.5812683023014573]
[  39.35563383 -111.92210877   -6.77079441];[1.0471975511965983, -0.5342844648962232, 1.6349104625824606, 1.635124176368292]
[  31.06075985 -111.90735113   -6.15993556];[1.0471975511965983, -0.5233807003065029, 1.5694878750441277, 1.0351990486420724]
[  21.3792331  -110.74808465   -6.31362327];[1.0471975511965983, -0.5236032261144553, 1.5708230298918535, 0.5131579536994455]
[  10.39420151 -108.61764524   -6.44284557];[1.0471975511965983, -0.523598684771437, 1.5707957818337326, -0.010472611299988305]
[  -0.21039023 -105.14066631   -6.56777213];[1.0471975511965983, -0.5235987774519059, 1.5707963379165568, -0.5340707381349997]
[  -9.17234609 -100.73744224   -6.69333811];[1.0471975511965983, -0.5235987755604689, 1.5707963265679237, -1.057669526973364]
[-16.1356091  -96.12128572  -6.82751603];[1.0471975511965983, -0.5235987755990713, 1.5707963267995273, -1.5812683023014575]
[  38.9805208  -118.41288207    0.16122641];[1.0471975511965983, -0.523598775598283, 1.0365118618985802, 1.6351241763682918]
[ 3.10981541e+01 -1.17720392e+02 -3.29942237e-03];[1.0471975511965983, -0.5235987755982997, 1.0474156264883894, 1.0351990486420721]
[ 2.14611309e+01 -1.16554712e+02  6.80973776e-05];[1.0471975511965983, -0.5235987755982997, 1.0471931006804425, 0.5131579536994453]
[ 1.04237734e+01 -1.14227453e+02 -1.63791283e-06];[1.0471975511965983, -0.5235987755982997, 1.0471976420234552, -0.01047261129998818]
[-2.11981914e-01 -1.10411224e+02 -1.03375019e-07];[1.0471975511965983, -0.5235987755982997, 1.047197549342992, -0.5340707381349996]
[-9.11476756e+00 -1.05646076e+02 -5.63509665e-08];[1.0471975511965983, -0.5235987755982997, 1.0471975512344234, -1.0576695269733638]
[-1.59508702e+01 -1.00752975e+02  7.30901368e-08];[1.0471975511965983, -0.5235987755982997, 1.047197551195821, -1.5812683023014573]
[  39.13887383 -125.05881282    8.64003274];[1.0471975511965983, -0.5235987755982997, 0.5129130863003917, 1.635124176368292]
[  31.53929458 -124.44463361    8.5050079 ];[1.0471975511965983, -0.5235987755982997, 0.5238168508900953, 1.0351990486420724]
[  21.79408872 -123.18517212    8.63771047];[1.0471975511965983, -0.5235987755982997, 0.5235943250821373, 0.5131579536994455]
[  10.54253106 -120.47840889    8.75276365];[1.0471975511965983, -0.5235987755982997, 0.5235988664251612, -0.010472611299988305]
[  -0.21177868 -116.07208441    8.84025723];[1.0471975511965983, -0.5235987755982997, 0.5235987737446868, -0.5340707381349997]
[  -9.07619849 -110.72374791    8.91165584];[1.0471975511965983, -0.5235987755982997, 0.5235987756361293, -1.057669526973364]
[ -15.78506006 -105.39991636    8.99522805];[1.0471975511965983, -0.5235987755982997, 0.5235987755975269, -1.5812683023014575]
[  39.76716034 -131.76371813   19.68288775];[1.0471975511965983, -0.5235987755982997, -0.010685689297908437, 1.6351241763682918]
[  32.39989103 -131.28829585   19.49874402];[1.0471975511965983, -0.5235987755982997, 0.00021807529179406022, 1.0351990486420721]
[  22.33296757 -129.80857961   19.71701137];[1.0471975511965983, -0.5235987755982997, -4.450516159062609e-06, 0.5131579536994453]
[  10.69928164 -126.43937867   19.87106306];[1.0471975511965983, -0.5235987755982997, 9.08268603890335e-08, -0.01047261129998818]
[  -0.20955595 -121.15015008   19.91470452];[1.0471975511965983, -0.5235987755982997, -1.8536093956945257e-09, -0.5340707381349996]
[  -9.01611697 -115.04666272   19.91981594];[1.0471975511965983, -0.5235987755982997, 3.78287631774389e-11, -1.0576695269733638]
[ -15.58317538 -109.21861657   19.98812566];[1.0471975511965983, -0.5235987755982997, -7.720155750497266e-13, -1.5812683023014573]
[  40.70069637 -137.11807473   32.50389238];[1.0471975511965983, -0.5235987755982997, -0.5342844648962073, 1.635124176368292]
[  33.48146086 -136.89155905   32.12326006];[1.0471975511965983, -0.5235987755982997, -0.5233807003065036, 1.0351990486420724]
[  22.87009205 -135.02828341   32.28030037];[1.0471975511965983, -0.5235987755982997, -0.5236032261144561, 0.5131579536994455]
[  10.7887015  -130.73418066   32.2350517 ];[1.0471975511965983, -0.5235987755982997, -0.5235986847714378, -0.010472611299988305]
[  -0.20598421 -124.47009896   31.96223219];[1.0471975511965983, -0.5235987755982997, -0.5235987774519066, -0.5340707381349997]
[  -8.90292071 -117.68875818   31.71629684];[1.0471975511965983, -0.5235987755982997, -0.5235987755604696, -1.057669526973364]
[ -15.31136935 -111.46577924   31.68602813];[1.0471975511965983, -0.5235987755982997, -0.5235987755990721, -1.5812683023014575]
[  41.60329561 -139.74084268   44.84173029];[1.0471975511965983, -0.5235987755982997, -1.0578832404945062, 1.6351241763682918]
[  34.35808409 -139.898312     44.09424824];[1.0471975511965983, -0.5235987755982997, -1.046979475904808, 1.0351990486420721]
[  23.15464538 -137.67297533   43.90673265];[1.0471975511965983, -0.5235987755982997, -1.047202001712755, 0.5131579536994453]
[  10.76281421 -132.64190004   43.36789534];[1.0471975511965983, -0.5235987755982997, -1.0471974603697423, -0.01047261129998818]
[  -0.20358906 -125.78753654   42.63579092];[1.0471975511965983, -0.5235987755982997, -1.0471975530502056, -0.5340707381349996]
[  -8.75750115 -118.67897485   42.14584388];[1.0471975511965983, -0.5235987755982997, -1.047197551158774, -1.0576695269733638]
[ -15.00307667 -112.29389957   42.08108561];[1.0471975511965983, -0.5235987755982997, -1.0471975511973655, -1.5812683023014573]
[  42.55894189 -139.37732646   52.89961733];[1.0471975511965983, -0.5235987755982997, -1.5814820160928058, 1.635124176368292]
[  35.04857676 -139.97841854   51.7969114 ];[1.0471975511965983, -0.5235987755982997, -1.5705782515031077, 1.0351990486420724]
[  23.36936419 -137.94583836   51.18402596];[1.0471975511965983, -0.5235987755982997, -1.5708007773110546, 0.5131579536994455]
[  10.74385164 -133.02829718   50.43596982];[1.0471975511965983, -0.5235987755982997, -1.5707962359680308, -0.010472611299988305]
[  -0.20500396 -126.2556585    49.66882464];[1.0471975511965983, -0.5235987755982997, -1.5707963286485052, -0.5340707381349997]
[  -8.63232182 -119.20938372   49.26166089];[1.0471975511965983, -0.5235987755982997, -1.5707963267570626, -1.057669526973364]
[ -14.71906001 -112.88137662   49.37684985];[1.0471975511965983, -0.5235987755982997, -1.570796326795665, -1.5812683023014575]
[  50.10167862 -106.09963182   -6.82702473];[1.0471975511965983, -1.0578832404945222, 1.6349104625824606, 1.6351241763682918]
[  41.3069502  -106.62924059   -6.24658108];[1.0471975511965983, -1.046979475904802, 1.5694878750441277, 1.0351990486420721]
[  31.06130501 -105.89961264   -6.42135217];[1.0471975511965983, -1.04720200171276, 1.5708230298918535, 0.5131579536994453]
[  19.61441133 -104.02833453   -6.56794515];[1.0471975511965983, -1.047197460369736, 1.5707957818337326, -0.01047261129998818]
[   8.79538747 -100.75104399   -6.69422803];[1.0471975511965983, -1.0471975530502105, 1.5707963379165568, -0.5340707381349996]
[ -0.16575796 -96.63272206  -6.80916301];[1.0471975511965983, -1.047197551158768, 1.5707963265679237, -1.0576695269733638]
[ -7.05120266 -92.41540122  -6.92908336];[1.0471975511965983, -1.0471975511973703, 1.5707963267995273, -1.5812683023014573]
[  49.8544972  -112.54521188    0.1599029 ];[1.0471975511965983, -1.047197551196582, 1.0365118618985802, 1.635124176368292]
[ 4.13612716e+01 -1.12360191e+02 -3.28203153e-03];[1.0471975511965983, -1.0471975511965932, 1.0474156264883894, 1.0351990486420724]
[ 3.11177193e+01 -1.11532161e+02  6.79992243e-05];[1.0471975511965983, -1.0471975511965932, 1.0471931006804425, 0.5131579536994455]
[ 1.95881250e+01 -1.09356742e+02 -1.77052035e-06];[1.0471975511965983, -1.0471975511965932, 1.0471976420234552, -0.010472611299988305]
[ 8.73450028e+00 -1.05658704e+02 -9.86870412e-08];[1.0471975511965983, -1.0471975511965932, 1.047197549342992, -0.5340707381349997]
[-1.67245972e-01 -1.01144457e+02 -2.04498801e-07];[1.0471975511965983, -1.0471975511965932, 1.0471975512344234, -1.057669526973364]
[-6.93185012e+00 -9.66420824e+01 -2.49175654e-08];[1.0471975511965983, -1.0471975511965932, 1.047197551195821, -1.5812683023014575]
[  50.15929662 -118.99117164    8.71825631];[1.0471975511965983, -1.0471975511965932, 0.5129130863003917, 1.6351241763682918]
[  41.88090127 -118.8121169     8.60169399];[1.0471975511965983, -1.0471975511965932, 0.5238168508900953, 1.0351990486420721]
[  31.44834027 -117.77287774    8.74937082];[1.0471975511965983, -1.0471975511965932, 0.5235943250821373, 0.5131579536994453]
[  19.66406999 -115.08467936    8.85677183];[1.0471975511965983, -1.0471975511965932, 0.5235988664251612, -0.01047261129998818]
[   8.69610899 -110.7347516     8.91236218];[1.0471975511965983, -1.0471975511965932, 0.5235987737446868, -0.5340707381349996]
[  -0.1670044  -105.65252649    8.94939492];[1.0471975511965983, -1.0471975511965932, 0.5235987756361293, -1.0576695269733638]
[  -6.81532693 -100.75548764    9.00791339];[1.0471975511965983, -1.0471975511965932, 0.5235987755975269, -1.5812683023014573]
[  50.94950685 -125.25913751   19.88391951];[1.0471975511965983, -1.0471975511965932, -0.010685689297908437, 1.635124176368292]
[  42.78390034 -125.14026299   19.72389822];[1.0471975511965983, -1.0471975511965932, 0.00021807529179406022, 1.0351990486420724]
[  31.91915527 -123.72693845   19.93203941];[1.0471975511965983, -1.0471975511965932, -4.450516159062609e-06, 0.5131579536994455]
[  19.73667493 -120.25567676   19.99645087];[1.0471975511965983, -1.0471975511965932, 9.08268603890335e-08, -0.010472611299988305]
[   8.64028619 -115.05545381   19.92083704];[1.0471975511965983, -1.0471975511965932, -1.8536093956945257e-09, -0.5340707381349997]
[  -0.16471814 -109.32361507   19.84250861];[1.0471975511965983, -1.0471975511965932, 3.78287631774389e-11, -1.057669526973364]
[  -6.68505521 -104.0087682    19.8664603 ];[1.0471975511965983, -1.0471975511965932, -7.720155750497266e-13, -1.5812683023014575]
[  51.92267805 -129.91070634   32.88832313];[1.0471975511965983, -1.0471975511965932, -0.5342844648962073, 1.6351241763682918]
[  43.7080499  -129.96370748   32.49943534];[1.0471975511965983, -1.0471975511965932, -0.5233807003065036, 1.0351990486420721]
[  32.23072601 -128.03671563   32.50986226];[1.0471975511965983, -1.0471975511965932, -0.5236032261144561, 0.5131579536994453]
[  19.66991337 -123.67500209   32.19267347];[1.0471975511965983, -1.0471975511965932, -0.5235986847714378, -0.01047261129998818]
[   8.53423938 -117.69527253   31.71699752];[1.0471975511965983, -1.0471975511965932, -0.5235987774519066, -0.5340707381349996]
[  -0.16096014 -111.45504908   31.38464935];[1.0471975511965983, -1.0471975511965932, -0.5235987755604696, -1.0576695269733638]
[  -6.53331963 -105.83995503   31.32777414];[1.0471975511965983, -1.0471975511965932, -0.5235987755990721, -1.5812683023014573]
[  52.74417865 -131.74515174   45.33807898];[1.0471975511965983, -1.0471975511965932, -1.0578832404945062, 1.635124176368292]
[  44.24856293 -132.14942174   44.51505637];[1.0471975511965983, -1.0471975511965932, -1.046979475904808, 1.0351990486420724]
[  32.22537999 -129.90649808   43.97975039];[1.0471975511965983, -1.0471975511965932, -1.047202001712755, 0.5131579536994455]
[  19.46840004 -125.03415663   43.05014826];[1.0471975511965983, -1.0471975511965932, -1.0471974603697423, -0.010472611299988305]
[   8.39395889 -118.68455337   42.14557789];[1.0471975511965983, -1.0471975511965932, -1.0471975530502056, -0.5340707381349997]
[  -0.1580436  -112.23534496   41.62986085];[1.0471975511965983, -1.0471975511965932, -1.047197551158774, -1.057669526973364]
[  -6.371117   -106.5069021    41.58119876];[1.0471975511965983, -1.0471975511965932, -1.0471975511973655, -1.5812683023014575]
[  53.7563375  -130.96297133   53.22355747];[1.0471975511965983, -1.0471975511965932, -1.5814820160928058, 1.6351241763682918]
[  44.77838414 -131.92991127   52.09524055];[1.0471975511965983, -1.0471975511965932, -1.5705782515031077, 1.0351990486420721]
[  32.27362837 -130.08053103   51.24538106];[1.0471975511965983, -1.0471975511965932, -1.5708007773110546, 0.5131579536994453]
[  19.3141649  -125.45106896   50.18127645];[1.0471975511965983, -1.0471975511965932, -1.5707962359680308, -0.01047261129998818]
[   8.2664932  -119.21771734   49.26208555];[1.0471975511965983, -1.0471975511965932, -1.5707963286485052, -0.5340707381349996]
[  -0.15860199 -112.83351107   48.84700048];[1.0471975511965983, -1.0471975511965932, -1.5707963267570626, -1.0576695269733638]
[  -6.21043265 -107.15572934   48.99211932];[1.0471975511965983, -1.0471975511965932, -1.570796326795665, -1.5812683023014573]
[ 59.2846927  -99.67281571  -6.90873459];[1.0471975511965983, -1.5814820160928218, 1.6349104625824606, 1.635124176368292]
[  49.86002343 -100.80293703   -6.37443563];[1.0471975511965983, -1.5705782515031015, 1.5694878750441277, 1.0351990486420724]
[  38.90747831 -100.57453982   -6.56350671];[1.0471975511965983, -1.5708007773110595, 1.5708230298918535, 0.5131579536994455]
[ 26.89970669 -99.06929942  -6.71306116];[1.0471975511965983, -1.5707962359680356, 1.5707957818337326, -0.010472611299988305]
[ 15.79872843 -96.13343685  -6.82906293];[1.0471975511965983, -1.57079632864851, 1.5707963379165568, -0.5340707381349997]
[  6.76171523 -92.41380293  -6.92967418];[1.0471975511965983, -1.5707963267570675, 1.5707963265679237, -1.057669526973364]
[ -0.12284634 -88.63929403  -7.03733496];[1.0471975511965983, -1.57079632679567, 1.5707963267995273, -1.5812683023014575]
[  59.04596919 -106.07953017    0.15659454];[1.0471975511965983, -1.5707963267948817, 1.0365118618985802, 1.6351241763682918]
[ 4.98220946e+01 -1.06473781e+02 -3.22736456e-03];[1.0471975511965983, -1.5707963267948928, 1.0474156264883894, 1.0351990486420721]
[ 3.88363962e+01 -1.06054252e+02  6.68505772e-05];[1.0471975511965983, -1.5707963267948928, 1.0471931006804425, 0.5131579536994453]
[ 2.67359255e+01 -1.04161434e+02 -1.28913600e-06];[1.0471975511965983, -1.5707963267948928, 1.0471976420234552, -0.01047261129998818]
[ 1.56105154e+01 -1.00762937e+02 -6.14841591e-08];[1.0471975511965983, -1.5707963267948928, 1.047197549342992, -0.5340707381349996]
[ 6.63940814e+00 -9.66392559e+01  4.62177235e-08];[1.0471975511965983, -1.5707963267948928, 1.0471975512344234, -1.0576695269733638]
[-1.24292410e-01 -9.25798608e+01  4.87146380e-08];[1.0471975511965983, -1.5707963267948928, 1.047197551195821, -1.5812683023014573]
[  59.32287829 -112.33229608    8.83906926];[1.0471975511965983, -1.5707963267948928, 0.5129130863003917, 1.635124176368292]
[  50.24081767 -112.65834661    8.74409799];[1.0471975511965983, -1.5707963267948928, 0.5238168508900953, 1.0351990486420724]
[  39.01018451 -111.9289754     8.89265826];[1.0471975511965983, -1.5707963267948928, 0.5235943250821373, 0.5131579536994455]
[  26.65837473 -109.45404393    8.97496504];[1.0471975511965983, -1.5707963267948928, 0.5235988664251612, -0.010472611299988305]
